record_date,hour_of_day,city,corridor,congestion_index,avg_speed_kmph,incident_reported,road_closure
2024-07-06,20,Jaipur,IT Corridor,70.5,17.8,0,0
2024-07-06,23,Jaipur,Central Market,0.42,35.0,0,0
2024-07-06,7,Hyderabad,Port Access Rd,0.606,27.6,0,0
2024-07-06,10,Hyderabad,Airport Link,0.252,45.2,0,0
2024-07-06,13,Hyderabad,Central Market,0.419,29.5,0,0
2024-07-06,17,Hyderabad,NH-44 Stretch,0.758,18.0,0,0
2024-07-06,20,Hyderabad,Industrial Belt,0.477,37.9,1,0
2024-07-06,23,Hyderabad,Old Town Bypass,0.273,52.6,1,0
2024-07-06,7,Lucknow,Central Market,0.436,33.3,1,0
2024-07-06,10,Lucknow,Old Town Bypass,58.1,26.2,0,0
2024-07-06,13,Lucknow,Port Access Rd,0.441,37.3,0,0
2024-07-06,17,Lucknow,Port Access Rd,0.506,27.9,0,0
2024-07-06,20,Lucknow,Industrial Belt,0.526,32.9,1,0
2024-07-06,23,Lucknow,Ring Road,24.7,39.3,0,0
2024-07-06,7,Gurugram,Airport Link,0.436,34.1,0,0
2024-07-06,10,Gurugram,IT Corridor,0.323,37.6,0,0
2024-07-06,13,Gurugram,Old Town Bypass,37.0,44.6,1,0
2024-07-06,17,Gurugram,Port Access Rd,0.387,41.2,1,0
2024-07-06,20,Gurugram,Old Town Bypass,37.6,42.0,0,1
2024-07-06,23,Gurugram,Old Town Bypass,0.193,39.0,0,0
2024-07-06,7,Coimbatore,Central Market,61.1,18.5,0,0
2024-07-06,10,Coimbatore,Ring Road,34.1,41.2,0,0
2024-07-06,13,Coimbatore,Industrial Belt,34.5,38.6,0,0
2024-07-06,17,Coimbatore,Industrial Belt,0.316,41.0,1,0
2024-07-06,20,Coimbatore,Airport Link,0.471,36.3,0,0
2024-07-06,23,Coimbatore,Central Market,0.06,51.5,0,0
2024-07-06,7,Mysuru,Old Town Bypass,55.1,35.3,0,0
2024-07-06,10,Mysuru,IT Corridor,0.269,38.7,0,0
2024-07-06,13,Mysuru,Airport Link,31.7,40.9,1,0
2024-07-06,17,Mysuru,IT Corridor,58.1,21.2,0,0
2024-07-06,20,Mysuru,Central Market,51.6,27.8,0,0
2024-07-06,23,Mysuru,Central Market,0.44,35.5,0,0
2024-07-06,7,Kolkata,Ring Road,0.446,28.0,0,1
2024-07-06,10,Kolkata,Ring Road,0.205,51.8,0,0
2024-07-06,13,Kolkata,Industrial Belt,0.35,38.9,1,0
2024-07-06,17,Kolkata,Industrial Belt,48.5,31.1,0,0
2024-07-06,20,Kolkata,Old Town Bypass,0.729,17.7,1,0
2024-07-06,23,Kolkata,Old Town Bypass,0.598,24.3,0,0
2024-09-06,7,Nagpur,Central Market,0.597,22.9,0,0
2024-09-06,10,Nagpur,Airport Link,0.311,40.4,0,0
2024-09-06,13,Nagpur,Port Access Rd,55.7,30.4,0,0
2024-09-06,17,Nagpur,Central Market,0.478,34.6,0,0
2024-09-06,20,Nagpur,Port Access Rd,64.7,18.5,1,0
2024-09-06,23,Nagpur,Port Access Rd,0.414,37.3,1,0
2024-09-06,7,Bengaluru,Central Market,59.2,28.2,0,0
2024-09-06,10,Bengaluru,Airport Link,0.246,42.3,0,0
2024-09-06,13,Bengaluru,Airport Link,0.477,34.2,0,0
2024-09-06,17,Bengaluru,NH-44 Stretch,0.697,24.1,0,0
2024-09-06,20,Bengaluru,Port Access Rd,0.514,27.0,0,0
2024-09-06,23,Bengaluru,Port Access Rd,0.37,42.9,1,0
2024-09-06,7,Kolkata,Industrial Belt,0.685,22.4,0,0
2024-09-06,10,Kolkata,IT Corridor,0.369,31.2,0,0
2024-09-06,13,Kolkata,Industrial Belt,32.4,43.1,0,0
2024-09-06,17,Kolkata,Ring Road,0.627,25.9,0,0
2024-09-06,20,Kolkata,Port Access Rd,84.1,6.0,0,0
2024-09-06,23,Kolkata,IT Corridor,0.514,37.4,0,0
2024-09-06,7,Chandigarh,IT Corridor,0.54,33.2,0,0
2024-09-06,10,Chandigarh,NH-44 Stretch,11.7,60.5,0,0
2024-09-06,13,Chandigarh,Airport Link,0.253,50.3,0,0
2024-09-06,17,Chandigarh,Old Town Bypass,0.605,23.5,0,0
2024-09-06,20,Chandigarh,Central Market,0.398,36.9,0,0
2024-09-06,23,Chandigarh,Old Town Bypass,0.256,47.8,0,0
2024-09-06,7,Ahmedabad,IT Corridor,30.3,46.0,1,0
2024-09-06,10,Ahmedabad,Ring Road,36.5,33.8,0,0
2024-09-06,13,Ahmedabad,NH-44 Stretch,29.2,46.4,1,0
2024-09-06,17,Ahmedabad,Central Market,0.465,33.1,0,1
2024-09-06,20,Ahmedabad,Port Access Rd,0.276,47.1,1,0
2024-09-06,23,Ahmedabad,IT Corridor,0.273,41.9,0,0
2024-09-06,7,Mysuru,Central Market,0.681,15.0,1,0
2024-09-06,10,Mysuru,Port Access Rd,0.03,55.5,0,0
2024-09-06,13,Mysuru,IT Corridor,0.356,34.6,0,0
2024-09-06,17,Mysuru,Industrial Belt,41.6,27.2,0,0
2024-09-06,20,Mysuru,Industrial Belt,0.826,13.6,0,0
2024-09-06,23,Mysuru,IT Corridor,52.3,33.5,0,0
2024-09-06,7,Madurai,Ring Road,68.9,13.1,1,0
2024-09-06,10,Madurai,Central Market,0.18,51.4,0,0
2024-09-06,13,Madurai,Airport Link,0.03,60.4,1,0
2024-09-06,17,Madurai,Airport Link,0.478,30.3,0,0
2024-09-06,20,Madurai,Port Access Rd,0.605,29.7,0,0
2024-09-06,23,Madurai,Central Market,0.419,41.6,0,0
2024-09-06,7,Delhi,Port Access Rd,0.375,34.1,0,0
2024-09-06,10,Delhi,Airport Link,42.9,29.9,0,0
2024-09-06,13,Delhi,IT Corridor,0.221,44.4,0,0
2024-09-06,17,Delhi,Central Market,0.621,13.5,0,0
2024-09-06,20,Delhi,Ring Road,0.615,21.4,1,0
2024-09-06,23,Delhi,Central Market,0.085,53.5,0,0
2024-09-06,7,Lucknow,Port Access Rd,0.691,19.6,0,1
2024-09-06,10,Lucknow,Central Market,0.562,28.9,0,0
2024-09-06,13,Lucknow,Airport Link,0.426,39.7,0,0
2024-09-06,17,Lucknow,NH-44 Stretch,0.53,25.4,1,0
2024-09-06,20,Lucknow,Port Access Rd,0.545,31.2,0,0
2024-09-06,23,Lucknow,Port Access Rd,0.359,43.8,0,0
2024-09-06,7,Jaipur,NH-44 Stretch,0.502,35.0,0,0
2024-09-06,10,Jaipur,Port Access Rd,0.205,46.9,1,0
2024-09-06,13,Jaipur,Industrial Belt,0.617,19.5,1,0
2024-09-06,17,Jaipur,NH-44 Stretch,74.5,21.6,0,0
2024-09-06,20,Jaipur,IT Corridor,72.9,21.4,0,0
2024-09-06,23,Jaipur,Port Access Rd,33.7,42.4,0,0
2024-09-06,7,Coimbatore,Old Town Bypass,0.495,26.3,0,1
2024-09-06,10,Coimbatore,NH-44 Stretch,50.5,28.9,0,0
2024-09-06,13,Coimbatore,NH-44 Stretch,0.554,29.4,0,0
2024-09-06,17,Coimbatore,IT Corridor,0.848,10.0,0,0
2024-09-06,20,Coimbatore,NH-44 Stretch,46.0,37.4,0,0
2024-09-06,23,Coimbatore,Industrial Belt,0.61,14.7,0,0
2024-09-06,7,Visakhapatnam,NH-44 Stretch,68.2,21.5,1,0
2024-09-06,10,Visakhapatnam,Airport Link,0.275,47.2,0,0
2024-09-06,13,Visakhapatnam,Airport Link,0.113,45.9,1,0
2024-09-06,17,Visakhapatnam,Airport Link,53.3,32.8,0,0
2024-09-06,20,Visakhapatnam,NH-44 Stretch,60.9,21.2,0,0
2024-09-06,23,Visakhapatnam,Ring Road,13.8,47.7,1,0
2024-11-06,7,Delhi,IT Corridor,0.286,47.9,1,0
2024-11-06,10,Delhi,Old Town Bypass,0.27,48.5,1,0
2024-11-06,13,Delhi,Port Access Rd,0.342,38.2,0,0
2024-11-06,17,Delhi,Central Market,0.341,,1,0
2024-11-06,20,Delhi,Port Access Rd,73.2,17.9,0,0
2024-11-06,23,Delhi,Industrial Belt,0.625,14.8,0,0
2024-11-06,7,Gurugram,Ring Road,0.578,25.3,0,0
2024-11-06,10,Gurugram,Central Market,0.34,44.0,1,0
2024-11-06,13,Gurugram,Industrial Belt,0.486,36.5,1,0
2024-11-06,17,Gurugram,IT Corridor,0.696,23.6,1,0
2024-11-06,20,Gurugram,Central Market,0.401,44.5,0,1
2024-11-06,23,Gurugram,Port Access Rd,0.296,46.0,1,0
2024-11-06,7,Hyderabad,Old Town Bypass,55.4,24.0,0,0
2024-11-06,10,Hyderabad,Airport Link,0.521,22.4,1,0
2024-11-06,13,Hyderabad,Industrial Belt,0.151,46.9,0,0
2024-11-06,17,Hyderabad,Ring Road,0.585,21.3,1,1
2024-11-06,20,Hyderabad,Old Town Bypass,0.444,31.5,1,0
2024-11-06,23,Hyderabad,Airport Link,0.387,40.7,1,0
2024-11-06,7,Mumbai,Industrial Belt,0.535,27.5,0,0
2024-11-06,10,Mumbai,Airport Link,0.418,38.7,0,0
2024-11-06,13,Mumbai,Port Access Rd,0.36,35.6,0,0
2024-11-06,17,Mumbai,Industrial Belt,0.511,24.6,0,0
2024-11-06,20,Mumbai,Old Town Bypass,0.702,9.0,0,0
2024-11-06,23,Mumbai,Airport Link,0.192,48.6,1,0
2024-11-06,7,Madurai,Airport Link,0.546,27.4,0,0
2024-11-06,10,Madurai,NH-44 Stretch,0.281,46.3,1,0
2024-11-06,13,Madurai,Central Market,17.4,47.2,1,0
2024-11-06,17,Madurai,IT Corridor,0.597,28.1,0,0
2024-11-06,20,Madurai,Old Town Bypass,85.4,16.0,0,0
2024-11-06,23,Madurai,Central Market,0.419,35.1,1,0
2024-11-06,7,Kolkata,Old Town Bypass,0.644,16.7,0,0
2024-11-06,10,Kolkata,Airport Link,0.312,49.7,0,0
2024-11-06,13,Kolkata,Central Market,20.1,48.0,1,0
2024-11-06,17,Kolkata,Industrial Belt,63.7,23.1,1,0
2024-11-06,20,Kolkata,Port Access Rd,0.655,22.6,0,0
2024-11-06,23,Kolkata,Old Town Bypass,0.313,39.3,0,0
2024-11-06,7,Mysuru,IT Corridor,0.459,33.9,0,0
2024-11-06,10,Mysuru,Airport Link,0.235,47.8,1,1
2024-11-06,13,Mysuru,Central Market,12.3,51.5,0,0
2024-11-06,17,Mysuru,Port Access Rd,81.5,10.0,0,0
2024-11-06,20,Mysuru,IT Corridor,0.453,33.4,0,0
2024-11-06,23,Mysuru,IT Corridor,32.7,37.5,0,0
2024-11-06,7,Visakhapatnam,IT Corridor,0.687,13.8,0,0
2024-11-06,10,Visakhapatnam,Airport Link,0.348,35.3,0,0
2024-11-06,13,Visakhapatnam,NH-44 Stretch,0.299,38.0,0,0
2024-11-06,17,Visakhapatnam,Ring Road,0.18,53.0,0,0
2024-11-06,20,Visakhapatnam,Airport Link,0.522,32.2,1,0
2024-11-06,23,Visakhapatnam,Ring Road,0.273,44.6,0,0
2024-11-06,7,Nagpur,Port Access Rd,0.522,24.3,0,0
2024-11-06,10,Nagpur,IT Corridor,0.133,56.4,1,0
2024-11-06,13,Nagpur,Industrial Belt,0.182,48.5,0,0
2024-11-06,17,Nagpur,Old Town Bypass,0.422,33.9,1,0
2024-11-06,20,Nagpur,IT Corridor,72.5,24.4,0,0
2024-11-06,23,Nagpur,Port Access Rd,0.042,52.6,0,0
2024-11-06,7,Ahmedabad,Old Town Bypass,0.549,27.4,0,0
2024-11-06,10,Ahmedabad,Old Town Bypass,0.422,32.6,0,0
2024-11-06,13,Ahmedabad,Airport Link,0.366,40.5,0,0
2024-11-06,17,Ahmedabad,Central Market,0.548,22.0,1,1
2024-11-06,20,Ahmedabad,Industrial Belt,0.28,45.4,0,0
2024-11-06,23,Ahmedabad,IT Corridor,0.459,34.6,0,0
2024-11-06,7,Pune,NH-44 Stretch,0.633,20.8,0,0
2024-11-06,10,Pune,Ring Road,0.413,38.7,0,0
2024-11-06,13,Pune,NH-44 Stretch,0.392,35.2,1,0
2024-11-06,17,Pune,NH-44 Stretch,0.446,29.6,0,0
2024-11-06,20,Pune,Industrial Belt,0.402,33.7,0,0
2024-11-06,23,Pune,NH-44 Stretch,0.536,22.3,1,0
2024-11-06,7,Kochi,Central Market,0.66,18.0,0,0
2024-11-06,10,Kochi,Central Market,43.5,41.5,1,0
2024-11-06,13,Kochi,Ring Road,0.372,41.2,1,0
2024-11-06,17,Kochi,Airport Link,0.346,36.1,1,0
2024-11-06,20,Kochi,Industrial Belt,0.493,29.2,0,0
2024-11-06,23,Kochi,Port Access Rd,53.3,25.5,0,0
2024-06-13,7,Visakhapatnam,IT Corridor,50.8,27.2,0,0
2024-06-13,10,Visakhapatnam,Industrial Belt,0.03,54.3,0,0
2024-06-13,13,Visakhapatnam,Port Access Rd,0.232,41.9,0,0
2024-06-13,17,Visakhapatnam,IT Corridor,62.3,19.2,0,0
2024-06-13,20,Visakhapatnam,IT Corridor,55.2,22.3,0,0
2024-06-13,23,Visakhapatnam,Old Town Bypass,0.6,25.7,0,0
2024-06-13,7,Madurai,Airport Link,50.5,23.9,0,0
2024-06-13,10,Madurai,IT Corridor,0.317,44.1,0,0
2024-06-13,13,Madurai,NH-44 Stretch,0.324,36.8,0,0
2024-06-13,17,Madurai,Central Market,0.591,28.4,0,0
2024-06-13,20,Madurai,Old Town Bypass,73.8,16.3,1,0
2024-06-13,23,Madurai,Industrial Belt,37.3,38.2,0,0
2024-06-13,7,Gurugram,IT Corridor,0.546,36.2,0,0
2024-06-13,10,Gurugram,Airport Link,0.447,30.2,0,0
2024-06-13,13,Gurugram,NH-44 Stretch,0.3,43.7,0,0
2024-06-13,17,Gurugram,Industrial Belt,0.565,29.3,1,0
2024-06-13,20,Gurugram,Ring Road,0.552,26.5,0,0
2024-06-13,23,Gurugram,NH-44 Stretch,35.4,42.7,0,0
2024-06-13,7,Chandigarh,NH-44 Stretch,0.427,40.0,1,1
2024-06-13,10,Chandigarh,Airport Link,0.348,,0,0
2024-06-13,13,Chandigarh,Industrial Belt,17.9,44.9,0,0
2024-06-13,17,Chandigarh,Central Market,0.477,32.4,0,0
2024-06-13,20,Chandigarh,Ring Road,0.71,15.1,0,0
2024-06-13,23,Chandigarh,Central Market,0.165,47.0,1,0
2024-06-13,7,Coimbatore,Industrial Belt,0.295,40.7,1,0
2024-06-13,10,Coimbatore,Industrial Belt,0.289,48.3,0,0
2024-06-13,13,Coimbatore,Industrial Belt,0.27,  ,1,0
2024-06-13,17,Coimbatore,Central Market,0.699,20.4,0,0
2024-06-13,20,Coimbatore,Airport Link,45.8,35.9,0,0
2024-06-13,23,Coimbatore,IT Corridor,24.0,unknown,1,0
2024-06-13,7,Kochi,Old Town Bypass,0.427,41.6,0,0
2024-06-13,10,Kochi,NH-44 Stretch,0.229,52.1,0,0
2024-06-13,13,Kochi,Port Access Rd,23.0,41.8,1,0
2024-06-13,17,Kochi,Industrial Belt,0.624,16.2,0,0
2024-06-13,20,Kochi,IT Corridor,65.4,19.2,1,0
2024-06-13,23,Kochi,Airport Link,0.488,29.4,1,0
2024-06-13,7,Hyderabad,NH-44 Stretch,0.603,31.0,0,0
2024-06-13,10,Hyderabad,Port Access Rd,38.8,40.5,0,0
2024-06-13,13,Hyderabad,IT Corridor,51.9,27.8,0,1
2024-06-13,17,Hyderabad,NH-44 Stretch,0.705,16.3,0,0
2024-06-13,20,Hyderabad,Industrial Belt,57.7,23.1,1,0
2024-06-13,23,Hyderabad,IT Corridor,0.257,55.6,1,0
2024-06-13,7,Delhi,Ring Road,0.699,15.0,0,0
2024-06-13,10,Delhi,Port Access Rd,48.5,30.2,0,1
2024-06-13,13,Delhi,Ring Road,0.113,53.6,0,0
2024-06-13,17,Delhi,Port Access Rd,45.3,39.0,1,0
2024-06-13,20,Delhi,Ring Road,0.73,15.6,0,0
2024-06-13,23,Delhi,Airport Link,13.3,50.0,0,0
2024-06-13,7,Chennai,Old Town Bypass,0.397,37.3,0,0
2024-06-13,10,Chennai,Old Town Bypass,0.275,47.0,1,0
2024-06-13,13,Chennai,Ring Road,0.622,21.3,1,0
2024-06-13,17,Chennai,Old Town Bypass,0.555,28.2,1,0
2024-06-13,20,Chennai,NH-44 Stretch,0.687,22.6,0,0
2024-06-13,23,Chennai,Central Market,0.419,33.7,0,0
2024-06-13,7,Lucknow,Port Access Rd,62.5,19.5,0,0
2024-06-13,10,Lucknow,NH-44 Stretch,0.454,33.3,0,0
2024-06-13,13,Lucknow,Industrial Belt,0.417,32.6,0,0
2024-06-13,17,Lucknow,Ring Road,0.726,12.9,0,1
2024-06-13,20,Lucknow,Port Access Rd,58.9,21.0,0,0
2024-06-13,23,Lucknow,Central Market,41.2,32.8,0,0
2024-06-13,7,Bengaluru,Port Access Rd,0.69,8.4,0,0
2024-06-13,10,Bengaluru,IT Corridor,0.287,44.4,0,0
2024-06-13,13,Bengaluru,Port Access Rd,0.434,29.7,0,0
2024-06-13,17,Bengaluru,Port Access Rd,0.619,13.1,0,0
2024-06-13,20,Bengaluru,Central Market,40.5,36.5,1,0
2024-06-13,23,Bengaluru,Port Access Rd,32.8,41.1,0,0
2024-06-13,7,Bhubaneswar,Central Market,0.632,22.3,0,0
2024-06-13,10,Bhubaneswar,Ring Road,0.376,37.8,0,0
2024-06-13,13,Bhubaneswar,Port Access Rd,0.335,43.6,0,0
2024-06-13,17,Bhubaneswar,Port Access Rd,0.497,36.0,0,0
2024-06-13,20,Bhubaneswar,Port Access Rd,30.6,40.2,1,0
2024-06-13,23,Bhubaneswar,NH-44 Stretch,0.313,37.3,0,0
2024-06-15,7,Chennai,IT Corridor,29.1,39.6,0,0
2024-06-15,10,Chennai,IT Corridor,0.364,31.8,0,0
2024-06-15,13,Chennai,Ring Road,60.4,27.6,0,0
2024-06-15,17,Chennai,IT Corridor,69.9,13.3,0,0
2024-06-15,20,Chennai,Ring Road,64.6,21.3,0,0
2024-06-15,23,Chennai,Port Access Rd,20.6,53.4,0,0
2024-06-15,7,Madurai,Ring Road,0.546,27.5,1,0
2024-06-15,10,Madurai,NH-44 Stretch,0.363,40.1,0,0
2024-06-15,13,Madurai,Old Town Bypass,0.486,31.6,1,0
2024-06-15,17,Madurai,Ring Road,0.421,38.4,0,0
2024-06-15,20,Madurai,IT Corridor,0.552,25.0,0,0
2024-06-15,23,Madurai,Central Market,34.2,40.1,0,0
2024-06-15,7,Guwahati,Industrial Belt,0.681,15.7,0,0
2024-06-15,10,Guwahati,Port Access Rd,0.245,47.4,0,0
2024-06-15,13,Guwahati,Old Town Bypass,0.398,31.0,1,0
2024-06-15,17,Guwahati,IT Corridor,0.591,24.1,0,0
2024-06-15,20,Guwahati,NH-44 Stretch,0.469,30.3,0,0
2024-06-15,23,Guwahati,Central Market,0.03,59.8,0,0
2024-06-15,7,Gurugram,Ring Road,0.612,21.1,0,0
2024-06-15,10,Gurugram,Central Market,0.501,36.9,0,0
2024-06-15,13,Gurugram,IT Corridor,0.507,26.4,0,0
2024-06-15,17,Gurugram,NH-44 Stretch,0.469,30.5,0,0
2024-06-15,20,Gurugram,Industrial Belt,0.689,18.9,0,0
2024-06-15,23,Gurugram,Industrial Belt,0.337,42.8,0,0
2024-06-15,7,Delhi,Ring Road,0.782,12.7,1,0
2024-06-15,10,Delhi,IT Corridor,32.3,28.3,1,0
2024-06-15,13,Delhi,NH-44 Stretch,0.197,47.4,0,0
2024-06-15,17,Delhi,Central Market,65.7,26.7,0,0
2024-06-15,20,Delhi,IT Corridor,0.395,40.4,1,0
2024-06-15,23,Delhi,Old Town Bypass,0.442,44.7,0,0
2024-06-15,7,Jaipur,Port Access Rd,0.614,24.5,0,0
2024-06-15,10,Jaipur,Old Town Bypass,46.0,34.3,0,0
2024-06-15,13,Jaipur,Airport Link,0.28,45.0,1,0
2024-06-15,17,Jaipur,Port Access Rd,69.0,17.5,0,0
2024-06-15,20,Jaipur,Port Access Rd,0.557,28.8,1,0
2024-06-15,23,Jaipur,Central Market,37.4,40.7,0,0
2024-06-15,7,Chandigarh,Ring Road,0.527,27.1,1,0
2024-06-15,10,Chandigarh,Industrial Belt,0.311,35.0,0,0
2024-06-15,13,Chandigarh,Old Town Bypass,0.156,50.0,0,0
2024-06-15,17,Chandigarh,NH-44 Stretch,67.8,21.8,1,0
2024-06-15,20,Chandigarh,NH-44 Stretch,49.8,23.2,0,0
2024-06-15,23,Chandigarh,Old Town Bypass,46.6,33.2,1,0
2024-06-15,7,Hyderabad,Industrial Belt,0.638,28.9,0,0
2024-06-15,10,Hyderabad,Central Market,0.409,33.8,0,1
2024-06-15,13,Hyderabad,NH-44 Stretch,0.093,53.7,0,0
2024-06-15,17,Hyderabad,Old Town Bypass,0.698,20.6,0,0
2024-06-15,20,Hyderabad,IT Corridor,0.599,27.0,1,0
2024-06-15,23,Hyderabad,Port Access Rd,43.9,29.8,0,0
2024-06-15,7,Pune,Central Market,0.334,36.7,0,0
2024-06-15,10,Pune,Central Market,28.8,40.3,0,0
2024-06-15,13,Pune,Port Access Rd,0.27,34.8,1,0
2024-06-15,17,Pune,NH-44 Stretch,0.469,30.7,0,0
2024-06-15,20,Pune,Ring Road,32.7,38.3,1,0
2024-06-15,23,Pune,Port Access Rd,0.484,28.4,0,0
2024-06-15,7,Kochi,Central Market,0.611,22.4,0,0
2024-06-15,10,Kochi,Industrial Belt,0.2,44.5,0,0
2024-06-15,13,Kochi,Airport Link,0.353,40.0,0,0
2024-06-15,17,Kochi,Ring Road,0.294,37.8,1,0
2024-06-15,20,Kochi,Ring Road,0.496,36.9,0,0
2024-06-15,23,Kochi,NH-44 Stretch,0.253,38.5,0,0
2024-06-15,7,Ahmedabad,Central Market,71.8,11.9,0,0
2024-06-15,10,Ahmedabad,Central Market,36.3,40.0,0,0
2024-06-15,13,Ahmedabad,Airport Link,0.25,45.8,0,0
2024-06-15,17,Ahmedabad,Old Town Bypass,46.1,35.1,1,0
2024-06-15,20,Ahmedabad,Airport Link,0.628,20.2,0,0
2024-06-15,23,Ahmedabad,Industrial Belt,0.232,43.7,0,0
2024-06-15,7,Mumbai,Airport Link,0.544,24.6,0,0
2024-06-15,10,Mumbai,Central Market,0.686,19.0,0,0
2024-06-15,13,Mumbai,Ring Road,0.578,24.5,1,0
2024-06-15,17,Mumbai,Airport Link,0.53,27.0,0,1
2024-06-15,20,Mumbai,Port Access Rd,0.683,13.7,0,0
2024-06-15,23,Mumbai,NH-44 Stretch,0.444,27.1,0,0
2024-06-17,7,Coimbatore,Ring Road,0.65,19.3,0,0
2024-06-17,10,Coimbatore,Port Access Rd,0.562,17.2,0,0
2024-06-17,13,Coimbatore,Airport Link,0.179,46.4,0,0
2024-06-17,17,Coimbatore,Ring Road,76.1,20.9,0,0
2024-06-17,20,Coimbatore,NH-44 Stretch,0.786,13.3,0,0
2024-06-17,23,Coimbatore,Port Access Rd,28.8,44.6,0,0
2024-06-17,7,Jaipur,Airport Link,0.635,15.4,0,0
2024-06-17,10,Jaipur,NH-44 Stretch,0.411,36.1,0,0
2024-06-17,13,Jaipur,NH-44 Stretch,0.361,49.0,0,0
2024-06-17,17,Jaipur,Airport Link,49.5,29.1,1,0
2024-06-17,20,Jaipur,Industrial Belt,0.68,23.6,0,1
2024-06-17,23,Jaipur,IT Corridor,8.2,56.6,0,0
2024-06-17,7,Bengaluru,Central Market,0.46,38.7,0,0
2024-06-17,10,Bengaluru,Airport Link,33.2,38.7,0,0
2024-06-17,13,Bengaluru,Central Market,0.443,32.0,0,0
2024-06-17,17,Bengaluru,Airport Link,0.544,29.7,0,0
2024-06-17,20,Bengaluru,Airport Link,48.2,,0,0
2024-06-17,23,Bengaluru,NH-44 Stretch,0.414,40.5,0,0
2024-06-17,7,Visakhapatnam,Central Market,32.0,45.8,0,0
2024-06-17,10,Visakhapatnam,Ring Road,0.274,36.4,0,1
2024-06-17,13,Visakhapatnam,Central Market,0.685,17.8,0,0
2024-06-17,17,Visakhapatnam,Port Access Rd,0.701,14.8,1,0
2024-06-17,20,Visakhapatnam,NH-44 Stretch,52.9,19.7,0,0
2024-06-17,23,Visakhapatnam,Airport Link,0.453,27.9,0,0
2024-06-17,7,Hyderabad,NH-44 Stretch,0.325,40.0,1,0
2024-06-17,10,Hyderabad,Ring Road,30.5,41.9,0,0
2024-06-17,13,Hyderabad,Old Town Bypass,0.324,44.0,0,0
2024-06-17,17,Hyderabad,Ring Road,68.3,16.1,0,0
2024-06-17,20,Hyderabad,Airport Link,0.515,27.1,0,0
2024-06-17,23,Hyderabad,Central Market,0.2,46.5,1,0
2024-06-17,7,Madurai,IT Corridor,0.346,34.7,0,0
2024-06-17,10,Madurai,Port Access Rd,0.452,29.0,0,0
2024-06-17,13,Madurai,IT Corridor,0.435,31.2,0,0
2024-06-17,17,Madurai,Central Market,0.449,33.4,1,0
2024-06-17,20,Madurai,Port Access Rd,0.346,36.1,0,0
2024-06-17,23,Madurai,Old Town Bypass,29.7,38.8,0,0
2024-06-17,7,Nagpur,Central Market,75.6,17.9,0,0
2024-06-17,10,Nagpur,NH-44 Stretch,0.222,46.1,1,0
2024-06-17,13,Nagpur,Ring Road,0.52,28.3,0,0
2024-06-17,17,Nagpur,Ring Road,0.498,31.7,0,0
2024-06-17,20,Nagpur,NH-44 Stretch,0.408,31.2,0,0
2024-06-17,23,Nagpur,NH-44 Stretch,0.402,35.9,1,0
2024-06-17,7,Bhubaneswar,Airport Link,0.689,15.4,1,0
2024-06-17,10,Bhubaneswar,Old Town Bypass,0.202,44.9,0,0
2024-06-17,13,Bhubaneswar,Old Town Bypass,46.2,33.5,0,0
2024-06-17,17,Bhubaneswar,IT Corridor,0.549,25.1,0,0
2024-06-17,20,Bhubaneswar,Port Access Rd,41.1,39.8,1,0
2024-06-17,23,Bhubaneswar,Port Access Rd,23.4,41.6,0,0
2024-06-17,7,Guwahati,NH-44 Stretch,52.5,23.6,0,0
2024-06-17,10,Guwahati,Airport Link,0.39,37.0,1,0
2024-06-17,13,Guwahati,NH-44 Stretch,11.3,57.6,0,0
2024-06-17,17,Guwahati,Port Access Rd,0.658,22.2,0,0
2024-06-17,20,Guwahati,Industrial Belt,51.3,25.0,1,0
2024-06-17,23,Guwahati,Industrial Belt,63.3,15.7,0,0
2024-06-17,7,Kolkata,Central Market,54.2,24.2,0,0
2024-06-17,10,Kolkata,Port Access Rd,0.12,52.2,1,0
2024-06-17,13,Kolkata,Central Market,0.511,31.1,0,0
2024-06-17,17,Kolkata,Central Market,0.468,39.5,0,0
2024-06-17,20,Kolkata,Ring Road,0.283,48.6,0,0
2024-06-17,23,Kolkata,Old Town Bypass,0.29,43.1,0,0
2024-06-17,7,Gurugram,Central Market,0.6,26.4,0,0
2024-06-17,10,Gurugram,Port Access Rd,0.439,34.8,0,0
2024-06-17,13,Gurugram,IT Corridor,0.536,30.0,0,1
2024-06-17,17,Gurugram,Ring Road,0.651,16.3,0,0
2024-06-17,20,Gurugram,NH-44 Stretch,0.456,31.3,0,0
2024-06-17,23,Gurugram,Airport Link,30.8,38.7,0,0
2024-06-17,7,Kochi,Old Town Bypass,0.638,19.0,0,0
2024-06-17,10,Kochi,Old Town Bypass,0.499,33.3,0,0
2024-06-17,13,Kochi,Airport Link,0.394,39.9,1,0
2024-06-17,17,Kochi,Industrial Belt,0.808,8.2,0,0
2024-06-17,20,Kochi,Old Town Bypass,0.573,26.2,0,0
2024-06-17,23,Kochi,Industrial Belt,0.232,44.7,0,0
2024-06-19,7,Jaipur,Central Market,0.353,38.8,0,0
2024-06-19,10,Jaipur,IT Corridor,0.341,33.5,1,0
2024-06-19,13,Jaipur,IT Corridor,32.1,41.0,0,0
2024-06-19,17,Jaipur,Ring Road,0.326,37.5,0,0
2024-06-19,20,Jaipur,Old Town Bypass,0.886,4,1,0
