order_id,customer_id,product_id,quantity,order_date,origin_hub,origin_city,destination_city,destination_state,destination_pincode,destination_lat,destination_lon,distance_km,package_dimensions_cm,is_fragile,is_hazmat,cold_chain_required,delivery_priority,payment_mode,order_value_inr,weather_condition_at_dest,assigned_vehicle_id,promised_eta_hours,actual_delivery_hours,delivery_cost_inr,transport_mode,order_status,package_weight_kg,on_time,delay_hours,cost_per_km
ORD-005921,CUST-00430,PRD-00374,4,2024-05-09 14:31:00,HUB-DEL,Delhi,Kolkata,WB,700001,22.611477,88.35328,1300.55,,1,0,0,Standard,Card,445736.32,Clear,,49.8,34.35,3522.7,Truck,Delivered,6.8,1,0.0,2.7086232747683674
ORD-011682,CUST-01192,PRD-00665,1,2024-06-01 08:44:00,HUB-MUM,Mumbai,Madurai,TN,625001,9.940038,78.167539,1164.23,50*34*35,0,1,0,Express,Cod,146848.92,Sunny,VEH-0581,49.1,34.89,8520.37,Truck,Delivered,,1,0.0,7.318459410941138
ORD-009570,CUST-01152,PRD-00388,4,2024-11-03 17:00:00,HUB-JAI,Jaipur,Madurai,TN,625001,9.901206,78.078323,1906.79,,0,0,0,Sameday,Prepaid,542456.12,Clear,VEH-0719,14.2,9.85,18759.78,Air Cargo,Delivered,59.84,1,0.0,9.838409053959795
ORD-006367,CUST-02955,PRD-00633,4,2024-12-28 09:31:00,HUB-MAD,Madurai,Madurai,TN,625001,10.01628,78.190795,12.77,52 x 18 x 37,1,1,1,Standard,Cod,249912.76,Cloudy,VEH-0221,1.8,1.58,36.78,Bike,Cancelled,0.8,1,0.0,2.8801879404855133
 ORD-007221 ,CUST-02885,PRD-00533,4,2025-10-04 07:05:00,HUB-BEN,Bengaluru,Bengaluru,KA,560001,77.503051,13.049396,13.16,37*21*39,1,0,0,Standard,Card,606601.76,Clear,VEH-0397,0.8,0.66,46.76,Bike,Delivered,5.44,1,0.0,3.553191489361702
ORD-007333,CUST-01107,PRD-00440,4,2025-06-06 14:12:00,HUB-DEL,Delhi,Gurugram,HR,122001,28.409501,77.038243,28.19,25x14x49,0,0,0,Standard,Cod,346765.88,Cloudy,VEH-0397,2.0,1.43,8.88,Bike,Delivered,5.92,1,0.0,0.31500532103582835
ORD-008409,CUST-00140,PRD-99904,1,2025-03-28 16:00:00,HUB-AHM,Ahmedabad,Ahmedabad,GJ,380001,23.081968,72.589618,6.87,,0,0,0,Standard,Cod,69499.36,Sunny,VEH-0304,1.1,0.95,27.08,Bike,Cancelled,0.46,1,0.0,3.9417758369723432
ORD-001774,CUST-01131,PRD-00592,3,2025-01-01 08:00:00,HUB-CHA,Chandigarh,Chandigarh,CH,160017,30.730775,76.700177,7.58,,1,1,0,Same-Day,Upi,443732.34,Rain,VEH-0225,2.0,1.48,316.72,Bike,Delivered,10.92,1,0.0,41.78364116094987
ORD-014590,CUST-02048,PRD-00425,1,2024-01-12 16:44:00,HUB-MUM,Mumbai,Bhubaneswar,OD,751001,20.264725,85.856566,,,0,0,0,Economy,Card,36063.82,Sunny,VEH-0646,36.5,34.1,3648.4,Truck,Pending,1.07,1,0.0,
ORD-012447,CUST-00837,PRD-00749,3,2024-01-09 09:23:00,HUB-NAG,Nagpur,Lucknow,UP,226001,26.873437,80.948765,664.3,33 x 52 x 29,0,0,0,Standard,Cod,255185.37,Clear,VEH-0668,19.8,16.89,1853.85,Truck,Delivered,7.08,1,0.0,2.790681920818907
ORD-004811,CUST-02103,PRD-00604,4,2024-05-11 18:23:00,HUB-KOC,Kochi,Kochi,KL,682001,9.852795,76.298,9.34,30 x 45 x 6,1,1,1,Express,Cod,536920.8,Rain,VEH-0558,6.4,4.29,74.64,Van,Delivered,18.44,1,0.0,7.991434689507495
ORD-009428,CUST-00242,PRD-00625,2,2024-03-07 00:00:00,HUB-MUM,Mumbai,Mumbai,MH,400001,18.998368,72.876741,8.63,,1,1,1,Economy,Cod,246161.04,Rain,VEH-0170,2.9,2.68,32.65,Bike,Delivered,8.76,1,0.0,3.7833140208574734
ORD-002306,CUST-03862,PRD-00200,2,2024-04-04 17:12:00,HUB-KOC,Kochi,Kochi,KL,682001,9.932169,76.166176,11.08,64x33x15,1,0,0,Standard,Cod,150235.06,Fog,VEH-0712,14.2,9.26,459.99,Air Cargo,Delivered,58.36,1,0.0,41.51534296028881
ORD-010372,CUST-02079,PRD-00618,2,2024-12-07 07:44:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,,83.324323,11.51,16*15*33,0,1,1,Standard,Card,38298.7,Rain,VEH-0142,4.5,3.07,40.98,Bike,Delivered,2.0,1,0.0,3.5603822762814943
ORD-007920,CUST-01061,PRD-00462,4,2025-01-21 16:31:00,HUB-BEN,Bengaluru,Guwahati,AS,781001,26.168369,91.769045,2084.23,89*28*24,0,0,0,Standard,Upi,343634.12,Heavy Rain,VEH-0634,56.7,50.87,5554.28,Truck,Delivered,6.04,1,0.0,2.664907423844777
ORD-009476,CUST-04700,PRD-00229,2,2024-01-28 14:23:00,HUB-NAG,Nagpur,Nagpur,MH,440001,,78.997825,10.75,,0,0,0,Standard,Prepaid,164002.8,Thunderstorm,VEH-0463,3.8,2.65,207.73,Van,Cancelled,92.88,1,0.0,19.323720930232557
ORD-008462,CUST-04710,PRD-00569,1,2025-04-27 06:12:00,HUB-KOC,Kochi,Kochi,KL,682001,10.037819,76.354794,15.24,,1,1,0,Express,Upi,163329.24,Rain,VEH-0206,4.0,2.95,36.53,Bike,Returned,3.87,1,0.0,2.396981627296588
ORD-009713,CUST-03102,PRD-00814,4,2025-09-04 19:31:00,HUB-MAD,Madurai,Pune,MH,411001,18.502939,73.81303,1060.55,22 x 22 x 9,1,0,0,Standard,Upi,154255.88,Sunny,VEH-0608,37.7,31.01,2899.36,Truck,Delivered,13.24,1,0.0,2.7338267879873652
ORD-013491,CUST-01201,PRD-99877,4,2024-05-01 18:00:00,HUB-NAG,Nagpur,Mysuru,KA,570001,12.254352,76.65677,1021.95,36x37x30,0,0,0,Standard,Card,459696.12,Clear,VEH-0624,34.6,30.44,2882.94,Truck,In Transit,49.28,1,0.0,2.8210186408337004
ORD-002521,CUST-02469,PRD-00694,1,2024-04-19 00:00:00,HUB-KOC,Kochi,Kochi,KL,682001,9.967322,76.360863,11.01,30*51*41,1,1,0,Standard,Upi,75555.42,Cloudy,VEH-0670,5.8,4.41,7786.71,Truck,Delivered,4255.96,1,0.0,707.2397820163488
ORD-014576,CUST-02530,PRD-00176,3,2024-01-04 19:44:00,HUB-BHU,Bhubaneswar,Chandigarh,CH,160017,30.687932,76.736208,1470.76,,1,0,0,Express,Prepaid,1487.13,Fog,VEH-0720,14.1,10.17,14479.21,Air Cargo,Delivered,128.58,1,0.0,9.844712937528897
ORD-003034,CUST-02181,PRD-00214,1,2024-01-24 08:00:00,HUB-CHA,Chandigarh,Chennai,TN,600001,13.095803,80.239708,1993.04,44 x 23 x 37,1,0,0,Standard,Cod,98625.49,Cloudy,VEH-0657,54.0,47.97,5414.75,Truck,Delivered,66.21,1,0.0,2.716829566892787
ORD-005360,CUST-04399,PRD-00607,2,2024-08-29 18:44:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.655231,83.257739,5.44,,1,1,0,Express,Card,347119.32,Clear,,1.6,1.24,30.08,Bike,In Transit,,1,0.0,5.529411764705881
ORD-008996,CUST-00850,PRD-00505,3,2024-10-30 00:00:00,HUB-BEN,Bengaluru,Gurugram,HR,122001,28.460914,77.073432,1723.18,,0,0,0,Sameday,Card,552543.45,Clear,VEH-0709,10.8,9.27,,Air Cargo,In Transit,4.65,1,0.0,
ORD-012916,CUST-02095,PRD-00629,3,2025-02-06 07:23:00,HUB-JAI,Jaipur,Jaipur,RJ,302001,26.848356,75.876849,11.38,69 x 44 x 36,1,1,1,Standard,Cod,33524.82,Clear,VEH-0361,1.7,1.5,16.6,Bike,Delivered,2.4,1,0.0,1.4586994727592268
ORD-000580,CUST-03888,PRD-00384,2,2024-02-20 16:05:00,HUB-AHM,Ahmedabad,Ahmedabad,GJ,380001,22.946343,72.660684,12.46,,0,0,0,Express,Prepaid,198425.74,Clear,VEH-0338,0.9,0.69,25.43,Bike,Returned,14.22,1,0.0,2.040930979133226
ORD-004966,CUST-04426,PRD-00556,4,2024-09-02 15:00:00,HUB-LUC,Lucknow,Lucknow,UP,226001,26.75117,80.876303,12.69,74*35*10,1,1,0,Economy,Card,562277.4,Clear,VEH-0143,1.9,1.32,116.12,Bike,Delivered,18.16,1,0.0,9.150512214342003
ORD-012545,CUST-03154,PRD-00386,4,2025-03-11 00:00:00,HUB-GUW,Guwahati,Chennai,TN,600001,13.060506,80.312642,1881.33,10 x 36 x 14,0,0,0,Standard,Cod,86481.6,Fog,VEH-0674,81.3,55.78,5111.34,Truck,Pending,,1,0.0,2.7168758272073483
ORD-001070,CUST-03269,PRD-00503,4,2024-11-21 13:05:00,HUB-CHA,Chandigarh,Mysuru,KA,570001,12.276972,76.657718,2052.29,76*26*41,0,0,0,Std,Upi,245595.0,Clear,VEH-0625,63.1,52.94,5468.54,Truck,Delivered,7.44,1,0.0,2.6646039302437763
ORD-005974,CUST-02564,PRD-00023,1,2024-08-15 09:23:00,HUB-DEL,Delhi,Mumbai,MH,400001,19.097241,72.82974,1147.78,57x59x34,0,0,0,Standard,Upi,30916.68,Clear,VEH-0585,43.1,29.99,3099.67,Truck,Delivered,1.89,1,0.0,2.7005785080764606
ORD-006256,CUST-02167,PRD-00321,1,2024-05-16 10:12:00,HUB-PUN,Pune,Hyderabad,TS,500001,17.349286,78.520962,510.31,,1,0,0,Eco,Prepaid,73654.38,Clear,VEH-0621,24.1,16.24,1469.53,Truck,Delivered,12.03,1,0.0,2.8796809782289197
ORD-013244,CUST-03861,PRD-00519,3,2024-05-26 16:31:00,HUB-MYS,Mysuru,Chennai,TN,600001,13.042774,80.251893,400.61,49*56*35,0,0,0,Same-Day,Cod,546975.93,,VEH-0596,16.5,12.91,1445.16,Truck,In Transit,3.45,1,0.0,3.607398716956641
ORD-011077,CUST-03314,PRD-00327,3,2024-09-24 13:05:00,HUB-KOL,Kolkata,Kolkata,WB,700001,22.671385,88.302878,12.64,48x29x46,0,0,0,Exp,Prepaid,72239.16,Fog,VEH-0361,4.8,3.51,34.86,Bike,In Transit,12.9,1,0.0,2.757911392405063
ORD-000990,CUST-00001,PRD-00294,1,2024-06-03 08:44:00,HUB-BEN,Bengaluru,Pune,MH,411001,18.540591,73.892178,735.05,,1,0,0,Express,Card,91375.26,Cloudy,VEH-0651,34.0,22.76,2153.18,Truck,Cancelled,73.11,1,0.0,2.9292973267124687
ORD-010492,CUST-02861,PRD-00327,3,2024-12-27 15:05:00,HUB-JAI,Jaipur,Jaipur,RJ,302001,26.961962,75.685212,11.52,75*40*20,0,0,0,Express,Card,72239.16,Clear,VEH-0237,1.5,0.97,30.18,Bike,Delivered,12.9,1,0.0,2.6197916666666665
ORD-010278,CUST-03394,PRD-00139,3,2024-07-30 00:00:00,HUB-MAD,Madurai,Coimbatore,TN,641001,10.984985,76.925757,175.88,52*17*26,0,0,0,Economy,Upi,223486.41,Clear,VEH-0471,11.0,7.52,443.32,Van,Delivered,35.22,1,0.0,2.520582215146691
ORD-004214,CUST-04567,PRD-00465,1,2025-06-04 20:44:00,HUB-CHA,Chandigarh,Chandigarh,CH,160017,30.67782,76.769577,6.24,61 x 31 x 33,0,0,0,Standard,Card,143547.81,Clear,VEH-0202,0.5,0.3,21.54,Bike,Delivered,-1.76,1,0.0,3.4519230769230766
ORD-000053,CUST-04463,PRD-00449,3,2024-04-20 08:31:00,HUB-CHE,Chennai,Chandigarh,CH,160017,30.688361,76.815712,1989.48,28 x 24 x 25,1,0,0,Express,Cod,472204.23,Sunny,VEH-0721,10.8,9.08,19162.35,Air Cargo,In Transit,2.79,1,0.0,9.631838470354062
ORD-008608,CUST-04258,PRD-00055,2,2024-03-17 14:31:00,HUB-GUW,Guwahati,Bengaluru,KA,560001,12.985336,77.626273,2076.55,,1,0,0,Standard,Prepaid,179259.48,Rain,VEH-0677,73.4,61.95,5537.93,Truck,Delivered,3.12,1,0.0,2.66688979316655
ORD-008918,CUST-02684,PRD-00513,3,2024-07-12 20:17:00,HUB-HYD,Hyderabad,Hyderabad,TS,500001,17.356099,78.522197,4.95,,0,0,0,Same-Day,Card,13364.67,Clear,VEH-0029,0.3,0.3,228.08,Drone,Delivered,1.38,1,0.0,46.07676767676768
ORD-007997,CUST-01276,PRD-00679,4,2024-11-16 00:00:00,HUB-COI,Coimbatore,Coimbatore,TN,641001,10.958987,76.999683,8.02,,1,1,0,Same-Day,Prepaid,440418.04,Clear,VEH-0600,3.3,3.11,6072.61,Truck,Delivered,3159.32,1,0.0,757.1832917705735
ORD-004567,CUST-01056,PRD-00503,4,2024-09-11 07:58:00,HUB-CHE,Chennai,Chandigarh,CH,160017,30.740949,76.82178,1995.11,52x58x49,0,0,0,Std,Upi,245595.0,Fog,VEH-0656,85.1,58.2,5282.17,Truck,In Transit,7.44,1,0.0,2.647558279994587
ORD-002686,CUST-04532,PRD-00433,2,2024-02-19 13:44:00,HUB-JAI,Jaipur,Kolkata,WB,700001,22.586934,88.390789,1359.68,,0,0,0,Economy,Cod,99112.84,Clear,VEH-0613,39.4,35.21,3622.59,Truck,Pending,1.14,1,0.0,2.6642960108260767
ord-012171,CUST-02178,PRD-00328,1,2025-04-18 13:12:00,HUB-HYD,Hyderabad,Hyderabad,TS,500001,17.40811,78.585884,10.83,,1,0,0,Same-Day,Cod,137120.06,Fog,VEH-0221,5.1,3.53,279.2,Bike,Delivered,9.95,1,0.0,25.78024007386888
ORD-005323,CUST-03183,PRD-00689,3,2025-04-02 19:44:00,HUB-LUC,Lucknow,Lucknow,UP,226001,26.810694,80.931194,99999.0,10x42x9,0,1,0,Express,Upi,556792.44,Sunny,VEH-0632,3.8,2.86,13614.18,Truck,Delivered,7470.63,1,0.0,0.1361431614316143
ORD-007992,CUST-01972,PRD-00798,3,2024-12-08 06:12:00,HUB-NAG,Nagpur,Nagpur,MH,440001,21.115954,79.13281,5.69,87x48x32,1,0,0,Economy,Prepaid,25826.88,Clear,VEH-0142,0.5,0.4,26.99,Bike,Delivered,10.05,1,0.0,4.743409490333918
ORD-000550,CUST-00514,PRD-00133,3,2024-06-09 18:00:00,HUB-PUN,Pune,Ahmedabad,GJ,380001,23.022136,72.558661,518.43,12x43x37,1,0,0,Economy,Cod,460348.74,Cloudy,VEH-0602,22.7,16.08,1628.82,Truck,Delivered,92.1,1,0.0,3.141832069903362
ORD-007073,CUST-04669,PRD-00190,4,2024-10-10 14:58:00,HUB-NAG,Nagpur,Pune,MH,411001,18.524474,73.869546,618.73,,0,0,0,Exp,Cod,653527.56,Sunny,VEH-0687,21.8,18.37,1990.66,,Cancelled,172.52,1,0.0,3.2173322774069466
ORD-007401,CUST-01208,PRD-00117,3,2025-03-14 18:23:00,HUB-COI,Coimbatore,Coimbatore,TN,641001,11.015188,76.870296,9.33,,1,0,0,Standard,Card,424668.42,Thunderstorm,VEH-0474,5.2,3.55,154.29,Van,Pending,62.04,1,0.0,16.536977491961412
ORD-014161,CUST-01005,PRD-00263,2,2024-08-14 00:00:00,HUB-AHM,Ahmedabad,Nagpur,MH,440001,21.097122,79.130296,708.92,,0,0,0,Economy,Card,257580.22,Rain,VEH-0690,22.4,20.6,2297.4,Truck,Delivered,188.48,1,0.0,3.2407041697229593
ORD-006328,CUST-01020,PRD-00688,3,2024-09-26 09:31:00,HUB-DEL,Delhi,Delhi,DL,110001,-,77.284183,8.88,,0,1,0,Express,Upi,399059.55,Thunderstorm,VEH-0582,5.4,4.36,20962.84,Truck,Delivered,11578.68,1,0.0,2360.68018018018
ORD-002881,CUST-00240,PRD-00577,3,2024-08-06 20:00:00,HUB-MYS,Mysuru,Pune,MH,411001,18.515193,73.813383,754.94,50x24x7,0,1,0,Eco,Prepaid,204572.4,Cloudy,VEH-0581,30.9,20.54,2057.15,Truck,Delivered,1.05,1,0.0,2.7249185365724427
ORD-011789,CUST-04488,PRD-00730,2,2024-07-18 21:58:00,HUB-COI,Coimbatore,Lucknow,UP,226001,26.800442,80.994955,1805.33,,1,1,0,Express,Prepaid,44282.68,Sunny,VEH-0660,64.2,52.21,8142.03,Truck,Pending,1841.42,1,0.0,4.5099954025025895
ORD-013062,CUST-03747,PRD-00349,3,2024-12-26 16:17:00,HUB-NAG,Nagpur,Nagpur,MH,440001,21.039026,79.024285,13.6,75x13x5,1,0,0,Express,Cod,350389.26,Clear,VEH-0348,0.4,0.3,42.44,Bike,Delivered,12.42,1,0.0,3.1205882352941177
ORD-013504,CUST-00440,PRD-00175,2,2024-03-31 06:05:00,HUB-MUM,Mumbai,Coimbatore,TN,641001,11.026434,76.959688,996.44,56*51*40,0,0,0,Standard,Upi,210295.92,Cloudy,VEH-0657,27.0,23.42,2802.47,Truck,Delivered,47.58,1,0.0,2.8124824374774193
ORD-010625,CUST-03011,PRD-00707,3,2024-09-05 10:58:00,HUB-COI,Coimbatore,Coimbatore,TN,641001,11.079213,76.918355,8.05,19*23*15,0,1,0,Express,Cod,123868.62,Rain,VEH-0642,4.7,3.53,20836.16,,Delivered,11494.86,1,0.0,2588.3428571428567
ord-002614,CUST-00917,PRD-00505,4,2024-10-11 10:12:00,HUB-MYS,Mysuru,Guwahati,AS,781001,26.148544,91.721448,2205.0,,0,0,0,Standard,Prepaid,736724.6,Rain,VEH-0609,93.5,65.9,5851.86,Truck,Delivered,6.2,1,0.0,2.6539047619047618
ORD-007238,CUST-03541,PRD-00540,3,2024-02-01 10:44:00,HUB-MYS,Mysuru,Mysuru,KA,570001,12.362991,76.553471,11.96,61x53x25,1,1,1,Std,Prepaid,375377.76,Clear,VEH-0200,0.8,0.62,50.85,Bike,In Transit,6.12,1,0.0,4.251672240802676
ORD-001748,CUST-04582,PRD-00771,1,2024-01-28 17:31:00,HUB-GUR,Gurugram,Gurugram,HR,122001,28.454417,77.130579,10.18,73x17x18,1,0,0,Std,Cod,107736.85,Rain,VEH-0167,1.5,1.32,22.66,Bike,In Transit,3.82,1,0.0,2.225933202357564
ORD-002454,-,PRD-00375,2,2025-01-31 08:23:00,HUB-GUW,Guwahati,Mysuru,KA,570001,12.312002,76.610875,2206.64,40x34x12,1,0,0,Express,Cod,308045.12,Clear,VEH-0708,14.8,10.2,21162.7,Air Cargo,Delivered,4.72,1,0.0,9.590463328861981
ORD-002164,CUST-04747,PRD-00120,2,2025-06-28 06:44:00,HUB-CHA,Chandigarh,Chandigarh,CH,160017,30.700007,76.731293,5.9,25*16*46,1,0,0,Standard,Prepaid,120252.9,Clear,VEH-0512,1.7,1.55,175.63,Van,Delivered,80.02,1,0.0,29.76779661016949
ORD-001340,CUST-01849,PRD-00135,1,2024-04-02 15:12:00,HUB-AHM,Ahmedabad,Ahmedabad,GJ,380001,23.126908,72.451883,16.86,,1,0,0,Standard,Prepaid,20037.11,Rain,VEH-0147,4.0,2.78,80.86,Bike,Delivered,4.28,1,0.0,4.795966785290629
ORD-014958,CUST-03086,PRD-00380,2,2025-08-06 09:17:00,HUB-JAI,Jaipur,Mumbai,MH,400001,19.112799,72.914582,915.64,28*25*34,0,0,0,Express,Prepaid,276185.94,Clear,VEH-0718,11.5,7.79,9016.32,,Delivered,21.96,1,0.0,9.847014110349045
ORD-008279,CUST-00980,PRD-00823,2,2024-10-30 10:23:00,HUB-VIS,Visakhapatnam,Jaipur,RJ,302001,26.909453,75.76867,1279.48,45*17*17,0,0,0,Standard,Prepaid,246741.46,Clear,VEH-0682,55.5,37.55,3435.83,Truck,Delivered,3.74,1,0.0,2.6853331040735298
ORD-010322,CUST-01598,PRD-95756,2,2024-11-09 12:23:00,HUB-LUC,Lucknow,Guwahati,AS,781001,26.148755,91.713944,1074.02,86*15*28,0,1,0,Std,Cod,6870.96,Heavy Rain,VEH-0600,39.3,30.31,6674.87,Truck,Delivered,2106.96,1,0.0,6.214847023332899
ORD-005179,CUST-03525,PRD-00814,3,,HUB-BEN,Bengaluru,Delhi,DL,110001,28.576619,77.163895,1735.77,67x49x12,1,0,0,Standard,Prepaid,115691.91,Rain,VEH-0591,62.0,41.8,4602.39,Truck,In Transit,9.93,1,0.0,2.6514976062496762
ORD-005814,CUST-03146,PRD-00187,3,2024-04-19 06:00:00,HUB-BEN,Bengaluru,Jaipur,RJ,302001,26.911399,75.763808,1561.72,,1,0,0,Economy,Upi,114879.27,Rain,VEH-0684,64.2,,4369.4,Truck,Cancelled,98.79,0,,2.7978126680839073
ORD-014775,CUST-00076,PRD-00555,3,2024-08-07 13:31:00,HUB-BHU,Bhubaneswar,Bengaluru,KA,560001,12.981771,77.581333,1196.37,87x30x27,1,1,1,Standard,Card,457122.78,Clear,VEH-0718,10.3,8.43,11647.61,Air Cargo,Delivered,7.74,1,0.0,9.73579243879402
ORD-000527,CUST-00526,PRD-00694,1,2024-12-22 19:00:00,HUB-DEL,Delhi,Coimbatore,TN,641001,10.981311,76.967592,1960.82,35 x 26 x 26,1,1,0,Standard,Prepaid,75555.42,Fog,VEH-0612,83.2,54.15,12882.34,Truck,Delivered,4255.96,1,0.0,6.569873828296325
ORD-011234,CUST-03128,PRD-00467,1,2024-07-14 20:00:00,HUB-GUW,Guwahati,Bhubaneswar,OD,751001,20.304547,85.867377,883.63,13x16x38,0,0,0,Express,Prepaid,52608.04,Clear,VEH-0711,8.9,7.37,8608.63,Air Cargo,Delivered,0.79,1,0.0,9.742346909905729
ORD-012687,CUST-01295,PRD-00176,4,2024-07-19 19:05:00,HUB-KOL,Kolkata,Gurugram,HR,122001,28.472562,76.981359,1316.13,86 x 34 x 28,1,0,0,Standard,Upi,1982.84,Cloudy,VEH-0682,39.5,32.67,3801.17,Truck,Delivered,171.44,1,0.0,2.8881417489153804
ORD-006146,CUST-04110,PRD-00221,1,2024-06-16 09:17:00,HUB-COI,Coimbatore,Jaipur,RJ,302001,26.910333,75.77694,1771.59,24 x 44 x 47,1,0,0,Standard,Cod,64170.6,Cloudy,VEH-0669,57.6,51.77,4767.39,Truck,Delivered,41.03,1,0.0,2.6910233180363408
ORD-002088,CUST-00724,PRD-00687,3,2025-05-07 09:31:00,HUB-GUW,Guwahati,Guwahati,AS,781001,26.0503,91.83456,14.36,45*40*17,0,1,0,Economy,Prepaid,334833.96,Rain,VEH-0621,5.6,4.61,23955.96,Truck,In Transit,13217.76,1,0.0,1668.242339832869
ORD-006922,CUST-04834,PRD-00003,2,2024-08-28 13:12:00,HUB-NAG,Nagpur,Nagpur,MH,440001,21.175453,79.15,7.21,90*37*17,1,0,0,Standard,Cod,126454.2,Thunderstorm,VEH-0322,3.4,3.06,9.9,Bike,Returned,4.18,1,0.0,1.3730929264909848
ORD-002933,CUST-00610,PRD-00259,1,2024-11-24 16:00:00,HUB-KOL,Kolkata,Ahmedabad,GJ,380001,23.034402,72.593903,1616.52,,1,0,0,Express,Card,148990.19,Cloudy,VEH-0721,13.6,9.05,15855.21,Air Cargo,Delivered,119.67,1,0.0,9.808236211120184
ORD-013790,CUST-03005,PRD-00282,4,2024-04-07 20:58:00,HUB-KOL,Kolkata,Kolkata,WB,700001,22.579302,88.396978,3.48,35 x 27 x 6,0,0,0,Standard,Cod,34511.68,Fog,VEH-0574,3.4,3.24,412.31,Van,Delivered,207.88,1,0.0,118.47988505747126
ORD-010107,CUST-03471,PRD-00668,3,2024-02-12 11:05:00,HUB-MUM,Mumbai,Mumbai,MH,400001,19.066964,72.831039,5.01,43 x 60 x 31,0,1,0,Standard,Cod,79548.57,Clear,VEH-0651,3.4,,4196.76,Truck,Delivered,2258.22,0,,837.6766467065869
ORD-012933,CUST-01592,PRD-00734,3,2024-08-31 21:31:00,HUB-GUW,Guwahati,Pune,MH,411001,18.48015,73.839983,2025.8,51 x 39 x 38,0,1,0,Economy,Upi,274486.29,Cloudy,VEH-0675,58.5,49.45,8796.86,Truck,Delivered,1929.18,1,0.0,4.34241287392635
ORD-004539,CUST-04586,PRD-00598,4,2024-11-27 15:17:00,HUB-JAI,Jaipur,Mysuru,KA,570001,12.323382,76.688345,1624.95,29 x 31 x 37,0,1,1,Standard,Cod,133297.8,Clear,VEH-0701,13.4,9.92,15712.38,Air Cargo,Delivered,6.04,1,0.0,9.669454444752146
ORD-000571,CUST-00974,PRD-00424,3,2024-04-09 08:58:00,HUB-HYD,Hyderabad,Hyderabad,TS,500001,17.43329,78.528534,6.97,,0,0,0,Std,Cod,454695.72,Sunny,VEH-0321,2.6,1.94,93.06,Bike,Cancelled,4.26,1,0.0,13.351506456241033
ORD-003639,CUST-00055,PRD-00485,3,2024-11-08 18:00:00,HUB-JAI,Jaipur,Jaipur,RJ,302001,26.923221,75.856589,6.97,81x46x30,1,0,0,Express,Prepaid,265005.33,Rain,VEH-0254,3.7,2.42,24.58,Bike,Delivered,3.0,1,0.0,3.5265423242467717
ORD-001411,CUST-03597,PRD-00068,2,2024-05-01 19:17:00,HUB-VIS,Visakhapatnam,Jaipur,RJ,302001,26.873431,75.776614,1275.85,20 x 52 x 5,0,0,0,Std,Prepaid,360507.92,Cloudy,VEH-0627,36.9,30.9,3457.07,Truck,In Transit,3.58,1,0.0,2.709621036955755
ORD-003170,CUST-01375,PRD-00678,4,2025-02-16 00:00:00,HUB-GUR,Gurugram,Jaipur,RJ,302001,26.883659,75.766782,214.69,36x41x17,1,1,0,Std,Upi,605511.28,Cloudy,VEH-0690,11.4,8.72,28563.26,Truck,Delivered,15477.28,1,0.0,133.04420326983092
ORD-000548,CUST-02062,PRD-00321,4,2024-02-19 08:17:00,HUB-BHU,Bhubaneswar,Guwahati,AS,781001,26.163326,91.758111,890.33,42 x 42 x 26,1,0,0,Standard,Prepaid,294617.52,Rain,VEH-0679,31.7,26.69,2546.45,Truck,Delivered,48.12,1,0.0,2.860119281614682
ORD-002265,CUST-01323,PRD-00239,1,2025-03-31 00:00:00,HUB-GUW,Guwahati,Guwahati,AS,781001,26.207776,91.697408,8.03,32 x 19 x 15,1,0,0,Express,Cod,14064.86,Sunny,VEH-0468,1.7,1.34,148.52,Van,Delivered,66.23,1,0.0,18.495641344956415
ORD-012283,CUST-04876,PRD-00490,3,2024-04-25 00:00:00,HUB-KOC,Kochi,Nagpur,MH,440001,21.12211,79.056476,1279.61,48 x 56 x 20,0,0,0,Express,Prepaid,115930.5,Fog,VEH-0716,14.2,10.8,,,Returned,1.41,1,0.0,
ORD-014924,CUST-01760,PRD-00387,4,2024-09-23 10:31:00,HUB-LUC,Lucknow,Pune,MH,411001,18.485089,73.833274,1181.35,83x28x48,0,0,0,Exp,Card,591255.32,Clear,VEH-0702,10.7,8.53,11653.58,,Delivered,89.72,1,0.0,9.864629449358786
ORD-006289,CUST-01119,PRD-00561,2,2024-12-12 12:12:00,HUB-CHE,Chennai,Chennai,TN,600001,13.125426,80.342277,9.09,69*14*11,1,1,1,Std,Prepaid,249542.42,Clear,VEH-0344,1.3,1.14,52.62,Bike,Delivered,3.92,1,0.0,5.788778877887789
ORD-014538,CUST-03951,PRD-00768,1,2025-04-17 16:44:00,HUB-HYD,Hyderabad,Bengaluru,KA,560001,12.981535,77.619664,498.4,18*56*17,1,0,0,Standard,Prepaid,183340.25,Cloudy,VEH-0686,20.6,14.47,1376.78,Truck,Returned,1.3,1,0.0,2.7623996789727125
ORD-001959,CUST-02531,PRD-00368,1,2024-04-14 14:05:00,HUB-NAG,Nagpur,Nagpur,MH,440001,21.135273,78.980249,11.26,43*46*32,0,0,0,Same-Day,Prepaid,141201.53,Rain,VEH-0158,2.2,1.7,324.54,Bike,Cancelled,11.48,1,0.0,28.822380106571938
