route_id,seq,lat,lon,ts,speed_kmph
RTE-00546,8,18.482608,73.888986,2024-03-28 21:35:00,24.5
RTE-00546,9,18.493336,73.852123,2024-03-28 23:32:00,14.1
RTE-00546,10,18.461668,73.890682,2024-03-28 21:54:00,17.0
RTE-00547,1,18.535898,73.874193,2024-07-20 13:23:00,35.3
RTE-00547,2,18.527785,73.861456,2024-07-20 13:43:00,35.4
RTE-00547,3,18.508241,73.892775,2024-07-20 13:47:00,49.5
RTE-00547,4,18.498942,73.896018,2024-07-20 14:08:00,25.0
RTE-00547,5,18.453231,73.929098,2024-07-20 14:07:00,19.3
RTE-00547,6,18.460364,73.955563,2024-07-20 14:13:00,58.9
RTE-00547,7,18.449372,73.917292,2024-07-20 14:11:00,27.3
RTE-00547,8,18.486292,73.88754,2024-07-20 00:00:00,54.6
RTE-00547,9,18.46652,73.871181,2024-07-20 15:39:00,47.1
RTE-00547,10,18.487005,73.83977,2024-07-20 13:59:00,26.9
RTE-00547,11,18.484919,73.790485,2024-07-20 00:00:00,34.5
RTE-00548,1,28.48831,76.993889,2024-01-16 15:31:00,20.3
RTE-00548,2,28.499483,76.947438,2024-01-16 15:46:00,40.0
RTE-00548,3,28.548663,76.943783,2024-01-16 15:43:00,38.2
RTE-00548,4,28.506084,76.925043,2024-01-16 15:52:00,32.4
RTE-00548,5,28.509168,76.886945,2024-01-16 16:39:00,30.9
RTE-00548,6,28.494578,76.931573,2024-01-16 16:36:00,41.7
RTE-00548,7,28.476629,76.929675,2024-01-16 00:00:00,17.0
RTE-00548,8,28.526568,76.89864,2024-01-16 16:48:00,30.1
RTE-00548,9,28.494972,76.890852,2024-01-16 00:00:00,21.8
RTE-00548,10,28.532191,76.92911,2024-01-16 17:28:00,37.3
RTE-00548,11,28.516645,76.904547,2024-01-16 18:21:00,33.3
RTE-00548,12,28.475953,76.90398,2024-01-16 16:48:00,20.5
RTE-00548,13,28.430451,76.899439,2024-01-16 16:55:00,48.1
RTE-00548,14,28.42153,76.946964,2024-01-16 16:36:00,29.3
RTE-00549,1,26.875474,80.976056,2024-03-12 17:12:00,14.9
RTE-00549,2,26.842974,80.955347,2024-12-03 00:00:00,36.1
RTE-00549,3,26.802781,80.907377,2024-12-03 17:20:00,39.4
RTE-00549,4,26.851242,80.86441,2024-03-12 18:12:00,38.1
RTE-00549,5,26.81755,80.907092,2024-03-12 17:36:00,66.0
RTE-00549,6,26.77164,80.893074,2024-03-12 18:22:00,30.3
RTE-00549,7,26.765219,80.846738,2024-03-12 19:06:00,33.1
RTE-00549,8,26.784026,80.813529,2024-03-12 18:50:00,54.6
RTE-00549,9,26.735167,80.766266,2024-12-03 18:16:00,35.5
RTE-00549,10,26.756179,80.806305,2024-12-03 20:12:00,19.9
RTE-00549,11,26.729939,80.838513,2024-03-12 18:32:00,39.3
RTE-00549,12,26.691416,80.819806,2024-03-12 19:57:00,47.4
RTE-00549,13,26.642351,80.801437,2024-12-03 20:12:00,21.1
RTE-00549,14,26.623832,80.786445,2024-12-03 00:00:00,31.0
RTE-00550,1,22.572445,88.356214,2024-04-26 06:05:00,44.5
RTE-00550,2,22.564725,88.397653,2024-04-26 06:22:00,31.3
RTE-00550,3,22.600976,88.444677,2024-04-26 06:27:00,12.6
RTE-00550,4,22.580428,88.396967,2024-04-26 06:29:00,48.2
RTE-00550,5,22.589022,88.406603,2024-04-26 07:09:00,30.8
RTE-00550,6,22.544482,88.412899,2024-04-26 06:35:00,24.4
RTE-00550,7,22.585404,88.451967,2024-04-26 07:35:00,23.5
RTE-00551,1,19.098813,72.890326,2024-05-04 21:00:00,24.9
RTE-00551,2,19.113503,72.896978,2024-05-04 21:10:00,52.3
RTE-00551,3,19.073713,72.945323,2024-04-05 21:12:00,18.2
RTE-00551,4,19.061358,72.929198,2024-04-05 22:00:00,25.2
RTE-00551,5,19.062257,72.952604,2024-05-04 00:00:00,29.5
RTE-00551,6,19.105414,72.922278,2024-04-05 22:30:00,32.7
RTE-00551,7,19.088338,72.901566,2024-05-04 00:00:00,16.3
RTE-00551,8,19.106026,72.919696,2024-04-05 22:10:00,19.5
RTE-00552,1,28.420328,76.978191,2025-04-14 07:00:00,59.4
RTE-00552,2,,76.966523,2025-04-14 07:20:00,27.6
RTE-00552,3,28.451072,77.015923,2025-04-14 07:32:00,52.5
RTE-00552,4,28.418971,77.006704,2025-04-14 07:30:00,26.1
RTE-00552,5,28.418758,76.965178,2025-04-14 07:32:00,25.3
RTE-00553,1,26.949157,75.822134,2024-10-06 11:00:00,14.8
RTE-00553,2,26.995269,75.817832,2024-06-10 00:00:00,0.0
RTE-00553,3,27.029305,75.799484,2024-10-06 11:22:00,31.0
RTE-00554,1,23.054619,72.59806,2025-05-11 19:05:00,22.6
RTE-00554,2,23.056659,72.614436,2025-11-05 19:10:00,37.4
RTE-00554,3,23.082586,72.643898,2025-05-11 00:00:00,39.7
RTE-00554,4,23.123577,72.624012,2025-11-05 19:47:00,48.7
RTE-00555,1,17.686819,83.198052,2025-06-20 21:31:00,40.2
RTE-00555,2,17.710043,83.187064,2025-06-20 21:42:00,
RTE-00555,3,,83.20773,2025-06-20 22:07:00,42.1
RTE-00555,4,17.70613,83.226421,2025-06-20 22:25:00,35.3
RTE-00555,5,17.712179,83.243478,2025-06-20 22:47:00,31.4
RTE-00555,6,17.68375,83.233198,2025-06-20 22:46:00,35.0
RTE-00555,7,17.725142,83.210227,2025-06-20 00:00:00,40.1
RTE-00556,1,21.186676,79.055712,2024-08-12 15:31:00,42.4
RTE-00556,2,21.213481,79.051201,2024-08-12 15:44:00,7.8
RTE-00556,3,21.216848,79.060155,2024-08-12 15:41:00,49.3
RTE-00556,4,21.23056,79.110131,2024-08-12 15:58:00,18.8
RTE-00556,5,21.237903,79.137202,2024-08-12 15:51:00,42.2
RTE-00556,6,21.228846,79.087573,2024-08-12 16:11:00,36.6
RTE-00556,7,21.249204,79.137241,2024-08-12 15:49:00,31.6
RTE-00557,1,28.584371,77.221891,2025-05-06 16:23:00,33.0
RTE-00557,2,28.624402,77.249494,2025-05-06 16:35:00,21.2
RTE-00557,3,28.595984,77.240936,2025-06-05 00:00:00,39.1
RTE-00557,4,28.615311,77.227517,2025-05-06 17:11:00,32.8
RTE-00557,5,28.576754,77.188505,2025-05-06 17:23:00,35.4
RTE-00557,6,28.544773,77.191648,2025-05-06 17:43:00,53.4
RTE-00557,7,28.523444,77.218051,2025-06-05 00:00:00,28.6
RTE-00557,8,28.553217,77.172954,2025-05-06 18:22:00,38.5
RTE-00557,9,28.585398,77.178948,2025-06-05 18:31:00,53.6
RTE-00557,10,28.609419,77.161445,2025-05-06 18:20:00,57.1
RTE-00557,11,28.613875,77.137593,2025-05-06 18:23:00,40.6
RTE-00558,1,10.981923,76.977968,2024-07-13 10:00:00,32.5
RTE-00558,2,10.984225,76.948997,2024-07-13 10:07:00,25.9
RTE-00558,3,10.960155,76.937272,2024-07-13 00:00:00,41.2
RTE-00558,4,11.000061,76.917748,2024-07-13 10:51:00,31.3
RTE-00558,5,11.016631,76.925548,2024-07-13 10:32:00,37.8
RTE-00558,6,11.057897,76.955778,2024-07-13 11:30:00,27.0
RTE-00558,7,11.046914,76.921254,2024-07-13 11:42:00,32.0
RTE-00558,8,11.01001,76.907393,2024-07-13 11:10:00,24.9
RTE-00558,9,10.98898,76.873207,2024-07-13 11:04:00,22.1
RTE-00558,10,10.95427,76.918895,2024-07-13 11:21:00,41.9
RTE-00559,1,9.897526,78.168306,2025-06-12 17:00:00,33.5
RTE-00559,2,9.892798,78.154457,2025-12-06 17:03:00,39.9
RTE-00559,3,9.910678,78.185424,2025-06-12 00:00:00,37.8
RTE-00559,4,9.905048,78.207578,2025-12-06 17:15:00,39.4
RTE-00559,5,9.881517,78.233895,2025-12-06 17:20:00,43.3
RTE-00560,1,,73.835857,2024-04-15 18:31:00,47.4
RTE-00560,2,18.500132,73.869206,2024-04-15 18:34:00,14.3
RTE-00560,3,18.499211,73.872743,2024-04-15 00:00:00,26.3
RTE-00560,4,18.450276,73.900371,2024-04-15 19:10:00,9.3
RTE-00560,5,18.449405,73.924828,2024-04-15 19:15:00,41.1
RTE-00561,1,30.753701,76.814088,2024-11-23 18:12:00,54.3
RTE-00561,2,30.801486,76.806937,2024-11-23 18:21:00,41.7
RTE-00561,3,30.754885,76.837813,2024-11-23 18:52:00,40.9
RTE-00561,4,30.718518,76.882267,2024-11-23 18:51:00,35.5
RTE-00561,5,30.676425,76.903364,2024-11-23 18:28:00,14.5
RTE-00561,6,30.629225,76.886631,2024-11-23 18:52:00,13.6
RTE-00561,7,30.584815,76.838717,2024-11-23 19:54:00,42.6
RTE-00561,8,30.560169,76.848114,2024-11-23 19:15:00,39.5
RTE-00561,9,30.534852,76.854139,2024-11-23 19:00:00,32.2
RTE-00561,10,30.541129,76.838994,2024-11-23 18:48:00,49.5
RTE-00561,11,30.514023,76.794136,2024-11-23 19:12:00,27.4
RTE-00561,12,30.543075,76.747613,2024-11-23 21:41:00,49.0
RTE-00561,13,30.526896,76.704727,2024-11-23 22:12:00,40.3
RTE-00561,14,30.502349,76.68264,2024-11-23 22:32:00,33.3
RTE-00562,1,9.969559,76.225407,2024-05-25 00:00:00,54.0
RTE-00562,2,9.994128,76.248461,2024-05-25 17:20:00,39.2
RTE-00562,3,10.002118,76.28986,2024-05-25 17:06:00,37.3
RTE-00562,4,9.98592,76.313134,2024-05-25 17:21:00,37.6
RTE-00562,5,9.972753,76.327326,2024-05-25 17:24:00,53.1
RTE-00562,6,9.97188,76.315213,2024-05-25 00:00:00,26.8
RTE-00562,7,9.965066,76.338547,2024-05-25 18:12:00,43.3
RTE-00562,8,9.975713,76.355954,2024-05-25 18:17:00,47.7
RTE-00562,9,9.950206,76.385881,2024-05-25 17:56:00,54.0
RTE-00562,10,9.996778,76.355176,2024-05-25 19:51:00,13.2
RTE-00562,11,9.996815,76.313409,2024-05-25 19:10:00,36.2
RTE-00562,12,10.036706,76.352305,2024-05-25 18:39:00,20.7
RTE-00562,13,10.012015,76.317829,2024-05-25 19:36:00,
RTE-00562,14,9.987587,76.297029,2024-05-25 18:44:00,42.9
RTE-00563,1,21.150322,79.053686,2024-07-20 06:44:00,34.3
RTE-00563,2,21.175654,79.071497,2024-07-20 06:51:00,40.9
RTE-00563,3,21.145497,79.118162,2024-07-20 07:10:00,41.1
RTE-00563,4,21.193776,79.093924,2024-07-20 06:53:00,26.5
RTE-00564,1,23.016585,72.614993,2025-05-18 10:44:00,19.0
RTE-00564,2,23.045847,72.659738,2025-05-18 10:54:00,37.5
RTE-00564,3,23.064119,72.622203,2025-05-18 10:50:00,52.4
RTE-00564,4,23.06561,72.603869,2025-05-18 11:44:00,43.7
RTE-00564,5,23.045657,72.570423,2025-05-18 11:00:00,27.2
RTE-00564,6,23.053086,72.521236,2025-05-18 12:09:00,37.6
RTE-00565,1,28.507086,77.033229,2024-06-25 06:05:00,42.4
RTE-00565,2,28.53257,77.072908,2024-06-25 06:10:00,46.3
RTE-00565,3,28.521894,77.089599,2024-06-25 06:27:00,26.4
RTE-00565,4,28.519987,77.060492,2024-06-25 06:29:00,36.9
RTE-00565,5,28.537838,77.056181,2024-06-25 06:53:00,30.4
RTE-00565,6,28.537043,77.087341,2024-06-25 06:40:00,55.0
RTE-00565,7,28.514693,77.089232,2024-06-25 07:23:00,24.7
RTE-00565,8,28.493642,77.055599,2024-06-25 07:01:00,39.8
RTE-00565,9,28.483833,77.046535,2024-06-25 08:29:00,31.3
RTE-00565,10,28.493726,77.089639,2024-06-25 00:00:00,24.3
RTE-00565,11,28.526435,77.095225,2024-06-25 07:55:00,11.6
RTE-00566,1,17.353337,78.496344,2024-06-16 07:23:00,30.9
RTE-00566,2,17.345939,78.493014,2024-06-16 07:28:00,37.5
RTE-00566,3,17.336256,78.484055,2024-06-16 07:41:00,58.6
RTE-00566,4,17.368482,78.510426,2024-06-16 07:35:00,47.3
RTE-00566,5,17.39865,78.477843,2024-06-16 07:47:00,22.2
RTE-00566,6,17.436601,78.511436,2024-06-16 07:48:00,32.8
RTE-00566,7,17.391358,78.479541,2024-06-16 08:35:00,20.6
RTE-00566,8,17.42783,78.489098,2024-06-16 07:44:00,36.8
RTE-00566,9,17.415674,78.46176,2024-06-16 00:00:00,22.8
RTE-00566,10,17.41629,78.435424,2024-06-16 07:50:00,31.4
RTE-00566,11,17.449454,78.428263,2024-06-16 08:53:00,59.8
RTE-00568,1,9.911415,78.147513,2024-06-12 21:58:00,24.8
RTE-00568,2,9.946862,78.186384,2024-12-06 22:10:00,35.9
RTE-00568,3,9.989023,78.198277,2024-12-06 22:14:00,31.8
RTE-00568,4,9.961038,78.164561,2024-12-06 22:10:00,33.9
RTE-00568,5,9.981459,78.14672,2024-12-06 22:54:00,14.0
RTE-00569,1,23.027006,72.614723,2024-03-22 10:05:00,57.9
RTE-00569,2,23.013769,72.566411,2024-03-22 10:13:00,44.0
RTE-00569,3,22.996813,72.555657,2024-03-22 10:33:00,
RTE-00569,4,23.026745,72.604382,2024-03-22 10:44:00,
RTE-00569,5,23.023718,72.589894,2024-03-22 00:00:00,30.2
RTE-00569,6,23.042297,72.590659,2024-03-22 10:55:00,21.3
RTE-00569,7,22.999091,72.617195,2024-03-22 11:05:00,28.2
RTE-00569,8,22.968246,72.649232,2024-03-22 10:26:00,6.7
RTE-00569,9,22.966239,72.681655,2024-03-22 10:53:00,45.8
RTE-00569,10,22.936682,72.672455,2024-03-22 10:50:00,36.2
RTE-00569,11,22.919292,72.676937,2024-03-22 12:05:00,16.3
RTE-00569,12,22.966148,72.723641,2024-03-22 13:01:00,33.3
RTE-00569,13,23.003632,72.710998,2024-03-22 11:05:00,29.8
RTE-00569,14,22.998973,72.702462,2024-03-22 13:07:00,27.1
RTE-00570,1,10.976666,76.913432,2024-03-10 21:00:00,46.3
RTE-00570,2,10.935398,76.939304,2024-10-03 21:05:00,
RTE-00570,3,10.962021,76.964722,2024-10-03 21:26:00,41.7
RTE-00570,4,10.924901,77.007593,2024-03-10 21:48:00,24.3
RTE-00570,5,10.945023,77.032834,2024-10-03 21:12:00,66.3
RTE-00571,1,11.035104,76.995222,2025-06-14 14:05:00,22.2
RTE-00571,2,11.063122,76.960349,2025-06-14 14:20:00,23.0
RTE-00571,3,11.025606,76.960502,2025-06-14 14:43:00,2.8
RTE-00571,4,10.981791,76.980782,2025-06-14 14:14:00,29.5
RTE-00571,5,10.977433,76.935709,2025-06-14 14:45:00,37.6
RTE-00571,6,11.011914,76.886337,2025-06-14 00:00:00,52.8
RTE-00571,7,11.000496,76.888427,2025-06-14 15:17:00,24.9
RTE-00572,1,17.660649,83.246695,2024-06-26 10:44:00,0.0
RTE-00572,2,17.629368,83.293787,2024-06-26 10:54:00,31.8
RTE-00572,3,17.663404,83.336444,2024-06-26 11:10:00,48.7
RTE-00572,4,17.623076,83.331364,2024-06-26 10:59:00,33.1
RTE-00573,1,23.027425,72.570796,2024-01-16 09:00:00,30.7
RTE-00573,2,22.994032,72.539031,2024-01-16 09:09:00,20.3
RTE-00573,3,22.99925,72.540738,2024-01-16 09:18:00,29.9
RTE-00573,4,23.014666,72.499495,2024-01-16 10:00:00,48.8
RTE-00573,5,23.049065,72.463062,2024-01-16 00:00:00,22.1
RTE-00573,6,23.003162,72.478803,2024-01-16 10:00:00,27.8
RTE-00573,7,22.96115,72.435432,2024-01-16 09:54:00,31.5
RTE-00573,8,23.006472,72.465547,2024-01-16 10:59:00,45.7
RTE-00573,9,22.977107,72.506317,2024-01-16 11:08:00,39.9
RTE-00573,10,22.930049,72.45981,2024-01-16 11:33:00,28.8
RTE-00573,11,22.971266,72.445396,2024-01-16 10:00:00,32.4
RTE-00573,12,22.968982,72.453239,2024-01-16 11:34:00,31.8
RTE-00573,13,22.961385,72.494802,2024-01-16 11:12:00,7.4
RTE-00573,14,22.998859,72.46825,2024-01-16 10:31:00,27.0
RTE-00574,1,26.110976,91.770855,2024-10-06 19:05:00,45.5
RTE-00574,2,26.128199,91.819918,2024-10-06 19:09:00,10.2
RTE-00574,3,26.128458,91.774089,2024-06-10 19:19:00,16.5
RTE-00574,4,26.117188,91.778446,2024-06-10 19:56:00,35.5
RTE-00574,5,26.09823,91.777136,2024-06-10 20:13:00,24.8
RTE-00574,6,26.062097,91.819684,2024-06-10 19:30:00,47.8
RTE-00574,7,26.05536,91.776993,2024-06-10 20:29:00,37.0
RTE-00574,8,26.006581,91.737478,2024-06-10 20:08:00,43.8
RTE-00574,9,25.978717,91.77706,2024-10-06 00:00:00,38.5
RTE-00574,10,26.018056,91.803622,2024-10-06 20:35:00,20.4
RTE-00574,11,26.049304,91.843694,2024-06-10 21:15:00,39.9
RTE-00574,12,26.029916,91.855895,2024-10-06 22:34:00,
RTE-00574,13,26.064682,91.816677,2024-06-10 22:17:00,45.0
RTE-00574,14,26.034555,91.842568,2024-06-10 21:41:00,29.7
RTE-00575,1,20.305502,85.807494,2025-06-08 00:00:00,27.9
RTE-00575,2,20.263305,85.79792,2025-08-06 08:12:00,44.0
RTE-00575,3,20.243551,85.752272,2025-08-06 08:04:00,32.1
RTE-00575,4,20.255036,85.713729,2025-08-06 08:55:00,34.5
RTE-00575,5,,85.690104,2025-08-06 09:18:00,21.8
RTE-00575,6,20.255305,85.690494,2025-08-06 09:38:00,41.0
RTE-00575,7,20.284388,85.728282,2025-08-06 09:22:00,35.9
RTE-00575,8,20.309251,85.742185,2025-08-06 08:19:00,35.9
RTE-00575,9,20.336589,85.73066,2025-08-06 08:46:00,34.2
RTE-00575,10,20.371682,85.752672,2025-08-06 09:37:00,17.1
RTE-00575,11,20.402733,85.783956,2025-08-06 08:38:00,43.5
RTE-00576,1,21.107096,79.100258,2025-06-08 21:58:00,41.2
RTE-00576,2,,79.112256,2025-08-06 22:13:00,36.7
RTE-00576,3,21.013973,79.150441,2025-08-06 22:24:00,12.4
RTE-00576,4,20.973605,79.152654,2025-06-08 22:16:00,40.9
RTE-00576,5,21.00625,79.141473,2025-06-08 22:38:00,39.7
RTE-00576,6,21.032035,79.171551,2025-08-06 23:33:00,30.4
RTE-00576,7,21.060923,79.218456,2025-08-06 22:28:00,24.7
RTE-00576,8,21.051979,79.175502,2025-06-08 23:50:00,27.5
RTE-00576,9,21.068256,79.167145,2025-06-09 00:06:00,38.1
RTE-00576,10,21.05199,79.186244,2025-08-06 23:37:00,53.5
RTE-00576,11,21.046937,79.231884,2025-09-06 01:18:00,35.4
RTE-00576,12,21.002857,79.211763,2025-08-06 23:59:00,18.4
RTE-00576,13,21.039075,79.162619,2025-08-06 22:58:00,30.5
RTE-00578,1,10.96733,76.992953,2024-04-21 09:00:00,54.0
RTE-00578,2,10.967832,76.969251,2024-04-21 09:17:00,54.5
RTE-00578,3,10.965009,77.018787,2024-04-21 09:08:00,29.0
RTE-00578,4,10.972809,76.976183,2024-04-21 09:33:00,37.1
RTE-00578,5,11.0141,76.975842,2024-04-21 09:16:00,36.3
RTE-00578,6,11.042285,76.993786,2024-04-21 09:25:00,28.4
RTE-00579,1,22.561316,88.41377,2024-06-03 10:00:00,57.0
RTE-00579,2,22.558181,88.415571,2024-06-03 10:06:00,28.5
RTE-00579,3,22.599231,88.427022,2024-06-03 10:16:00,35.6
RTE-00579,4,22.56652,88.381451,2024-06-03 10:39:00,62.3
RTE-00579,5,22.520845,88.418314,2024-03-06 00:00:00,35.7
RTE-00579,6,22.472537,88.45469,2024-06-03 11:00:00,26.5
RTE-00579,7,22.467618,88.474671,2024-06-03 11:36:00,40.4
RTE-00579,8,22.501568,88.437475,2024-06-03 12:13:00,44.5
RTE-00579,9,22.477007,88.462999,2024-06-03 11:04:00,42.9
RTE-00579,10,22.509244,88.424791,2024-06-03 11:48:00,
RTE-00579,11,22.483053,88.443034,2024-03-06 13:00:00,38.0
RTE-00579,12,22.509471,88.481843,2024-06-03 12:56:00,24.9
RTE-00579,13,22.476315,88.47552,2024-03-06 13:48:00,40.1
RTE-00580,1,,77.020697,2025-06-15 12:17:00,60.5
RTE-00580,2,28.464762,77.012996,2025-06-15 12:34:00,56.5
RTE-00580,3,28.420862,76.968575,2025-06-15 12:39:00,39.9
RTE-00580,4,28.386052,76.969087,2025-06-15 12:35:00,47.2
RTE-00580,5,28.400471,77.016349,2025-06-15 12:29:00,31.9
RTE-00580,6,28.416559,76.99984,2025-06-15 13:17:00,
RTE-00580,7,28.383096,76.979848,2025-06-15 12:53:00,20.9
RTE-00580,8,28.350319,76.946747,2025-06-15 13:41:00,35.4
RTE-00580,9,28.348412,76.967535,2025-06-15 13:53:00,28.7
RTE-00580,10,,76.95462,2025-06-15 00:00:00,64.6
RTE-00580,11,28.353875,76.932356,2025-06-15 12:57:00,38.7
RTE-00580,12,28.314935,76.95531,2025-06-15 14:07:00,29.0
RTE-00580,13,28.32616,76.905333,2025-06-15 14:53:00,26.6
RTE-00580,14,,76.939931,2025-06-15 16:24:00,39.0
RTE-00581,1,26.148112,91.74434,2024-04-27 12:05:00,37.3
RTE-00581,2,,91.763803,2024-04-27 12:18:00,37.1
RTE-00581,3,26.119363,91.745061,2024-04-27 00:00:00,45.6
RTE-00581,4,26.13583,91.764265,2024-04-27 12:23:00,31.1
RTE-00581,5,,91.809293,2024-04-27 12:25:00,53.2
RTE-00581,6,26.093089,91.816696,2024-04-27 13:30:00,31.6
RTE-00581,7,26.119009,91.774709,2024-04-27 00:00:00,31.8
RTE-00581,8,26.11225,91.765157,2024-04-27 13:43:00,41.4
RTE-00581,9,26.134714,91.737925,2024-04-27 12:29:00,33.7
RTE-00581,10,26.166287,91.722483,2024-04-27 12:59:00,29.9
RTE-00581,11,26.164901,91.706822,2024-04-27 13:15:00,18.3
RTE-00581,12,26.177406,91.707785,2024-04-27 12:38:00,44.0
RTE-00581,13,26.215922,91.706726,2024-04-27 15:17:00,38.1
RTE-00582,1,26.883805,75.78763,2024-08-03 16:17:00,39.8
RTE-00582,2,26.88536,75.833955,2024-08-03 16:35:00,16.2
RTE-00582,3,26.869232,75.81312,2024-08-03 16:33:00,41.9
RTE-00582,4,26.911741,75.814299,2024-08-03 16:44:00,47.5
RTE-00582,5,26.884994,75.831936,2024-03-08 16:37:00,48.8
RTE-00582,6,26.895866,75.854897,2024-08-03 17:37:00,47.1
RTE-00582,7,26.944814,75.825082,2024-03-08 17:53:00,26.0
RTE-00582,8,26.938056,75.838726,2024-08-03 16:38:00,37.5
RTE-00583,1,17.390437,78.459283,2024-10-05 11:17:00,35.1
RTE-00583,2,17.402253,78.498617,2024-10-05 11:22:00,31.7
RTE-00583,3,17.37717,78.449627,2024-10-05 11:33:00,31.1
RTE-00583,4,17.328465,78.403837,2024-05-10 11:26:00,55.1
RTE-00583,5,17.348238,78.447002,2024-10-05 11:57:00,37.6
RTE-00583,6,17.352989,78.44176,2024-10-05 12:07:00,61.6
RTE-00583,7,17.309576,78.434899,2024-10-05 11:47:00,16.1
RTE-00583,8,17.353147,78.42388,2024-05-10 13:23:00,27.4
RTE-00583,9,17.379431,78.403992,2024-10-05 13:49:00,33.2
RTE-00584,1,19.074999,72.879306,2024-11-17 20:05:00,41.3
RTE-00584,2,19.030981,72.91849,2024-11-17 20:19:00,27.5
RTE-00584,3,19.031451,72.895859,2024-11-17 20:17:00,35.7
RTE-00584,4,18.995401,72.848901,2024-11-17 20:35:00,11.7
RTE-00585,1,18.523788,73.812291,2024-12-30 18:58:00,50.4
RTE-00585,2,,73.780468,2024-12-30 19:05:00,16.9
RTE-00585,3,18.469869,73.747797,2024-12-30 19:34:00,40.3
RTE-00585,4,18.448583,73.704342,2024-12-30 19:16:00,28.4
RTE-00585,5,18.409821,73.738717,2024-12-30 19:42:00,24.5
RTE-00585,6,18.366283,73.763719,2024-12-30 00:00:00,20.0
RTE-00585,7,18.329352,73.748612,2024-12-30 20:28:00,58.0
RTE-00585,8,18.306254,73.779898,2024-12-30 20:57:00,27.5
RTE-00585,9,18.283787,73.765277,2024-12-30 20:34:00,24.6
RTE-00585,10,18.234713,73.716608,2024-12-30 20:28:00,50.5
RTE-00585,11,18.273048,73.702319,2024-12-30 22:08:00,42.9
RTE-00585,12,18.304926,73.719338,2024-12-30 21:10:00,30.5
RTE-00585,13,18.312327,73.73851,2024-12-30 21:46:00,16.2
RTE-00586,1,26.877653,75.745111,2025-02-24 15:12:00,33.4
RTE-00586,2,26.904146,75.70747,2025-02-24 15:15:00,38.9
RTE-00586,3,,75.700625,2025-02-24 15:52:00,4.7
RTE-00586,4,26.898361,75.674047,2025-02-24 15:51:00,41.0
RTE-00586,5,26.872364,75.656925,2025-02-24 00:00:00,38.7
RTE-00586,6,26.916941,75.651693,2025-02-24 15:47:00,30.7
RTE-00586,7,26.903411,75.661532,2025-02-24 17:00:00,21.4
RTE-00586,8,26.921517,75.69997,2025-02-24 16:50:00,41.7
RTE-00586,9,26.97052,75.678219,2025-02-24 17:20:00,37.0
RTE-00586,10,26.922375,75.685067,2025-02-24 15:57:00,31.3
RTE-00586,11,26.915701,75.708269,2025-02-24 18:32:00,26.8
RTE-00586,12,26.910868,75.754943,2025-02-24 00:00:00,
RTE-00587,1,23.069009,72.566326,2025-03-10 00:00:00,27.0
RTE-00587,2,23.094484,72.54246,2025-10-03 12:24:00,37.3
RTE-00587,3,23.063688,72.5885,2025-03-10 12:51:00,20.7
RTE-00587,4,23.110594,72.5979,2025-03-10 13:17:00,40.6
RTE-00587,5,23.148002,72.584414,2025-10-03 12:41:00,29.3
RTE-00587,6,23.104184,72.625863,2025-10-03 12:52:00,26.8
RTE-00587,7,23.076487,72.587135,2025-03-10 13:23:00,44.9
RTE-00587,8,,72.561584,2025-10-03 12:38:00,35.0
RTE-00587,9,23.059273,72.594201,2025-10-03 14:17:00,31.5
RTE-00588,1,12.992077,77.612747,2024-04-24 20:17:00,23.1
RTE-00588,2,13.037799,77.609696,2024-04-24 20:22:00,20.2
RTE-00588,3,13.07988,77.6108,2024-04-24 20:49:00,24.3
RTE-00588,4,13.084847,77.573023,2024-04-24 20:47:00,10.7
RTE-00588,5,13.123326,77.622129,2024-04-24 21:05:00,45.1
RTE-00588,6,13.126419,77.582199,2024-04-24 00:00:00,10.9
RTE-00588,7,13.098277,77.549882,2024-04-24 00:00:00,35.9
RTE-00588,8,13.117107,77.542773,2024-04-24 21:34:00,41.0
RTE-00588,9,13.160488,77.505275,2024-04-24 21:21:00,13.6
RTE-00589,1,26.895526,75.772394,2024-01-04 13:00:00,25.2
RTE-00589,2,26.904443,75.722767,2024-04-01 00:00:00,8.7
RTE-00589,3,26.939069,75.67747,2024-01-04 13:20:00,31.9
RTE-00589,4,26.941987,75.689942,2024-04-01 00:00:00,41.8
RTE-00589,5,26.941329,75.734625,2024-04-01 13:12:00,26.0
RTE-00589,6,26.913258,75.707414,2024-01-04 14:15:00,37.7
RTE-00589,7,26.941102,75.735001,2024-01-04 14:54:00,28.6
RTE-00589,8,26.9094,75.780047,2024-04-01 15:20:00,30.4
RTE-00589,9,26.902089,75.775618,2024-04-01 15:08:00,38.3
RTE-00589,10,26.892069,75.768978,2024-04-01 14:30:00,35.5
RTE-00589,11,26.940256,75.721088,2024-01-04 15:00:00,36.2
RTE-00589,12,26.941068,75.741063,2024-01-04 14:06:00,42.1
RTE-00589,13,26.892514,75.773075,2024-01-04 16:48:00,41.8
RTE-00590,1,22.596735,88.344328,2025-06-24 15:00:00,18.2
RTE-00590,2,22.628683,88.347874,2025-06-24 15:14:00,53.6
RTE-00590,3,22.610203,88.37794,2025-06-24 15:38:00,39.3
RTE-00590,4,22.617511,88.385902,2025-06-24 15:39:00,24.8
RTE-00591,1,11.018396,76.951106,2024-02-02 07:58:00,37.8
RTE-00591,2,11.061682,76.906489,2024-02-02 08:03:00,20.0
