review_id,order_id,product_id,customer_id,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,delivery_mode_experienced,sentiment_label
REV-007620,ORD-007533,PRD-00780,CUST-04103,3.0,,"Reached on time but packaging was weak Product fine, delivery slow",2025-03-15 15:23:00,1,44,Van,neu
REV-010676,ORD-003860,PRD-00308,CUST-02119,4.0,,Rider was polite and on time Drone drop was smooth and quick,2024-09-13 20:31:00,1,,Truck,pos
REV-003379,ORD-011096,PRD-00258,CUST-01091,4.0,Delivery feedback,Great experience overall 👍 Drone drop was smooth and quick,2025-03-19 15:23:00,1,,,pos
REV-008436,ORD-012209,PRD-00003,CUST-02478,3.0,Good,"Product fine, delivery slow Reached on time but packaging was weak",2024-06-11 18:31:00,1,81,Van,neu
REV-005184,ORD-014596,PRD-00125,CUST-04979,3.0,Bad experience,"Average experience Product fine, delivery slow",2024-05-31 20:12:00,1,58,Drone,neu
REV-006865,ORD-013885,PRD-00182,CUST-02839,2.0,,Delivery was 2 days late Drone dropped parcel in wrong spot,2025-05-12 10:31:00,0,36,Drone,neg
REV-002090,ORD-008893,PRD-00360,CUST-04195,4.0,,Tracking updates were accurate Great experience overall 👍,2024-01-07 09:00:00,0,73,Truck,pos
REV-011820,ORD-009537,PRD-00725,CUST-03578,1.0,Delivery feedback,Rider was rude on call Item missing from the box,2024-12-14 17:00:00,1,71,Truck,neg
REV-002101,ORD-000128,PRD-00302,CUST-04303,5.0,Good,"Packaging was excellent, product intact Rider was polite and on time",2024-03-07 18:31:00,1,,Drone,pos
REV-010983,ORD-007889,PRD-00349,CUST-03731,5.0,,"Rider was polite and on time Packaging was excellent, product intact",2025-04-20 07:31:00,0,,Drone,pos
REV-007577,ORD-013187,PRD-00243,CUST-01758,5.0,Delivery feedback,Drone drop was smooth and quick Tracking updates were accurate,2024-11-30 00:00:00,1,31,Van,pos
REV-001667,ORD-004972,PRD-00145,CUST-02352,4.0,Delivery feedback,"Packaging was excellent, product intact Delivery was faster than promised",2024-04-18 19:58:00,1,88,Van,pos
REV-000870,ORD-012648,PRD-00597,CUST-03031,3.0,Bad experience,"Product fine, delivery slow Delivery was okay, nothing special",2024-06-04 21:31:00,0,,Van,neu
REV-000729,ORD-006948,PRD-00239,CUST-02447,3.0,,"Reached on time but packaging was weak Product fine, delivery slow",2025-01-04 17:31:00,0,69,Van,neu
REV-011695,ORD-005174,PRD-00161,CUST-01406,2.0,,Item missing from the box Delivery was 2 days late,2025-03-06 11:58:00,1,90,,neg
REV-000585,ORD-014944,PRD-00549,CUST-03138,5.0,Delivery feedback,Delivery was faster than promised Tracking updates were accurate,2025-10-06 10:23:00,0,41,,pos
REV-000936,ORD-007567,PRD-00617,CUST-01581,3.0,Delivery feedback,"Delivery was okay, nothing special Reached on time but packaging was weak",2025-01-28 11:17:00,0,68,Drone,neu
REV-001526,ORD-013463,PRD-00409,CUST-00831,3.0,Bad experience,"Reached on time but packaging was weak Delivery was okay, nothing special",2024-05-28 00:00:00,1,,Drone,neu
REV-011849,ORD-014292,PRD-00056,CUST-02137,3.0,Delivery feedback,Average experience Reached on time but packaging was weak,2024-06-17 16:31:00,0,,Bike,neu
REV-011175,ORD-004564,PRD-00022,CUST-04983,5.0,,Drone drop was smooth and quick Great experience overall 👍,2025-12-06 17:58:00,1,87,Bike,pos
REV-006887,ORD-014733,PRD-00606,CUST-00118,3.0,Delivery feedback,"Average experience Product fine, delivery slow",2025-02-26 17:12:00,0,47,Bike,neu
REV-007548,ORD-002040,PRD-00507,CUST-02512,3.0,Delivery feedback,"Reached on time but packaging was weak Product fine, delivery slow",2024-11-04 12:00:00,0,27,Van,neu
REV-003828,ORD-003583,PRD-00485,CUST-00189,5.0,,Delivery was faster than promised Rider was polite and on time,2025-03-05 00:00:00,0,20,Bike,pos
REV-003906,ORD-005053,PRD-00353,CUST-00865,1.0,Delivery feedback,Rider was rude on call Package arrived damaged बहुत अच्छा,2024-09-30 10:17:00,0,56,Truck,neg
REV-007505,ORD-011906,PRD-00755,CUST-04905,4.0,Good,Delivery was faster than promised Rider was polite and on time,2024-02-26 13:58:00,1,23,Bike,pos
REV-009603,ORD-014942,PRD-00255,CUST-03893,1.0,Good,Item missing from the box No tracking updates at all,2025-02-28 17:12:00,1,31,Truck,neg
REV-005749,ORD-007696,PRD-00422,CUST-04655,2.0,Bad experience,Item missing from the box Delivery was 2 days late,2024-11-04 15:05:00,0,51,,neg
REV-004634,ORD-008224,PRD-00762,CUST-03696,3.0,,Average experience Reached on time but packaging was weak,2025-04-26 11:17:00,1,1,,neu
REV-011824,ORD-001009,PRD-00501,CUST-02043,5.0,Good,"Delivery was faster than promised Packaging was excellent, product intact",2024-11-14 06:58:00,0,1,Van,pos
REV-001439,ORD-005454,PRD-00628,CUST-01857,1.0,Good,No tracking updates at all Drone dropped parcel in wrong spot,2024-08-09 21:58:00,0,,Drone,neg
REV-011069,ORD-010108,PRD-00557,CUST-00301,3.0,Good,Reached on time but packaging was weak Average experience,2025-03-13 16:58:00,0,43,Bike,neu
REV-007268,ORD-004344,PRD-00424,CUST-02855,1.0,,Delivery was 2 days late Item missing from the box,2024-05-30 15:31:00,0,7,,neg
REV-010572,ORD-006931,PRD-00294,CUST-03122,5.0,Delivery feedback,"Drone drop was smooth and quick Packaging was excellent, product intact",2024-11-17 10:05:00,1,84,Drone,pos
REV-002487,ORD-014262,PRD-00161,CUST-04709,5.0,,Rider was polite and on time Delivery was faster than promised,2024-06-07 00:00:00,0,,Truck,pos
REV-001406,ORD-008444,PRD-00147,CUST-04381,4.0,Bad experience,,2025-03-23 14:05:00,1,12,Bike,pos
REV-010265,ORD-011415,PRD-00212,CUST-03748,5.0,Bad experience,Drone drop was smooth and quick Great experience overall 👍,2024-12-15 16:23:00,0,49,Drone,pos
REV-002093,ORD-004428,PRD-00547,CUST-02554,5.0,,"Packaging was excellent, product intact Delivery was faster than promised",2024-04-08 14:12:00,1,55,Van,pos
REV-004770,ORD-011844,PRD-00165,CUST-03234,5.0,Bad experience,Great experience overall 👍 Drone drop was smooth and quick,2025-06-23 21:44:00,0,54,Drone,pos
REV-003735,ORD-009809,PRD-00210,CUST-01630,2.0,,No tracking updates at all Package arrived damaged,2024-04-09 20:00:00,0,20,Drone,neg
REV-006056,ORD-009278,PRD-00620,CUST-02857,2.0,Delivery feedback,No tracking updates at all Rider was rude on call,2024-03-17 20:23:00,1,79,Drone,neg
REV-005760,ORD-011545,PRD-00629,CUST-03648,2.0,,Drone dropped parcel in wrong spot Rider was rude on call,2024-07-24 11:00:00,1,28,Drone,neg
REV-008543,ORD-010399,PRD-00058,CUST-01030,3.0,,"Product fine, delivery slow Average experience 🚚💨",2025-03-18 18:44:00,1,,,neu
REV-002606,ORD-005113,PRD-00078,CUST-04868,5.0,,"Tracking updates were accurate Packaging was excellent, product intact",2024-05-23 17:17:00,1,5,Drone,pos
REV-001313,ORD-001440,PRD-00601,CUST-00123,3.0,,Average experience Reached on time but packaging was weak,2025-06-22 13:31:00,0,35,Drone,neu
REV-010130,ORD-002892,PRD-00391,CUST-02924,5.0,,"Tracking updates were accurate Packaging was excellent, product intact",2024-05-21 10:17:00,1,22,Van,pos
REV-000086,ORD-013999,PRD-00530,CUST-00187,3.0,,"Product fine, delivery slow Average experience",2024-02-14 12:17:00,0,83,Van,neu
REV-010051,ORD-014587,PRD-00614,CUST-00485,5.0,,,2025-05-26 00:00:00,0,,,pos
REV-009311,ORD-014471,PRD-00104,CUST-04412,5.0,,Tracking updates were accurate Great experience overall 👍,2025-05-21 16:23:00,0,,Bike,pos
REV-004841,ORD-003639,PRD-00613,CUST-03335,5.0,Delivery feedback,Rider was polite and on time Delivery was faster than promised,2024-12-02 17:12:00,0,,Bike,pos
REV-000258,ORD-012755,PRD-00213,CUST-03037,4.0,,,2025-06-29 12:05:00,1,29,Truck,pos
REV-006450,ORD-010449,PRD-00399,CUST-03404,5.0,,"Packaging was excellent, product intact Great experience overall 👍",2025-05-24 00:00:00,1,,Drone,pos
REV-010871,,PRD-00563,CUST-04924,2.0,Bad experience,Package arrived damaged No tracking updates at all,2024-06-13 11:12:00,0,10,,neg
REV-006394,ORD-002936,PRD-00125,CUST-01347,2.0,Bad experience,Item missing from the box Package arrived damaged,2024-11-09 00:00:00,0,62,,neg
REV-008023,ORD-006613,PRD-00444,CUST-02485,3.0,,"Product fine, delivery slow Reached on time but packaging was weak बहुत अच्छा",2024-12-31 10:44:00,1,,Bike,neu
REV-006044,ORD-009627,PRD-00004,CUST-01489,2.0,Good,Delivery was 2 days late Item missing from the box,2025-02-10 12:44:00,0,25,Van,neg
REV-011712,ORD-009324,PRD-00161,CUST-03745,5.0,Delivery feedback,Rider was polite and on time Drone drop was smooth and quick,2024-09-06 16:44:00,1,77,,pos
REV-008429,ORD-005022,PRD-00096,CUST-02262,5.0,Delivery feedback,"Drone drop was smooth and quick Packaging was excellent, product intact",2025-01-28 10:00:00,0,,Van,pos
REV-009644,ORD-002595,PRD-00211,CUST-04780,3.0,Bad experience,"Product fine, delivery slow Reached on time but packaging was weak",2025-11-06 10:00:00,0,,Truck,neu
REV-003389,ORD-008309,PRD-00551,CUST-02704,1.0,Good,Drone dropped parcel in wrong spot No tracking updates at all,2024-04-29 13:58:00,0,,Van,neg
REV-011750,ORD-006326,PRD-00094,CUST-01515,3.0,Bad experience,"Delivery was okay, nothing special Reached on time but packaging was weak",2025-03-05 11:12:00,0,,,neu
REV-006103,ORD-008481,PRD-00360,CUST-04022,1.0,Good,Delivery was 2 days late No tracking updates at all,2024-06-26 19:17:00,1,15,Drone,neg
REV-000243,ORD-009813,PRD-00185,CUST-01386,4.0,Good,Rider was polite and on time Tracking updates were accurate,2024-12-02 10:05:00,0,39,Drone,pos
REV-008836,ORD-011199,PRD-00689,CUST-03013,2.0,Bad experience,Delivery was 2 days late Drone dropped parcel in wrong spot,2024-04-10 17:44:00,0,33,Drone,neg
REV-006626,ORD-008903,PRD-00525,CUST-00290,1.0,Delivery feedback,Drone dropped parcel in wrong spot Rider was rude on call,2024-11-15 20:44:00,0,71,Van,neg
REV-003830,ORD-006073,PRD-00320,CUST-00532,3.0,Bad experience,"Product fine, delivery slow Delivery was okay, nothing special 🚚💨",2025-06-02 16:17:00,1,50,,neu
REV-010628,ORD-008359,PRD-00501,CUST-04170,5.0,Good,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-01-10 21:12:00,1,,Drone,pos
REV-011499,ORD-008949,PRD-00002,CUST-01369,2.0,,No tracking updates at all Item missing from the box,2025-06-13 18:12:00,1,40,,neg
REV-000788,ORD-010884,PRD-00206,CUST-03960,5.0,,Delivery was faster than promised Great experience overall 👍,2024-09-20 06:44:00,0,88,Drone,pos
REV-001376,ORD-008959,PRD-00379,CUST-04365,5.0,Bad experience,,2025-05-21 12:23:00,1,,Bike,pos
REV-004197,ORD-000057,PRD-00096,CUST-02481,5.0,,"Packaging was excellent, product intact Great experience overall 👍",2024-01-19 14:31:00,0,,Bike,pos
REV-009058,ORD-013880,PRD-00636,CUST-03967,4.0,,"Tracking updates were accurate Packaging was excellent, product intact",2024-09-07 17:23:00,1,,,pos
REV-002114,ORD-000177,PRD-00355,CUST-03421,5.0,,Great experience overall 👍 Tracking updates were accurate,2024-05-10 18:05:00,1,83,Drone,pos
REV-003010,ORD-006588,PRD-00424,CUST-00542,4.0,,Great experience overall 👍 Delivery was faster than promised,2024-10-29 21:23:00,1,67,Drone,pos
REV-002223,ORD-010373,PRD-00200,CUST-03575,3.0,Delivery feedback,"Average experience Product fine, delivery slow",2024-01-10 19:00:00,1,4,Van,neu
REV-006600,ORD-009790,PRD-00656,CUST-00401,2.0,,Package arrived damaged Drone dropped parcel in wrong spot,2024-05-19 17:05:00,1,,,neg
REV-003593,ORD-004280,PRD-00320,CUST-03818,4.0,Delivery feedback,,2024-09-07 09:05:00,1,3,Drone,pos
REV-001384,ORD-001887,PRD-00445,CUST-03484,4.0,Delivery feedback,Rider was polite and on time Drone drop was smooth and quick,2024-11-06 00:00:00,0,7,Van,pos
REV-008950,ORD-008453,PRD-00612,CUST-03979,4.0,,"Packaging was excellent, product intact Delivery was faster than promised",2024-05-21 15:05:00,0,47,Truck,pos
REV-004553,ORD-002964,PRD-00023,CUST-02805,1.0,Bad experience,No tracking updates at all Item missing from the box,2025-03-30 21:05:00,0,46,Drone,neg
REV-011897,ORD-011442,PRD-00707,CUST-04073,5.0,,"Packaging was excellent, product intact Great experience overall 👍",2024-06-07 09:00:00,1,,Van,pos
REV-001044,ORD-010762,PRD-00439,CUST-03796,3.0,,"Product fine, delivery slow Average experience",2024-06-16 08:58:00,1,87,Drone,neu
REV-003911,ORD-013164,PRD-00586,CUST-04454,4.0,,Drone drop was smooth and quick Tracking updates were accurate மிக நன்று,2024-12-05 09:23:00,1,17,Truck,pos
REV-002543,ORD-002379,PRD-00115,CUST-00022,3.0,Bad experience,"Average experience Product fine, delivery slow",2024-10-21 19:05:00,0,49,Van,neu
REV-010245,ORD-003268,PRD-00753,CUST-01178,5.0,Good,Tracking updates were accurate Great experience overall 👍,2024-09-22 17:44:00,1,47,Drone,pos
REV-005963,ORD-008436,PRD-00822,CUST-03767,5.0,Good,Rider was polite and on time Drone drop was smooth and quick 🚚💨,2025-11-06 21:58:00,1,33,Van,pos
REV-011918,ORD-014725,PRD-00396,CUST-00758,5.0,Bad experience,"Delivery was faster than promised Packaging was excellent, product intact",2025-05-16 08:44:00,1,,Bike,pos
REV-006086,ORD-008632,PRD-00787,CUST-01822,3.0,Delivery feedback,"Delivery was okay, nothing special Average experience",2025-03-01 14:23:00,1,28,Bike,neu
REV-011891,ORD-002475,PRD-00201,CUST-04080,4.0,Good,"Packaging was excellent, product intact Drone drop was smooth and quick",2025-06-16 08:00:00,0,,Drone,pos
REV-009458,ORD-005472,PRD-00801,CUST-03931,4.0,Delivery feedback,Delivery was faster than promised Tracking updates were accurate,2025-04-27 00:00:00,0,60,Truck,pos
REV-000862,ORD-006867,PRD-00615,CUST-04222,5.0,Good,Great experience overall 👍 Tracking updates were accurate worst 😡,2025-08-05 13:23:00,1,80,Truck,pos
REV-002003,ORD-011774,PRD-00308,CUST-02060,5.0,,"Delivery was faster than promised Packaging was excellent, product intact",2024-06-01 19:05:00,0,,Drone,pos
REV-008303,ORD-003090,PRD-00688,CUST-04711,4.0,Delivery feedback,Tracking updates were accurate Rider was polite and on time,2025-01-21 07:31:00,0,17,Drone,pos
REV-006903,ORD-000887,PRD-00400,CUST-03065,4.0,Delivery feedback,"Delivery was faster than promised Packaging was excellent, product intact",2024-02-14 19:23:00,0,14,,pos
REV-006911,ORD-014749,PRD-00479,CUST-04158,1.0,,Rider was rude on call Drone dropped parcel in wrong spot,2024-07-13 12:12:00,1,44,Drone,neg
REV-005069,ORD-008375,PRD-00632,CUST-03734,2.0,Delivery feedback,Rider was rude on call Item missing from the box,2024-06-10 19:31:00,1,11,Bike,neg
REV-005547,ORD-008351,PRD-00204,CUST-01727,4.0,Good,Great experience overall 👍 Rider was polite and on time,2024-03-27 15:05:00,1,,,pos
REV-007264,ORD-006498,PRD-00434,CUST-03124,2.0,Bad experience,Package arrived damaged Item missing from the box,2024-04-04 08:00:00,1,63,Bike,neg
REV-007114,ORD-014177,PRD-00126,CUST-01592,3.0,Good,Average experience Reached on time but packaging was weak,2024-03-15 13:58:00,0,40,Van,neu
REV-006337,ORD-011953,PRD-00474,CUST-01426,5.0,Delivery feedback,Drone drop was smooth and quick Great experience overall 👍,2024-08-22 12:17:00,1,8,Truck,pos
REV-003428,ORD-001377,PRD-00780,CUST-03159,3.0,Good,"Reached on time but packaging was weak Product fine, delivery slow",2025-03-16 20:31:00,1,,Bike,neu
REV-005580,ORD-004796,PRD-00227,CUST-00424,5.0,,Delivery was faster than promised Great experience overall 👍,2024-02-27 21:17:00,0,,Truck,pos
REV-002857,ORD-004420,PRD-00369,CUST-03550,3.0,,Reached on time but packaging was weak Average experience,2024-01-12 10:05:00,0,26,Drone,neu
REV-001509,ORD-013095,PRD-00319,CUST-02150,1.0,Good,Drone dropped parcel in wrong spot Rider was rude on call,2024-11-07 14:12:00,0,,Bike,neg
REV-005953,ORD-006711,PRD-00288,CUST-03777,1.0,Good,No tracking updates at all Delivery was 2 days late,2024-05-18 20:58:00,1,,Drone,neg
REV-001092,ORD-014710,PRD-00282,CUST-02000,4.0,Delivery feedback,Tracking updates were accurate Delivery was faster than promised,2024-10-21 15:23:00,0,,Drone,pos
REV-005988,ORD-000716,PRD-00766,CUST-03996,3.0,,"Product fine, delivery slow Reached on time but packaging was weak",2025-01-06 00:00:00,0,16,Drone,neu
REV-008062,ORD-001251,PRD-00667,CUST-00460,5.0,,"Delivery was faster than promised Packaging was excellent, product intact",2024-12-18 08:44:00,0,21,,pos
REV-009487,ORD-006298,PRD-00193,CUST-04392,5.0,,"Drone drop was smooth and quick Packaging was excellent, product intact",2025-04-16 13:58:00,1,66,Van,pos
REV-011107,ORD-008068,PRD-00455,CUST-03670,3.0,,"Delivery was okay, nothing special Average experience",2024-03-03 09:00:00,1,,Truck,neu
REV-007378,ORD-008352,PRD-00489,CUST-00479,5.0,Bad experience,Delivery was faster than promised Drone drop was smooth and quick,2025-04-17 00:00:00,0,,Bike,pos
REV-010280,ORD-006156,PRD-00007,CUST-02866,5.0,,"Packaging was excellent, product intact Rider was polite and on time",2024-09-30 09:44:00,0,7,Drone,pos
REV-002123,ORD-000635,PRD-00611,CUST-03159,4.0,Delivery feedback,Great experience overall 👍 Delivery was faster than promised,2024-11-11 00:00:00,1,2,Drone,pos
REV-006019,ORD-002230,PRD-00756,CUST-02347,1.0,,No tracking updates at all Rider was rude on call,2025-02-01 17:17:00,1,8,Van,neg
REV-001095,ORD-006247,PRD-00629,CUST-03734,3.0,,"Delivery was okay, nothing special Reached on time but packaging was weak",2024-08-26 13:12:00,1,10,Drone,neu
REV-002324,ORD-013168,PRD-00373,CUST-02611,5.0,Delivery feedback,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-12-30 16:17:00,0,73,,pos
REV-001227,ORD-008392,PRD-00009,CUST-04992,1.0,Good,Rider was rude on call Drone dropped parcel in wrong spot,2025-04-17 16:12:00,0,68,Truck,neg
REV-001149,ORD-003659,PRD-00643,CUST-00370,5.0,Good,Great experience overall 👍 Rider was polite and on time,2024-01-08 17:05:00,0,58,Drone,pos
REV-001659,ORD-005165,PRD-00796,CUST-04228,5.0,,"Packaging was excellent, product intact Rider was polite and on time",2024-08-06 12:58:00,0,63,Truck,pos
REV-010074,ORD-010125,PRD-00107,CUST-02807,3.0,,"Delivery was okay, nothing special Product fine, delivery slow",2025-03-06 06:44:00,1,57,Van,neu
REV-010858,ORD-002404,PRD-00377,CUST-00555,3.0,Good,,2024-01-05 00:00:00,0,,Truck,neu
REV-010538,ORD-004817,PRD-00596,CUST-03181,1.0,,Drone dropped parcel in wrong spot No tracking updates at all,2024-10-16 18:05:00,0,75,Truck,neg
REV-002859,ORD-000157,PRD-00199,CUST-01180,5.0,,"Packaging was excellent, product intact Tracking updates were accurate",2025-03-02 20:05:00,1,45,Drone,pos
REV-009453,ORD-012744,PRD-00114,CUST-01543,4.0,,Delivery was faster than promised Great experience overall 👍,2024-08-20 12:12:00,0,65,,pos
REV-002097,ORD-004738,PRD-00271,CUST-00241,4.0,,Great experience overall 👍 Rider was polite and on time,2024-06-02 09:12:00,1,,Truck,pos
REV-003575,ORD-006371,PRD-00074,CUST-03534,3.0,,Reached on time but packaging was weak Average experience,2024-01-10 21:05:00,1,,Drone,neu
REV-001720,ORD-007419,PRD-00379,CUST-00969,5.0,,"Packaging was excellent, product intact Tracking updates were accurate",2024-12-29 08:31:00,0,,,pos
REV-011317,ORD-004427,PRD-00151,CUST-03059,5.0,Bad experience,Drone drop was smooth and quick Tracking updates were accurate,2025-06-24 10:00:00,1,49,Drone,pos
REV-005597,ORD-013399,PRD-00560,CUST-00944,5.0,,,2024-06-19 09:44:00,1,35,Truck,pos
REV-011185,ORD-014360,PRD-00613,CUST-00165,1.0,,Drone dropped parcel in wrong spot Item missing from the box,2024-08-24 19:23:00,0,55,Drone,neg
REV-004768,ORD-011149,PRD-00594,CUST-01505,3.0,Good,"Reached on time but packaging was weak Product fine, delivery slow",2025-03-17 17:58:00,1,21,Drone,neu
REV-004970,ORD-004353,PRD-00395,CUST-04616,1.0,Good,No tracking updates at all Package arrived damaged,2024-11-05 10:12:00,0,46,Truck,neg
REV-003865,ORD-005088,PRD-00755,CUST-01236,5.0,Delivery feedback,"Packaging was excellent, product intact Rider was polite and on time",2024-10-17 20:58:00,0,66,Drone,pos
REV-001134,ORD-014138,PRD-00430,CUST-00390,1.0,,Item missing from the box Rider was rude on call,2024-09-17 08:05:00,0,50,Truck,neg
REV-004839,ORD-011704,PRD-00609,CUST-02083,3.0,,"Average experience Product fine, delivery slow",2024-02-23 20:17:00,1,,Van,neu
REV-009844,ORD-008257,PRD-00006,CUST-01564,4.0,,Rider was polite and on time Tracking updates were accurate,2024-04-24 10:23:00,0,85,Van,pos
REV-008970,ORD-007770,PRD-00324,CUST-02976,5.0,Delivery feedback,,2024-05-15 14:12:00,1,23,Drone,pos
REV-006402,ORD-011418,PRD-00553,CUST-03006,5.0,,Rider was polite and on time Drone drop was smooth and quick,2024-12-05 09:31:00,0,45,Truck,pos
REV-000089,ORD-000896,PRD-00290,CUST-00960,4.0,Delivery feedback,Great experience overall 👍 Drone drop was smooth and quick,2025-03-03 07:05:00,1,69,Drone,pos
REV-005894,ORD-002822,PRD-00076,CUST-02603,1.0,,Item missing from the box No tracking updates at all,2024-09-10 20:31:00,0,,,neg
REV-011782,ORD-007835,PRD-00578,CUST-00243,2.0,Bad experience,Package arrived damaged Drone dropped parcel in wrong spot,2025-05-20 15:58:00,1,77,Drone,neg
REV-007782,ORD-000141,PRD-00459,CUST-00722,3.0,,"Product fine, delivery slow Reached on time but packaging was weak",2024-08-26 09:05:00,0,59,Truck,neu
REV-005970,ORD-012319,PRD-00472,CUST-00114,5.0,,Great experience overall 👍 Rider was polite and on time,2025-04-02 16:05:00,0,,Truck,pos
REV-007267,ORD-002356,PRD-00649,CUST-03988,3.0,Good,"Average experience Delivery was okay, nothing special",2025-03-18 09:17:00,1,,Van,neu
REV-003728,ORD-010762,PRD-00014,CUST-03304,5.0,,Great experience overall 👍 Rider was polite and on time,2024-03-19 07:58:00,1,,Van,pos
REV-005463,ORD-009186,PRD-00681,CUST-02605,3.0,,"Average experience Delivery was okay, nothing special",2024-12-17 21:17:00,0,,Drone,neu
REV-009143,ORD-004576,PRD-00602,CUST-04727,5.0,,"Tracking updates were accurate Packaging was excellent, product intact",2024-04-10 13:12:00,0,1,Truck,pos
REV-008223,ORD-013141,PRD-00052,CUST-04697,3.0,Good,"Delivery was okay, nothing special Reached on time but packaging was weak",2024-04-30 19:12:00,1,,Bike,neu
REV-008693,ORD-011226,PRD-00463,CUST-00209,4.0,,Rider was polite and on time Tracking updates were accurate,2025-03-21 10:12:00,1,32,Bike,pos
REV-006155,ORD-001159,PRD-00226,CUST-02834,5.0,Bad experience,"Great experience overall 👍 Packaging was excellent, product intact",2025-11-04 06:23:00,1,78,Drone,pos
REV-002044,ORD-005150,PRD-00430,CUST-02644,5.0,,"Packaging was excellent, product intact Great experience overall 👍",2025-06-16 00:00:00,1,64,Bike,pos
REV-002580,ORD-013209,PRD-00136,CUST-01745,3.0,,"Reached on time but packaging was weak Product fine, delivery slow",2025-02-28 07:12:00,1,,Drone,neu
REV-000950,ORD-000008,PRD-00196,CUST-01350,1.0,Good,Drone dropped parcel in wrong spot No tracking updates at all,2024-05-21 19:00:00,0,,Van,neg
REV-001638,ORD-004858,PRD-00483,CUST-01906,2.0,,Drone dropped parcel in wrong spot Item missing from the box,2024-06-26 14:31:00,1,38,Drone,neg
REV-000380,ORD-011826,PRD-00244,CUST-02960,1.0,Good,No tracking updates at all Delivery was 2 days late,2024-12-17 20:23:00,0,,Van,neg
REV-011315,ORD-002273,PRD-00436,CUST-02765,1.0,Delivery feedback,Rider was rude on call No tracking updates at all,2025-01-21 06:58:00,1,81,Drone,neg
REV-008012,ORD-008900,PRD-00482,CUST-04671,5.0,Bad experience,Rider was polite and on time Great experience overall 👍,2024-12-19 12:00:00,0,,Bike,pos
REV-002945,ORD-012219,PRD-00768,CUST-02183,5.0,,"Tracking updates were accurate Packaging was excellent, product intact",2024-02-14 15:12:00,1,,Van,pos
REV-007050,ORD-014442,PRD-00484,CUST-00754,5.0,Delivery feedback,Drone drop was smooth and quick Great experience overall 👍,2024-03-02 21:17:00,0,87,Van,pos
REV-002561,ORD-002309,PRD-00645,CUST-01199,4.0,Delivery feedback,Tracking updates were accurate Drone drop was smooth and quick,2025-06-30 19:12:00,1,1,Truck,pos
REV-011845,ORD-009669,PRD-00666,CUST-00095,5.0,,"Rider was polite and on time Packaging was excellent, product intact",2024-09-23 19:31:00,0,36,Drone,pos
REV-007026,ORD-009081,PRD-00254,CUST-02740,5.0,,Delivery was faster than promised Great experience overall 👍,2024-06-30 00:00:00,1,,Drone,pos
REV-006625,ORD-005002,PRD-00738,CUST-00370,1.0,Delivery feedback,Item missing from the box Delivery was 2 days late,2024-06-29 07:00:00,1,64,,neg
REV-001967,ORD-014096,PRD-00832,CUST-02306,5.0,Delivery feedback,Drone drop was smooth and quick Rider was polite and on time,2024-07-03 12:23:00,1,76,Van,pos
REV-001273,ORD-004822,PRD-00558,CUST-03534,2.0,,Rider was rude on call Delivery was 2 days late,2024-04-10 12:05:00,1,49,,neg
REV-005565,ORD-008273,PRD-00261,CUST-00716,5.0,Good,Great experience overall 👍 Drone drop was smooth and quick,2024-10-05 14:05:00,1,3,Truck,pos
REV-003383,ORD-002483,PRD-00528,CUST-02309,1.0,Good,Delivery was 2 days late No tracking updates at all,2024-07-30 20:31:00,0,84,Drone,neg
REV-004272,ORD-003682,PRD-00460,CUST-04326,2.0,,Drone dropped parcel in wrong spot Item missing from the box,2025-04-28 18:58:00,0,,Truck,neg
REV-000069,ORD-014196,PRD-00690,CUST-04933,4.0,Bad experience,Rider was polite and on time Tracking updates were accurate,2024-05-11 19:23:00,1,,,pos
REV-009298,ORD-005377,PRD-00245,CUST-01615,2.0,,Package arrived damaged Drone dropped parcel in wrong spot,2025-04-01 00:00:00,0,4,Drone,neg
REV-009177,ORD-009065,PRD-00256,CUST-00849,5.0,Bad experience,Drone drop was smooth and quick Delivery was faster than promised,2024-02-18 09:05:00,0,14,,pos
REV-006520,ORD-009291,PRD-00542,CUST-02735,4.0,Bad experience,Rider was polite and on time Delivery was faster than promised,2024-03-30 20:05:00,1,,Drone,pos
REV-002733,ORD-014442,PRD-00392,CUST-04851,2.0,Good,No tracking updates at all Delivery was 2 days late,2024-11-10 20:12:00,1,60,,neg
REV-005018,ORD-012312,PRD-00790,CUST-02786,5.0,,Tracking updates were accurate Drone drop was smooth and quick மிக நன்று,2024-07-09 17:44:00,1,,Drone,pos
REV-006675,ORD-008620,PRD-00398,CUST-01274,5.0,,,2024-10-20 13:05:00,0,,Drone,pos
REV-010722,ORD-002552,PRD-00721,CUST-02030,5.0,,"Tracking updates were accurate Packaging was excellent, product intact",2024-12-14 15:12:00,1,28,Van,pos
REV-007108,ORD-004036,PRD-00060,CUST-00463,4.0,Bad experience,Drone drop was smooth and quick Rider was polite and on time,2024-05-08 00:00:00,0,4,Truck,pos
REV-002588,ORD-007429,PRD-00631,CUST-00904,3.0,Delivery feedback,"Reached on time but packaging was weak Product fine, delivery slow",2024-06-17 14:12:00,1,48,Drone,neu
REV-006181,ORD-008013,PRD-00483,CUST-03885,1.0,,Package arrived damaged Rider was rude on call,2025-04-09 21:05:00,1,37,Van,neg
