log_id,order_id,event_seq,event_type,event_timestamp,hub_code,vehicle_id,scanned_by_emp,location_city,remarks,exception_code
LOG-0065847,ORD-012555,2.0,PICKED_UP,2024-02-19 20:56:55,HUB-CHA,VEH-0689,EMP-0938,Hyderabad,"Consignee said ""call before arrival""",
LOG-0025945,ORD-004947,6.0,DELIVERED,2024-06-29 19:03:55,HUB-HYD,VEH-0711,EMP-0829,Ahmedabad,Weather hold - heavy rain at hub,
LOG-0017835,ORD-003396,3.0,OUT_FOR_DELIVERY,2025-01-01 23:36:24,HUB-BEN,VEH-0703,EMP-0395,Lucknow,,EX-07
LOG-0047152,ORD-008991,4.0,OUT_FOR_DELIVERY,2024-10-02 22:48:28,HUB-CHA,VEH-0459,EMP-0600,Madurai,,
LOG-0070431,ORD-013427,4.0,OUT_FOR_DELIVERY,2024-12-06 12:08:37,HUB-GUW,VEH-0149,EMP-0855,Chennai,"Drone aborted landing, obstacle detected",EX-12
LOG-0072002,ORD-013725,6.0,DELIVERED,2025-04-16 19:11:00,HUB-GUR,VEH-0720,EMP-0238,Jaipur,Weather hold - heavy rain at hub,
LOG-0048377,ORD-009222,6.0,DELIVERED,2025-05-04 13:18:00,HUB-GUW,VEH-0597,EMP-0370,Gurugram,"Consignee said ""call before arrival""",EX-01
LOG-0038279,ORD-007298,1.0,ORDER_PLACED,2025-03-23 11:10:51,HUB-KOL,VEH-0719,EMP-0001,Bengaluru,"Address unclear,
rider called customer twice",
LOG-0035706,ORD-006811,2.0,PICKED_UP,2025-03-01 00:00:00,HUB-DEL,VEH-0585,EMP-0444,Lucknow,Handed over to last-mile partner,
LOG-0046994,ORD-008960,5.0,IN_TRANSIT,2024-02-10 15:21:06,HUB-KOL,VEH-0601,EMP-1173,Kochi,OK,EX-01
LOG-0054674,ORD-010426,6.0,DELIVERED,2024-01-14 00:00:00,HUB-BEN,VEH-0613,EMP-0842,Lucknow,OK,
LOG-0041180,ORD-007849,3.0,OUT_FOR_DELIVERY,2025-10-04 21:40:51,HUB-MUM,VEH-0299,EMP-0052,Kochi,"Drone aborted landing, obstacle detected",
LOG-0024240,ORD-004622,6.0,DELIVERED,2025-08-02 13:54:45,HUB-LUC,VEH-0196,EMP-0426,Visakhapatnam,,
LOG-0044090,ORD-008403,6.0,FAILED_ATTEMPT,2025-03-18 13:20:55,HUB-KOL,VEH-0649,EMP-0611,Nagpur,Weather hold - heavy rain at hub,
LOG-0039765,ORD-007580,3.0,AT_HUB,2025-03-23 17:36:00,HUB-AHM,VEH-0702,EMP-0708,Gurugram,"Address unclear,
rider called customer twice",
LOG-0067815,ORD-012925,1.0,ORDER_PLACED,2025-10-01 10:29:40,HUB-KOC,VEH-0520,EMP-0707,Ahmedabad,Handed over to last-mile partner,
LOG-0020588,ORD-003925,2.0,PICKED_UP,2024-06-26 22:28:00,HUB-BEN,VEH-0210,EMP-0830,Guwahati,,
LOG-0057213,ORD-010913,1.0,ORDER_PLACED,2025-06-14 06:37:31,HUB-MAD,VEH-0300,EMP-0208,Kolkata,Weather hold - heavy rain at hub,
LOG-0037176,ORD-007089,6.0,FAILED_ATTEMPT,2024-04-10 14:16:38,HUB-KOC,VEH-0647,EMP-0198,Hyderabad,Weather hold - heavy rain at hub,
LOG-0052503,ORD-010011,5.0,FAILED_ATTEMPT,2024-07-25 14:53:25,HUB-COI,VEH-0292,EMP-0722,Bengaluru,"Drone aborted landing, obstacle detected",EX-07
LOG-0058331,ORD-011125,2.0,PICKED_UP,2024-08-23 14:04:34,HUB-KOC,VEH-0592,EMP-0248,Pune,,
LOG-0010073,ORD-001928,3.0,IN_TRANSIT,2024-04-30 04:28:50,HUB-DEL,VEH-0700,EMP-0813,Nagpur,Weather hold - heavy rain at hub,
LOG-0077052,ORD-014675,3.0,AT_HUB,2024-11-29 22:42:51,HUB-PUN,VEH-0608,EMP-0385,Bengaluru,"Consignee said ""call before arrival""",EX-01
LOG-0028106,ORD-005359,5.0,DELIVERED,2025-08-05 04:43:21,HUB-PUN,VEH-0640,EMP-0754,Madurai,"Consignee said ""call before arrival""",EX-12
LOG-0078071,ORD-014868,,ORDER_PLACED,,HUB-LUC,VEH-0195,EMP-0794,Guwahati,"Address unclear,
rider called customer twice",EX-12
LOG-0024557,ORD-004682,4.0,OUT_FOR_DELIVERY,2025-02-28 15:59:28,HUB-PUN,VEH-0418,EMP-0131,Mumbai,Weather hold - heavy rain at hub,
LOG-0052693,ORD-010048,2.0,PICKED_UP,2024-01-05 21:12:42,HUB-VIS,VEH-0655,EMP-0615,Mysuru,,
LOG-0023419,ORD-004466,6.0,DELIVERED,2025-02-24 11:09:21,HUB-DEL,VEH-0478,EMP-0628,Ahmedabad,,
LOG-0027126,ORD-005172,6.0,DELIVERED,2024-07-30 17:13:01,HUB-GUW,VEH-0424,EMP-1086,Hyderabad,"Consignee said ""call before arrival""",
LOG-0030431,ORD-005804,4.0,DELIVERED,2024-03-23 03:32:25,HUB-MAD,VEH-0532,EMP-0448,Kochi,Weather hold - heavy rain at hub,
LOG-0013085,ORD-002497,6.0,FAILED_ATTEMPT,2025-04-09 17:12:29,HUB-JAI,VEH-0544,EMP-0845,Bengaluru,,
LOG-0003027,ORD-000582,3.0,AT_HUB,2025-03-04 18:16:06,HUB-KOC,VEH-0211,EMP-0964,Bengaluru,"Address unclear,
rider called customer twice",
LOG-0025234,ORD-004812,4.0,IN_TRANSIT,2025-03-06 07:46:00,HUB-AHM,VEH-0725,EMP-0150,Jaipur,OK,
LOG-0019524,ORD-003723,1.0,ORDER_PLACED,2025-04-27 14:48:41,HUB-BEN,VEH-0541,EMP-0774,Coimbatore,"Customer unavailable, left with security",
LOG-0059827,ORD-011404,1.0,ORDER_PLACED,2025-04-19 18:04:00,HUB-HYD,VEH-0586,EMP-0973,Mumbai,"Address unclear,
rider called customer twice",
LOG-0044446,ORD-008472,1.0,ORDER_PLACED,2025-08-05 15:26:18,HUB-GUW,VEH-0554,EMP-0656,Lucknow,"Customer unavailable, left with security",
LOG-0077605,ORD-014779,5.0,AT_HUB,2024-07-20 17:29:00,HUB-LUC,VEH-0057,EMP-0731,Ahmedabad,"Drone aborted landing, obstacle detected",
LOG-0013974,ORD-002667,3.0,AT_HUB,2025-04-25 16:39:47,HUB-JAI,VEH-0335,EMP-1135,Bhubaneswar,"Customer unavailable, left with security",
LOG-0068498,ORD-013053,4.0,IN_TRANSIT,2025-06-09 16:17:00,HUB-CHA,VEH-0370,EMP-0867,Ahmedabad,,EX-12
LOG-0021882,ORD-004173,1.0,ORDER_PLACED,2024-05-18 16:16:25,HUB-BEN,VEH-0714,EMP-0125,Madurai,Handed over to last-mile partner,
LOG-0060647,ORD-011561,2.0,PICKED_UP,2024-06-10 18:54:00,HUB-HYD,VEH-0459,EMP-0714,Pune,"Customer unavailable, left with security",
LOG-0016551,ORD-003152,1.0,ORDER_PLACED,2024-03-29 23:42:58,HUB-KOC,VEH-0697,EMP-0051,Nagpur,"Consignee said ""call before arrival""",
LOG-0011599,ORD-002217,2.0,PICKED_UP,2025-06-23 22:22:00,HUB-JAI,VEH-0636,EMP-0190,Kolkata,"Drone aborted landing, obstacle detected",
LOG-0014005,ORD-002672,5.0,DELIVERED,2024-11-18 13:17:01,HUB-NAG,VEH-0618,EMP-0125,Nagpur,,
LOG-0061480,ORD-011721,1.0,ORDER_PLACED,2025-12-04 07:50:12,HUB-GUW,VEH-0540,EMP-0397,Ahmedabad,Handed over to last-mile partner,
LOG-0042882,ORD-008176,1.0,ORDER_PLACED,2025-06-13 19:57:29,HUB-GUR,VEH-0635,EMP-0428,Ahmedabad,"Consignee said ""call before arrival""",
LOG-0064762,ORD-012349,6.0,DELIVERED,2024-02-18 21:42:19,HUB-VIS,VEH-0335,EMP-1023,Visakhapatnam,,EX-12
LOG-0002412,ORD-000463,1.0,ORDER_PLACED,2024-02-08 10:20:00,HUB-HYD,VEH-0180,EMP-1170,Jaipur,,
LOG-0059527,ORD-011346,4.0,DELIVERED,2025-02-14 01:04:00,HUB-JAI,VEH-0721,EMP-0828,Nagpur,Weather hold - heavy rain at hub,
LOG-0064225,ORD-012245,5.0,OUT_FOR_DELIVERY,2025-04-14 02:44:40,HUB-GUW,VEH-0664,EMP-0427,Madurai,Handed over to last-mile partner,
LOG-0072714,ORD-013859,5.0,DELIVERED,2025-03-23 01:22:22,HUB-GUR,VEH-0623,EMP-0445,Madurai,"Consignee said ""call before arrival""",
LOG-0053872,ORD-010274,5.0,DELIVERED,2024-05-05 21:15:27,HUB-KOC,VEH-0649,EMP-1022,Guwahati,Handed over to last-mile partner,
LOG-0071324,ORD-013599,1.0,ORDER_PLACED,2025-04-21 00:00:00,HUB-GUR,VEH-0309,EMP-0146,Pune,,
LOG-0011139,ORD-002132,1.0,ORDER_PLACED,2025-04-23 17:50:43,HUB-HYD,VEH-0459,EMP-1101,Chennai,,
LOG-0038990,ORD-007434,4.0,OUT_FOR_DELIVERY,2025-01-20 15:00:43,HUB-JAI,VEH-0704,EMP-0040,Kochi,Weather hold - heavy rain at hub,
LOG-0054256,ORD-010348,1.0,ORDER_PLACED,2025-04-04 05:24:27,HUB-NAG,VEH-0587,EMP-0029,Guwahati,,
LOG-0001654,ORD-000316,5.0,DELIVERED,2025-10-03 00:58:58,HUB-GUR,VEH-0575,EMP-1031,Ahmedabad,Weather hold - heavy rain at hub,
LOG-0028045,ORD-005347,4.0,IN_TRANSIT,2024-11-29 17:43:08,HUB-MYS,VEH-0610,EMP-0686,Coimbatore,,
LOG-0021503,ORD-004099,1.0,ORDER_PLACED,2024-04-10 18:30:36,HUB-BEN,VEH-0341,EMP-0220,Gurugram,OK,
LOG-0026911,ORD-005132,1.0,ORDER_PLACED,2024-09-27 00:00:00,HUB-AHM,VEH-0078,EMP-0541,Visakhapatnam,,
LOG-0034657,ORD-006609,5.0,IN_TRANSIT,2025-11-04 20:27:40,HUB-KOL,VEH-0508,EMP-0523,Kolkata,"Address unclear,
rider called customer twice",
LOG-0013985,ORD-002669,2.0,PICKED_UP,2025-02-28 16:28:31,HUB-KOC,VEH-0684,EMP-1023,Hyderabad,,EX-01
LOG-0048041,ORD-009158,3.0,AT_HUB,2024-12-09 15:47:46,HUB-MYS,VEH-0249,EMP-0060,Delhi,,EX-01
LOG-0001170,ORD-000225,1.0,ORDER_PLACED,2024-03-30 00:00:00,HUB-HYD,VEH-0412,EMP-1175,Kolkata,"Customer unavailable, left with security",EX-01
LOG-0018945,ORD-003611,4.0,OUT_FOR_DELIVERY,2024-10-29 07:21:14,HUB-VIS,VEH-0339,EMP-0562,Pune,,
LOG-0022341,ORD-004260,3.0,AT_HUB,2024-04-29 21:04:00,HUB-BEN,VEH-0716,EMP-0504,Mysuru,"Customer unavailable, left with security",
LOG-0041651,ORD-007939,4.0,OUT_FOR_DELIVERY,2024-08-28 12:32:00,HUB-HYD,VEH-0187,EMP-0783,Ahmedabad,OK,
LOG-0001501,ORD-000287,1.0,ORDER_PLACED,2025-05-02 18:19:36,HUB-LUC,VEH-0609,EMP-1007,Madurai,,
LOG-0010393,ORD-001990,,ORDER_PLACED,2025-02-24 09:01:12,HUB-MYS,VEH-0712,EMP-1127,Bengaluru,"Address unclear,
rider called customer twice",
LOG-0067311,ORD-012829,5.0,RTO_INITIATED,2024-09-15 14:00:20,HUB-MYS,VEH-0178,EMP-0782,Coimbatore,,EX-07
LOG-0040239,ORD-007671,4.0,IN_TRANSIT,2024-04-09 17:47:08,HUB-NAG,VEH-0716,EMP-0872,Mumbai,OK,
LOG-0071366,ORD-013606,4.0,AT_HUB,2024-01-31 12:08:30,HUB-CHE,VEH-0509,EMP-0689,Chennai,,
LOG-0016861,ORD-003212,2.0,PICKED_UP,2025-05-25 00:00:00,HUB-MYS,VEH-0616,EMP-0482,Mumbai,"Drone aborted landing, obstacle detected",EX-01
LOG-0016277,ORD-003101,3.0,OUT_FOR_DELIVERY,2025-04-15 15:45:00,HUB-NAG,VEH-0679,EMP-0120,Kochi,OK,
LOG-0037565,ORD-007162,1.0,ORDER PLACED,2024-10-22 18:17:59,HUB-MYS,VEH-0704,EMP-1072,Delhi,,
LOG-0006348,ORD-001221,1.0,ORDER_PLACED,2025-03-31 20:42:00,HUB-MAD,VEH-0708,EMP-0069,Mysuru,,
LOG-0001676,ORD-000321,2.0,PICKED_UP,2024-05-24 11:37:41,HUB-PUN,VEH-0361,EMP-0897,Lucknow,Handed over to last-mile partner,
LOG-0030102,ORD-005743,5.0,DELIVERED,2025-04-27 00:00:00,HUB-MYS,VEH-0317,EMP-0133,Guwahati,Handed over to last-mile partner,
LOG-0064070,ORD-012215,4.0,IN_TRANSIT,2025-05-19 12:52:17,HUB-COI,VEH-0345,EMP-1064,Hyderabad,"Address unclear,
rider called customer twice",
LOG-0050826,ORD-009692,6.0,DELIVERED,2025-04-01 00:00:00,HUB-COI,VEH-0673,EMP-0498,Mysuru,"Address unclear,
rider called customer twice",
LOG-0015269,ORD-002913,2.0,PICKED_UP,2025-01-02 00:00:00,HUB-BEN,VEH-0699,EMP-0020,Coimbatore,Handed over to last-mile partner,
LOG-0053986,ORD-010295,5.0,DELIVERED,2024-02-04 16:36:26,HUB-HYD,VEH-0309,EMP-0722,Hyderabad,"Customer unavailable, left with security",
LOG-0048722,ORD-009288,1.0,ORDER_PLACED,2025-04-15 00:00:00,HUB-GUW,VEH-0685,EMP-1161,Coimbatore,"Customer unavailable, left with security",
LOG-0074760,ORD-014244,1.0,ORDER_PLACED,2025-02-19 12:50:00,HUB-MYS,VEH-0483,EMP-1149,Visakhapatnam,,EX-12
LOG-0058760,ORD-011203,4.0,OUT_FOR_DELIVERY,2024-11-03 13:34:21,HUB-CHE,VEH-0675,EMP-0297,Madurai,"Customer unavailable, left with security",
LOG-0022000,ORD-004194,5.0,OUT_FOR_DELIVERY,2025-04-05 11:57:00,HUB-GUR,VEH-0332,EMP-0034,Bhubaneswar,"Drone aborted landing, obstacle detected",EX-12
LOG-0046031,ORD-008777,2.0,PICKED_UP,2024-04-23 21:24:04,HUB-NAG,VEH-0659,EMP-0594,Kochi,Handed over to last-mile partner,
LOG-0052735,ORD-010056,2.0,PICKED_UP,2025-03-29 06:51:44,HUB-NAG,VEH-0177,EMP-1158,Kolkata,"Drone aborted landing, obstacle detected",
LOG-0004637,ORD-000894,1.0,ORDER_PLACED,,HUB-CHA,VEH-0637,EMP-0248,Mumbai,,
LOG-0021620,ORD-004122,3.0,AT_HUB,2025-04-01 05:05:09,HUB-KOL,VEH-0596,EMP-0361,Gurugram,Handed over to last-mile partner,
LOG-0000826,ORD-000160,1.0,ORDER_PLACED,2024-09-25 20:15:02,HUB-NAG,VEH-0196,EMP-1108,Pune,"Drone aborted landing, obstacle detected",
LOG-0034576,ORD-006593,2.0,PICKED_UP,2025-02-27 20:29:55,HUB-MYS,VEH-0729,EMP-0338,Nagpur,"Customer unavailable, left with security",
LOG-0026644,ORD-005080,3.0,OUT_FOR_DELIVERY,2024-11-08 21:18:00,HUB-JAI,VEH-0693,EMP-0612,Mysuru,Handed over to last-mile partner,
LOG-0068500,ORD-013054,1.0,ORDER_PLACED,2024-01-05 00:00:00,HUB-DEL,VEH-0439,EMP-0770,Ahmedabad,"Address unclear,
rider called customer twice",
LOG-0075368,ORD-014356,2.0,PICKED_UP,2025-01-18 17:32:00,HUB-JAI,VEH-0664,EMP-0133,Mysuru,Weather hold - heavy rain at hub,
LOG-0055195,ORD-010527,3.0,OUT_FOR_DELIVERY,2024-03-01 07:54:08,HUB-HYD,VEH-0660,EMP-0213,Lucknow,Handed over to last-mile partner,EX-07
LOG-0045108,ORD-008598,3.0,IN_TRANSIT,2025-01-19 00:00:00,HUB-VIS,VEH-0678,EMP-0389,Mysuru,Weather hold - heavy rain at hub,
LOG-0006620,ORD-001272,2.0,PICKED_UP,2024-06-14 13:48:41,HUB-CHA,VEH-0363,EMP-0134,Madurai,"Consignee said ""call before arrival""",
LOG-0043235,ORD-008243,1.0,ORDER_PLACED,2024-10-15 14:00:09,HUB-VIS,VEH-0615,EMP-0843,Mumbai,"Customer unavailable, left with security",
LOG-0070706,ORD-013480,1.0,ORDER_PLACED,2024-01-08 11:20:58,HUB-COI,VEH-0196,EMP-0647,Coimbatore,Handed over to last-mile partner,
LOG-0050639,ORD-009656,2.0,PICKED_UP,2025-04-26 19:21:12,HUB-AHM,VEH-0367,EMP-0015,Jaipur,Weather hold - heavy rain at hub,
LOG-0036597,ORD-006978,4.0,OUT_FOR_DELIVERY,2024-07-18 13:47:00,HUB-CHA,VEH-0483,EMP-0503,Coimbatore,"Consignee said ""call before arrival""",
LOG-0008572,ORD-001646,3.0,AT_HUB,2025-04-12 18:30:00,HUB-KOC,VEH-0607,EMP-0317,Chandigarh,OK,
LOG-0073153,ORD-013939,4.0,AT_HUB,2024-04-06 15:44:44,HUB-KOL,VEH-0649,EMP-0961,Chandigarh,"Drone aborted landing, obstacle detected",
LOG-0022101,ORD-004215,1.0,ORDER_PLACED,2025-06-18 20:11:28,HUB-VIS,VEH-0175,EMP-0327,Guwahati,OK,
LOG-0006491,ORD-001247,5.0,IN_TRANSIT,2025-10-05 13:35:13,HUB-VIS,VEH-0706,EMP-1122,Madurai,OK,
LOG-0001923,ORD-000368,5.0,DELIVERED,2024-05-10 14:20:04,HUB-KOL,VEH-0383,EMP-0941,Kochi,,EX-01
LOG-0061032,ORD-011634,4.0,DELIVERED,2024-08-21 11:26:59,HUB-LUC,VEH-0013,EMP-1153,Kochi,Weather hold - heavy rain at hub,
LOG-0007152,ORD-001375,1.0,ORDER_PLACED,2025-09-03 14:37:32,HUB-GUW,VEH-0575,EMP-0272,Kochi,Weather hold - heavy rain at hub,
LOG-0055116,ORD-010512,2.0,PICKED UP,2024-10-02 02:26:55,HUB-COI,VEH-0668,EMP-0682,Bengaluru,"Customer unavailable, left with security",
LOG-0078233,ORD-014899,5.0,OUT_FOR_DELIVERY,2025-05-23 21:17:42,HUB-COI,VEH-0650,EMP-0821,Mysuru,"Address unclear,
rider called customer twice",
LOG-0030694,ORD-005855,2.0,PICKED_UP,2024-06-09 15:11:22,HUB-GUR,VEH-0535,EMP-0112,Guwahati,,
LOG-0020137,ord-003841,5.0,AT_HUB,2024-07-08 17:51:31,HUB-LUC,VEH-0659,EMP-0419,Ahmedabad,,
LOG-0033253,ORD-006342,4.0,DELIVERED,2024-05-06 04:11:13,HUB-KOL,VEH-0700,EMP-0148,Visakhapatnam,Weather hold - heavy rain at hub,
LOG-0066959,ORD-012763,4.0,DELIVERED,2024-08-15 17:47:00,HUB-PUN,VEH-0676,EMP-0020,Mumbai,"Drone aborted landing, obstacle detected",
LOG-0007608,ORD-001462,3.0,AT_HUB,2025-06-26 00:00:00,HUB-HYD,VEH-0325,EMP-0028,Delhi,Weather hold - heavy rain at hub,
LOG-0034668,ORD-006611,4.0,DELIVERED,2025-08-02 08:32:49,HUB-CHA,VEH-0639,EMP-0934,Hyderabad,"Customer unavailable, left with security",
LOG-0056321,ORD-010744,3.0,AT_HUB,2024-08-14 06:57:31,HUB-MYS,VEH-0683,EMP-0311,Chennai,,
LOG-0016555,ORD-003152,5.0,DELIVERED,2024-03-30 15:13:32,HUB-MAD,VEH-0665,EMP-1101,Nagpur,OK,
LOG-0065702,ORD-012526,5.0,AT_HUB,2024-02-21 22:52:21,HUB-MAD,VEH-0563,EMP-0014,Lucknow,"Consignee said ""call before arrival""",
LOG-0070552,ORD-013451,2.0,PICKED_UP,2024-11-30 00:00:00,HUB-BHU,VEH-0224,EMP-0892,Bhubaneswar,,
LOG-0022711,ORD-004331,5.0,DELIVERED,2024-05-11 21:36:25,HUB-HYD,VEH-0686,EMP-0433,Lucknow,,
LOG-0014877,ORD-002837,2.0,PICKED_UP,2024-02-02 10:04:00,HUB-BEN,VEH-0673,EMP-0562,Madurai,,
LOG-0069782,ORD-013301,3.0,AT_HUB,2024-06-14 13:35:20,HUB-MYS,VEH-0711,EMP-0214,Visakhapatnam,"Drone aborted landing, obstacle detected",
LOG-0050401,ORD-009610,4.0,AT_HUB,,HUB-KOC,VEH-0021,EMP-0184,Coimbatore,"Customer unavailable, left with security",EX-07
LOG-0059478,ORD-011338,1.0,ORDER PLACED,2025-04-21 19:35:32,HUB-MYS,VEH-0621,EMP-0487,Mumbai,Handed over to last-mile partner,
LOG-0030714,ORD-005859,1.0,ORDER_PLACED,2025-08-04 06:40:48,HUB-MYS,VEH-0672,EMP-0684,Bengaluru,"Customer unavailable, left with security",
LOG-0076495,ORD-014568,1.0,ORDER_PLACED,2025-05-02 17:40:12,HUB-CHE,VEH-0626,EMP-0909,Mumbai,"Customer unavailable, left with security",
LOG-0020501,ORD-003908,2.0,PICKED_UP,2024-02-12 19:15:00,HUB-BHU,VEH-0709,EMP-1071,Guwahati,,
LOG-0006655,ORD-001279,3.0,OUT_FOR_DELIVERY,2025-11-04 16:13:47,HUB-VIS,VEH-0274,EMP-0257,Hyderabad,,
LOG-0003643,ORD-000701,3.0,IN_TRANSIT,2025-09-06 09:51:38,HUB-GUW,VEH-0028,EMP-0511,Delhi,,EX-12
LOG-0044685,ORD-008518,4.0,AT_HUB,2024-03-04 11:46:00,HUB-BEN,VEH-0233,EMP-0004,Hyderabad,Weather hold - heavy rain at hub,
LOG-0050193,ORD-009570,4.0,OUT_FOR_DELIVERY,2024-02-10 02:27:57,HUB-KOL,VEH-0722,EMP-0713,Madurai,"Consignee said ""call before arrival""",
LOG-0062737,ORD-011962,5.0,DELIVERED,2025-02-24 12:55:45,HUB-NAG,VEH-0094,EMP-0648,Nagpur,Weather hold - heavy rain at hub,
LOG-0058511,ORD-011158,3.0,OUT_FOR_DELIVERY,2025-03-27 17:35:00,HUB-GUR,VEH-0239,EMP-0356,Guwahati,,EX-07
LOG-0017522,ORD-003337,6.0,DELIVERED,2024-08-31 12:47:18,HUB-VIS,VEH-0680,EMP-0833,Bengaluru,,
LOG-0053254,ORD-010154,1.0,ORDER_PLACED,2024-11-25 00:00:00,HUB-NAG,VEH-0564,EMP-0936,Kochi,OK,
LOG-0047165,ORD-008994,1.0,ORDER_PLACED,,HUB-KOC,VEH-0716,EMP-0090,Kochi,"Drone aborted landing, obstacle detected",EX-07
LOG-0029272,ORD-005584,2.0,PICKED_UP,2025-02-20 14:47:31,HUB-KOC,VEH-0700,EMP-0076,Mumbai,"Address unclear,
rider called customer twice",
LOG-0016644,ORD-003169,5.0,IN_TRANSIT,2025-05-04 14:08:00,HUB-BEN,VEH-0659,EMP-0758,Visakhapatnam,,
LOG-0055814,ORD-010647,2.0,PICKED_UP,2025-06-23 10:36:53,HUB-KOC,VEH-0275,EMP-0146,Madurai,"Customer unavailable, left with security",
LOG-0028108,ORD-005360,2.0,PICKED_UP,2024-05-12 22:14:00,HUB-KOL,VEH-0275,EMP-0242,Visakhapatnam,,
LOG-0042149,ORD-008038,1.0,ORDER_PLACED,2024-07-30 13:06:00,HUB-GUR,VEH-0609,EMP-0350,Nagpur,"Customer unavailable, left with security",
LOG-0053999,ORD-010298,1.0,ORDER_PLACED,2025-06-16 08:54:07,HUB-HYD,VEH-0626,EMP-0561,Lucknow,,
LOG-0063821,ORD-012169,1.0,ORDER_PLACED,2024-11-29 13:44:27,HUB-PUN,VEH-0689,EMP-0118,Hyderabad,"Consignee said ""call before arrival""",
LOG-0006571,ORD-001262,6.0,RTO_INITIATED,2024-08-14 22:24:54,HUB-KOL,VEH-0493,EMP-0610,Bengaluru,Weather hold - heavy rain at hub,
LOG-0029584,ORD-005645,1.0,ORDER_PLACED,2024-07-28 08:07:00,HUB-KOL,VEH-0128,EMP-0108,Lucknow,Weather hold - heavy rain at hub,
LOG-0022600,ORD-004309,,OUT FOR DELIVERY,2025-02-19 13:17:20,HUB-KOC,VEH-0443,EMP-0661,Chennai,Weather hold - heavy rain at hub,
LOG-0012772,ORD-002438,2.0,PICKED_UP,2024-10-05 18:15:15,HUB-KOL,VEH-0510,EMP-0516,Chennai,,
LOG-0007802,ORD-001499,3.0,OUT_FOR_DELIVERY,2024-07-31 09:51:00,HUB-LUC,VEH-0275,EMP-0765,Guwahati,,
LOG-0062129,ORD-011844,4.0,DELIVERED,2024-02-21 01:34:56,HUB-CHE,VEH-0611,EMP-0437,Pune,,
LOG-0061623,ORD-011747,6.0,RTO_INITIATED,2024-01-23 18:47:51,HUB-BEN,VEH-0720,EMP-0998,Pune,"Drone aborted landing, obstacle detected",
LOG-0039585,ORD-007545,1.0,ORDER_PLACED,2024-03-18 21:06:45,HUB-DEL,VEH-0232,EMP-0436,Visakhapatnam,"Consignee said ""call before arrival""",
LOG-0026534,ORD-005059,4.0,DELIVERED,2024-03-16 20:20:12,HUB-NAG,VEH-0397,EMP-0008,Mysuru,"Drone aborted landing, obstacle detected",
LOG-0006245,ORD-001201,2.0,PICKED_UP,2024-09-17 16:37:59,HUB-HYD,VEH-0281,EMP-0243,Lucknow,"Drone aborted landing, obstacle detected",
LOG-0074946,ORD-014280,5.0,OUT_FOR_DELIVERY,2025-04-21 13:58:44,HUB-JAI,VEH-0593,EMP-1113,Mumbai,"Drone aborted landing, obstacle detected",
LOG-0024787,ORD-004726,5.0,AT_HUB,2024-08-28 00:00:00,HUB-LUC,VEH-0667,EMP-1055,Madurai,OK,EX-07
LOG-0013541,ORD-002584,4.0,AT_HUB,2024-01-14 12:05:38,HUB-AHM,VEH-0403,EMP-0246,Nagpur,,
LOG-0041414,ORD-007894,2.0,PICKED_UP,2024-07-10 07:11:29,HUB-MUM,VEH-0254,EMP-0229,Coimbatore,"Consignee said ""call before arrival""",
LOG-0039220,ORD-007476,6.0,DELIVERED,2024-03-14 06:10:00,HUB-MUM,VEH-0612,EMP-0510,Delhi,"Customer unavailable, left with security",EX-12
LOG-0077045,ORD-014674,2.0,PICKED_UP,2024-07-22 15:14:57,HUB-VIS,VEH-0612,EMP-0862,Lucknow,,
LOG-0072220,ORD-013765,6.0,DELIVERED,2024-05-10 22:21:00,HUB-GUR,VEH-0715,EMP-0326,Chennai,OK,
LOG-0020959,ORD-003995,4.0,AT_HUB,2025-01-28 21:39:00,HUB-CHA,VEH-0622,EMP-0257,Lucknow,"Drone aborted landing, obstacle detected",
LOG-0030789,ORD-005873,1.0,ORDER_PLACED,2024-11-11 13:56:28,HUB-JAI,VEH-0613,EMP-0921,Bhubaneswar,,
LOG-0046538,ORD-008874,1.0,ORDER_PLACED,2024-01-29 20:08:00,HUB-LUC,VEH-0200,EMP-0334,Visakhapatnam,OK,
LOG-0018282,ORD-003482,2.0,PICKED_UP,2024-04-28 16:22:50,HUB-KOL,VEH-0586,EMP-1128,Chennai,,
LOG-0016001,ORD-003050,2.0,PICKED_UP,2025-01-11 11:54:00,HUB-JAI,VEH-0600,EMP-0005,Gurugram,,
LOG-0067057,ORD-012782,3.0,OUT_FOR_DELIVERY,2024-06-24 21:28:56,HUB-MAD,VEH-0430,EMP-0639,Kolkata,"Customer unavailable, left with security",
LOG-0000352,ORD-000069,1.0,ORDER_PLACED,2025-04-29 17:10:12,HUB-BEN,VEH-0673,EMP-1043,Mumbai,,
LOG-0032903,ORD-006276,4.0,IN_TRANSIT,2024-06-05 18:35:07,HUB-NAG,VEH-0581,EMP-0980,Bhubaneswar,"Customer unavailable, left with security",
LOG-0001605,ORD-000307,3.0,IN_TRANSIT,2025-04-04 16:11:22,HUB-CHA,VEH-0622,EMP-0216,Delhi,"Drone aborted landing, obstacle detected",
LOG-0016918,ORD-003223,2.0,PICKED_UP,2024-06-15 15:13:18,HUB-CHE,VEH-0588,EMP-1162,Ahmedabad,"Address unclear,
rider called customer twice",
LOG-0067410,ORD-012849,4.0,FAILED_ATTEMPT,2025-07-06 00:50:55,HUB-AHM,VEH-0609,EMP-0978,Gurugram,Handed over to last-mile partner,
