date,city,humidity_pct,precipitation_mm,wind_speed_kmph,visibility_km,condition,storm_alert,temp_c
2024-07-01,Mysuru,66,0.9,31.8,5.2,Clear,0,
2024-08-01,Mysuru,93,0.0,5.1,0.8,Fog,0,25.7
2024-09-01,Mysuru,87,69.4,41.8,7.6,Rain,0,25.9
2024-01-11,Mysuru,88,34.5,23.0,7.8,Rain,0,26.4
2024-01-12,Mysuru,77,0.5,8.8,5.8,Clear,0,80.5
2024-01-13,Mysuru,73,1.1,27.0,4.2,Cloudy,0,28.9
2024-01-14,Mysuru,66,0.7,21.4,5.8,Sunny,0,29.9
2024-01-15,Mysuru,32,1.8,33.3,4.8,Clear,0,27.6
2024-01-16,Mysuru,79,0.0,37.4,5.1,Clear,0,25.4
2024-01-17,Mysuru,72,101.4,29.8,7.1,Rain,1,31.7
2024-01-18,Mysuru,94,0.4,31.1,5.8,Clear,0,27.8
2024-01-19,Mysuru,32,98.8,17.9,11.9,Rain,0,27.4
2024-01-20,Mysuru,97,92.3,19.7,11.9,Rain,1,29.3
2024-01-21,Mysuru,34,0.3,11.1,11.6,Clear,0,25.7
2024-01-22,Mysuru,73,100.6,9.9,8.1,Rain,0,23.8
2024-01-23,Mysuru,38,0.8,13.5,6.9,Cloudy,0,26.8
2024-01-24,Mysuru,52,0.1,33.6,11.9,Cloudy,0,27.2
2024-01-25,Mysuru,34,0.8,37.1,9.3,Clear,0,26.3
2024-01-26,Mysuru,,17.8,26.1,11.7,Rain,0,33.111111111111114
2024-01-27,Mysuru,41,1.0,21.7,6.0,Cloudy,0,34.9
2024-01-28,Mysuru,98,1.9,10.5,8.9,Cloudy,0,28.9
2024-01-29,Mysuru,98,84.8,41.1,10.5,Heavy Rain,0,25.8
2024-01-30,Mysuru,66,43.6,34.9,7.4,Heavy Rain,1,24.0
2024-01-31,Mysuru,76,1.1,23.1,10.0,Sunny,0,27.4
2024-02-01,Mysuru,84,1.6,8.3,0.5,Fog,0,32.4
2024-02-03,Mysuru,57,1.4,6.3,10.9,Cloudy,0,27.2
2024-04-02,Mysuru,91,1.0,27.8,10.5,Clear,0,27.5
2024-05-02,Mysuru,62,1.3,18.6,11.2,Clear,0,24.3
2024-02-06,Mysuru,76,1.9,25.6,11.9,Sunny,0,30.5
2024-02-07,Mysuru,94,1.5,22.2,10.0,Cloudy,0,31.0
2024-08-02,Mysuru,81,0.5,43.5,0.4,Fog,0,30.1
2024-02-09,Mysuru,unknown,1.5,44.7,10.0,Cloudy,0,28.388888888888886
2024-10-02,Mysuru,75,0.3,3.8,1.3,Fog,0,32.0
2024-11-02,Mysuru,38,75.3,19.2,7.9,Rain,0,30.2
2024-02-12,Mysuru,46,1.3,21.0,2.0,Fog,0,31.6
2024-02-13,Mysuru,39,8.0,21.0,6.4,Heavy Rain,0,26.5
2024-02-14,Mysuru,53,0.9,9.7,6.2,Clear,0,33.7
2024-02-15,Mysuru,95,1.4,3.5,5.7,Cloudy,0,30.5
2024-02-16,Mysuru,46,0.6,7.3,4.5,Clear,0,29.3
2024-02-17,Mysuru,69,1.2,38.0,6.5,Clear,0,27.9
2024-02-18,Mysuru,94,0.9,40.4,10.1,Clear,0,28.8
2024-02-19,Mysuru,44,0.8,35.6,7.0,Cloudy,0,31.4
2024-02-20,Mysuru,84,0.3,3.7,8.4,Clear,0,28.4
2024-02-21,Mysuru,46,1.5,23.6,5.4,Cloudy,0,26.4
2024-02-22,Mysuru,68,69.6,7.2,4.6,Rain,0,33.3
2024-02-23,Mysuru,78,60.8,33.8,4.4,Thunderstorm,1,23.4
2024-02-24,Mysuru,44,96.9,13.6,8.8,Thunderstorm,1,33.0
2024-02-25,Mysuru,,1.9,40.5,8.4,Clear,0,33.8
2024-02-26,Mysuru,,0.6,35.0,7.9,Clear,0,35.3
2024-02-27,Mysuru,50,1.2,15.5,4.1,Cloudy,0,28.4
2024-02-28,Mysuru,98,88.0,28.4,11.8,Rain,0,29.38888888888889
2024-02-29,Mysuru,85,1.3,41.0,6.3,Sunny,0,29.8
2024-03-01,Mysuru,42,1.4,9.0,10.7,Clear,0,36.3
2024-03-02,Mysuru,54,0.0,14.9,7.2,Sunny,0,28.9
2024-03-03,Mysuru,91,1.4,36.0,10.6,Clear,0,29.2
2024-03-04,Mysuru,43,99.4,18.3,9.7,Rain,0,29.666666666666668
2024-05-03,Mysuru,55,0.2,23.3,8.1,Cloudy,0,32.5
2024-03-06,Mysuru,97,0.9,26.8,5.9,Clear,0,29.1
2024-07-03,Mysuru,77,0.6,4.4,1.0,Fog,0,33.7
2024-08-03,Mysuru,30,1.7,41.4,10.0,Cloudy,0,30.8
2024-03-09,Mysuru,28,1.9,10.1,9.6,Clear,0,31.0
2024-03-10,Mysuru,54,0.6,17.6,4.4,Clear,0,34.8
2024-11-03,Mysuru,43,0.8,11.1,5.0,Clear,0,26.4
2024-03-12,Mysuru,62,75.6,25.4,11.2,Rain,0,32.6
2024-03-13,Mysuru,49,0.6,5.1,10.0,Clear,0,32.2
2024-03-14,Mysuru,73,6.6,34.8,9.7,Thunderstorm,0,32.3
2024-03-15,Mysuru,46,1.1,38.5,7.8,Clear,0,33.0
2024-03-16,Mysuru,40,0.0,21.2,5.2,Clear,0,38.5
2024-03-17,Mysuru,34,39.3,2.8,10.8,Heavy Rain,1,35.2
2024-03-18,Mysuru,67,1.6,4.1,10.8,Clear,0,30.6
2024-03-19,Mysuru,49,0.8,9.4,2.5,Fog,0,35.1
2024-03-20,Mysuru,81,0.3,17.3,5.2,Clear,0,29.8
2024-03-21,Mysuru,34,2.0,4.0,8.5,Cloudy,0,34.8
2024-03-22,Mysuru,29,1.3,18.0,5.6,Cloudy,0,35.3
2024-03-23,Mysuru,69,0.2,29.9,9.2,Cloudy,0,33.8
2024-03-24,Mysuru,,102.8,37.3,10.8,Rain,0,36.9
2024-03-25,Mysuru,55,19.8,5.4,10.8,Rain,0,31.3
2024-03-26,Mysuru,95,0.1,41.3,8.8,Clear,0,35.666666666666664
2024-03-27,Mysuru,68,0.7,5.7,7.1,Clear,0,39.6
2024-03-28,Mysuru,70,0.5,33.9,4.6,Cloudy,0,36.0
2024-03-29,Mysuru,  ,1.4,14.6,4.2,Sunny,0,35.9
2024-03-30,Mysuru,53,1.3,14.5,9.9,Clear,0,
2024-03-31,Mysuru,54,1.1,40.3,4.5,Cloudy,0,31.4
2024-01-04,Mysuru,,0.9,18.0,11.7,Clear,0,33.0
2024-02-04,Mysuru,42,1.8,26.8,9.0,Clear,0,34.5
2024-04-03,Mysuru,45,0.9,19.5,8.7,Clear,0,38.3
2024-04-04,Mysuru,47,0.8,12.2,4.6,Sunny,0,31.1
2024-04-05,Mysuru,86,35.7,12.8,11.0,Rain,0,36.4
2024-06-04,Mysuru,43,0.5,25.5,7.5,Clear,0,24.6
2024-07-04,Mysuru,88,0.9,44.9,1.5,Fog,0,32.6
2024-08-04,Mysuru,91,1.3,6.2,8.2,Clear,0,28.4
2024-09-04,Mysuru,90,91.6,6.1,8.8,Rain,0,31.1
2024-04-10,Mysuru,45,1.4,7.3,11.7,Cloudy,0,33.4
2024-04-11,Mysuru,58,20.1,15.2,8.7,Rain,1,30.1
2024-04-12,Mysuru,84,92.1,42.8,10.9,Rain,1,26.22222222222222
2024-04-13,Mysuru,37,1.9,3.4,9.4,Clear,0,84.5
2024-04-14,Mysuru,52,0.4,15.1,7.2,Clear,0,32.8
2024-04-15,Mysuru,30,0.7,9.5,4.7,Clear,0,
2024-04-16,Mysuru,30,0.9,31.6,4.4,Cloudy,0,27.4
2024-04-17,Mysuru,40,1.6,39.1,10.6,Clear,0,27.1
2024-04-18,Mysuru,43,48.2,26.4,9.0,Rain,0,33.8
2024-04-19,Mysuru,34,0.8,4.0,4.9,Cloudy,0,26.9
2024-04-20,Mysuru,98,0.1,35.4,8.4,Clear,0,31.6
2024-04-21,Mysuru,74,1.8,5.4,7.7,Clear,0,24.9
2024-04-22,Mysuru,84,8.8,16.3,5.1,Rain,0,34.7
2024-04-23,Mysuru,54,1.8,13.3,11.5,Clear,0,30.2
2024-04-24,Mysuru,95,0.5,15.0,7.4,Clear,0,26.4
2024-04-25,Mysuru,29,1.3,42.3,9.5,Cloudy,0,33.4
2024-04-26,Mysuru,61,0.7,3.3,8.5,Clear,0,31.9
2024-04-27,Mysuru,70,1.4,5.8,5.0,Clear,0,31.2
2024-04-28,Mysuru,81,0.9,30.0,9.9,Clear,0,28.3
2024-04-29,Mysuru,38,0.3,42.8,8.6,Clear,0,29.2
2024-04-30,Mysuru,41,1.8,2.3,4.7,Clear,0,31.6
2024-05-01,Mysuru,69,76.0,14.0,9.2,Thunderstorm,1,31.5
2024-05-02,Mysuru,63,1.4,31.2,7.7,Sunny,0,34.9
2024-05-03,Mysuru,45,88.8,26.0,7.0,Rain,0,27.2
2024-05-04,Mysuru,75,1.8,32.4,8.9,Clear,0,35.55555555555556
2024-05-05,Mysuru,36,1.4,13.7,11.1,Clear,0,33.5
2024-05-06,Mysuru,88,43.6,23.9,5.0,Rain,1,30.4
2024-07-05,Mysuru,44,68.1,31.8,10.6,Thunderstorm,0,33.6
2024-08-05,Mysuru,48,98.4,8.6,11.9,Rain,1,33.1
2024-09-05,Mysuru,76,0.7,21.1,7.3,Clear,0,25.8
2024-10-05,Mysuru,43,35.8,6.8,4.8,Rain,0,25.7
2024-05-11,Mysuru,57,1.2,11.5,11.0,Cloudy,0,38.1
2024-12-05,Mysuru,77,0.8,42.9,1.6,Fog,0,30.4
2024-05-14,Mysuru,39,1.5,13.9,11.7,Clear,0,30.9
2024-05-15,Mysuru,58,0.9,-,11.3,Cloudy,0,25.7
2024-05-16,Mysuru,36,1.4,10.2,9.6,Cloudy,0,81.0
2024-05-17,Mysuru,59,100.5,19.2,7.2,Rain,0,30.5
2024-05-18,Mysuru,36,94.3,14.2,6.4,Rain,0,30.8
2024-05-19,Mysuru,40,64.6,40.5,9.7,Rain,0,26.8
2024-05-20,Mysuru,34,1.8,28.3,5.3,Sunny,0,28.6
2024-05-21,Mysuru,55,1.3,8.1,9.0,Cloudy,0,30.333333333333332
2024-05-24,Mysuru,41,16.4,18.8,10.5,Heavy Rain,0,
2024-05-25,Mysuru,67,1.8,26.8,10.9,Cloudy,0,29.6
2024-05-26,Mysuru,63,0.3,35.9,5.6,Clear,0,27.2
2024-05-27,Mysuru,58,0.4,41.6,5.0,Clear,0,27.61111111111111
2024-05-28,Mysuru,61,0.1,9.4,6.5,Clear,0,31.2
2024-05-29,Mysuru,,1.6,37.7,11.4,Clear,0,33.7
2024-05-30,Mysuru,46,2.0,22.3,9.7,Clear,0,24.2
2024-01-06,Mysuru,40,2.0,7.1,1.8,Fog,0,29.7
2024-06-02,Mysuru,89,1.4,29.9,10.8,Sunny,0,27.2
2024-03-06,Mysuru,42,1.4,28.9,8.2,Clear,0,34.6
2024-04-06,Mysuru,97,2.0,9.4,10.9,Sunny,0,29.3
2024-06-05,Mysuru,56,0.8,39.5,10.1,Cloudy,0,27.3
2024-06-06,Mysuru,73,74.3,37.0,8.9,Rain,1,28.0
2024-06-07,Mysuru,45,0.4,14.7,10.1,Clear,0,26.2
2024-08-06,Mysuru,68,0.0,22.9,8.8,Clear,0,90.1
2024-09-06,Mysuru,54,24.1,36.2,8.5,Rain,0,31.2
2024-06-10,Mysuru,35,63.7,36.2,9.6,Rain,1,25.0
2024-11-06,Mysuru,47,0.8,20.2,4.9,Clear,0,30.1
2024-12-06,Mysuru,52,1.0,37.0,11.6,Clear,0,24.1
2024-06-13,Mysuru,71,77.0,,11.9,Rain,1,25.777777777777782
2024-06-14,Mysuru,68,0.8,15.2,11.3,Clear,0,20.9
2024-06-15,Mysuru,69,1.5,18.4,5.1,Cloudy,0,26.8
2024-06-16,Mysuru,,1.1,24.9,4.9,Cloudy,0,29.1
2024-06-17,Mysuru,82,78.5,19.9,11.8,Heavy Rain,1,30.2
2024-06-18,Mysuru,28,0.4,44.9,10.5,Clear,0,20.1
2024-06-19,Mysuru,42,0.2,35.9,11.6,Cloudy,0,26.5
2024-06-20,Mysuru,,1.0,41.4,3.0,Fog,0,29.0
2024-06-21,Mysuru,32,0.7,21.0,1.6,Fog,0,24.4
2024-06-22,Mysuru,46,89.3,22.0,6.3,Rain,1,31.0
2024-06-23,Mysuru,43,1.5,33.3,10.3,Clear,0,27.9
2024-06-24,Mysuru,29,0.1,40.6,9.4,Cloudy,0,25.3
2024-06-25,Mysuru,61,1.0,35.9,6.7,Sunny,0,26.3
2024-06-26,Mysuru,57,1.2,8.8,4.8,Clear,0,24.9
2024-06-27,Mysuru,34,0.1,43.8,7.9,Clear,0,22.9
2024-06-28,Mysuru,70,98.2,2.8,7.6,Heavy Rain,0,22.9
2024-06-29,Mysuru,50,89.1,13.9,10.4,Rain,0,20.8
2024-06-30,Mysuru,80,0.7,27.7,8.9,Cloudy,0,26.3
2024-01-07,Mysuru,58,0.1,25.1,8.7,Cloudy,0,22.1
2024-07-02,Mysuru,52,101.2,29.9,8.5,Heavy Rain,0,19.3
2024-07-03,Mysuru,64,1.0,40.7,6.7,Cloudy,0,26.4
2024-07-04,Mysuru,85,1.4,9.4,1.3,Fog,0,23.22222222222222
2024-05-07,Mysuru,  ,28.8,2.4,10.8,Rain,1,19.6
2024-07-06,Mysuru,62,0.1,22.4,9.3,Clear,0,23.1
2024-07-07,Mysuru,69,0.7,26.8,10.3,Cloudy,0,23.1
2024-08-07,Mysuru,54,1.6,24.1,11.0,Clear,0,17.8
2024-07-09,Mysuru,40,1.1,41.8,10.6,Clear,0,26.3
2024-07-10,Mysuru,72,40.0,44.9,7.3,Heavy Rain,1,23.2
2024-07-11,Mysuru,60,96.5,11.4,8.0,Heavy Rain,0,20.3
2024-07-12,Mysuru,64,1.1,5.3,8.7,Clear,0,20.3
2024-07-13,Mysuru,79,0.1,38.1,9.8,Clear,0,21.8
2024-07-14,Mysuru,,1.5,21.0,10.5,Clear,0,14.0
2024-07-15,Mysuru,79,1.9,14.6,9.2,Cloudy,0,22.2
2024-07-16,Mysuru,64,98.2,17.1,8.2,Rain,1,19.4
2024-07-18,Mysuru,49,0.9,15.4,9.5,Clear,0,23.6
2024-07-19,Mysuru,98,1.5,,4.7,Cloudy,0,21.9
2024-07-20,Mysuru,42,0.0,12.4,6.0,Clear,0,27.1
2024-07-21,Mysuru,29,0.6,,6.6,Sunny,0,18.1
2024-07-22,Mysuru,79,0.3,27.9,10.2,Cloudy,0,76.7
2024-07-23,Mysuru,53,1.8,14.9,9.4,Clear,0,19.444444444444443
2024-07-24,Mysuru,,0.6,28.6,5.8,Cloudy,0,17.7
2024-07-25,Mysuru,69,102.6,14.6,5.8,Rain,0,25.38888888888889
2024-07-26,Mysuru,85,72.8,38.5,8.9,Thunderstorm,1,20.6
2024-07-27,Mysuru,88,1.3,43.2,10.7,Clear,0,20.4
2024-07-28,Mysuru,94,0.8,4.4,0.7,Fog,0,15.5
2024-07-29,Mysuru,55,1.9,8.2,8.6,Clear,0,18.3
2024-07-30,Mysuru,92,0.8,3.3,1.3,Fog,0,21.9
2024-07-31,Mysuru,,1.6,12.8,7.8,Clear,0,15.1
2024-08-01,Mysuru,46,31.9,13.0,5.6,Rain,1,18.7
2024-08-02,Mysuru,64,1.8,40.8,10.6,Cloudy,0,20.0
2024-03-08,Mysuru,66,0.3,8.4,0.6,Fog,0,20.5
2024-04-08,Mysuru,86,0.9,37.2,9.4,Sunny,0,19.499999999999996
2024-08-05,Mysuru,85,0.7,2.0,5.5,Clear,0,16.6
2024-08-06,Mysuru,54,1.7,10.4,9.8,Clear,0,18.7
2024-07-08,Mysuru,81,5.1,8.4,7.4,Heavy Rain,0,16.9
2024-08-08,Mysuru,28,1.4,19.9,4.9,Cloudy,0,23.88888888888889
2024-08-09,Mysuru,30,0.8,10.8,11.3,Sunny,0,
2024-08-10,Mysuru,52,0.7,39.7,7.2,Clear,0,17.1
2024-08-11,Mysuru,32,1.3,37.8,4.6,Cloudy,0,18.1
2024-08-12,Mysuru,56,1.2,14.8,11.2,Clear,0,23.0
2024-08-13,Mysuru,57,1.7,12.7,4.2,Cloudy,0,19.444444444444443
2024-08-14,Mysuru,30,5.2,11.7,9.1,Heavy Rain,1,21.7
2024-08-15,Mysuru,86,2.0,37.3,0.9,Fog,0,19.1
2024-08-16,Mysuru,58,1.9,33.2,11.5,Cloudy,0,18.7
2024-08-17,Mysuru,unknown,0.5,7.7,11.7,Cloudy,0,21.0
2024-08-18,Mysuru,83,106.2,7.7,10.3,Thunderstorm,0,16.4
2024-08-19,Mysuru,28,1.2,26.1,4.3,Cloudy,0,17.7
2024-08-20,Mysuru,85,1.4,11.5,11.0,Sunny,0,18.0
2024-08-21,Mysuru,38,0.9,16.1,8.1,Cloudy,0,21.5
2024-08-22,Mysuru,47,110.7,32.7,6.7,Rain,0,17.6
2024-08-23,Mysuru,54,0.8,28.0,9.0,Clear,0,19.1
2024-08-24,Mysuru,88,7.6,34.7,9.5,Rain,0,22.6
2024-08-25,Mysuru,35,1.9,7.5,9.1,Cloudy,0,23.2
2024-08-26,Mysuru,42,39.9,10.2,9.8,Heavy Rain,1,17.9
2024-08-27,Mysuru,49,0.2,38.9,5.5,Clear,0,21.944444444444443
2024-08-28,Mysuru,78,1.7,9.9,8.8,Clear,0,19.7
2024-08-29,Mysuru,58,1.9,28.3,4.9,Clear,0,19.7
2024-08-30,Mysuru,43,1.5,4.9,11.1,Clear,0,15.3
2024-08-31,Mysuru,91,1.6,7.0,9.4,Cloudy,0,22.2
2024-09-01,Mysuru,79,0.1,14.0,9.6,Sunny,0,16.3
2024-09-02,Mysuru,70,108.7,20.8,10.5,Rain,1,20.4
2024-03-09,Mysuru,98,35.2,40.9,6.0,Rain,0,23.0
2024-04-09,Mysuru,59,1.3,20.6,4.7,Cloudy,0,13.944444444444445
2024-05-09,Mysuru,68,0.5,3.6,10.8,Cloudy,0,20.0
2024-09-06,Mysuru,69,1.6,2.3,1.4,Fog,0,17.5
2024-07-09,Mysuru,97,1.4,22.0,8.7,Sunny,0,15.7
2024-09-08,Mysuru,89,87.3,33.5,9.7,Rain,1,21.4
2024-09-09,Mysuru,91,1.8,7.7,10.7,Clear,0,18.8
2024-09-10,Mysuru,76,0.8,17.7,6.7,Clear,0,14.3
2024-09-11,Mysuru,63,1.6,15.1,1.9,Fog,0,15.2
2024-09-12,Mysuru,86,1.1,25.8,4.3,Sunny,0,17.2
2024-09-13,Mysuru,85,0.1,11.9,7.9,Cloudy,0,15.7
2024-09-14,Mysuru,46,1.9,28.3,7.3,Clear,0,16.9
2024-09-15,Mysuru,41,2.0,43.7,6.9,Sunny,0,20.2
2024-09-16,Mysuru,92,82.0,9.4,5.5,Rain,0,18.8
2024-09-17,Mysuru,44,1.5,4.5,10.8,Clear,0,17.055555555555557
2024-09-18,Mysuru,92,0.5,12.9,9.7,Clear,0,15.9
2024-09-19,Mysuru,85,1.5,30.6,7.9,Clear,0,19.5
2024-09-20,Mysuru,52,0.1,37.1,10.1,Clear,0,14.555555555555555
2024-09-21,Mysuru,76,0.8,13.4,11.0,Clear,0,18.5
2024-09-22,Mysuru,83,1.8,35.4,11.7,Clear,0,15.5
2024-09-23,Mysuru,86,22.7,20.7,4.6,Thunderstorm,0,
2024-09-24,Mysuru,36,1.8,39.7,11.8,Clear,0,12.4
2024-09-25,Mysuru,49,30.1,5.2,10.7,Heavy Rain,0,16.0
2024-09-26,Mysuru,48,0.9,2.9,9.8,Cloudy,0,16.9
2024-09-27,Mysuru,81,0.2,32.6,6.9,Clear,0,
2024-09-28,Mysuru,39,0.3,6.0,4.8,Sunny,0,17.3
2024-09-29,Mysuru,66,1.1,30.7,7.9,Clear,0,16.3
2024-09-30,Mysuru,67,1.7,40.7,6.8,Cloudy,0,17.8
2024-10-01,Mysuru,57,1.1,15.4,11.2,Clear,0,7.8
2024-10-02,Mysuru,94,1.1,33.9,6.0,Cloudy,0,12.1
2024-10-03,Mysuru,95,1.6,42.7,9.7,Cloudy,0,12.9
2024-10-04,Mysuru,  ,77.6,28.9,4.3,Rain,0,20.9
2024-05-10,Mysuru,46,58.2,3.8,8.6,Rain,0,17.2
2024-06-10,Mysuru,75,0.3,24.9,4.5,Clear,0,15.1
2024-10-07,Mysuru,32,0.3,28.0,6.4,Sunny,0,15.8
2024-08-10,Mysuru,47,1.0,30.3,8.3,Clear,0,13.4
2024-09-10,Mysuru,69,1.2,38.2,8.3,Cloudy,0,15.0
2024-10-10,Mysuru,40,0.8,6.5,10.8,Clear,0,16.8
2024-10-11,Mysuru,52,68.0,42.0,9.7,Rain,0,14.5
2024-10-12,Mysuru,62,115.9,29.2,8.9,Thunderstorm,0,16.6
2024-10-13,Mysuru,  ,32.2,10.8,10.5,Thunderstorm,0,
2024-10-14,Mysuru,51,1.8,36.2,11.3,Clear,0,13.9
2024-10-15,Mysuru,58,2.0,41.6,11.0,Clear,0,19.5
2024-10-16,Mysuru,87,0.2,26.7,11.0,Cloudy,0,16.6
2024-10-17,Mysuru,89,85.4,23.3,11.8,Rain,0,11.7
2024-10-18,Mysuru,56,68.8,31.4,7.5,Thunderstorm,1,19.0
2024-10-19,Mysuru,52,54.3,28.0,11.9,Rain,0,23.9
2024-10-20,Mysuru,75,1.4,13.5,1.5,Fog,0,18.9
2024-10-21,Mysuru,31,0.4,35.0,1.7,Fog,0,11.6
2024-10-22,Mysuru,29,0.8,36.5,8.4,Clear,0,21.5
2024-10-23,Mysuru,75,1.0,40.4,9.6,Clear,0,18.4
2024-10-24,Mysuru,55,15.1,18.8,5.1,Heavy Rain,0,21.6
2024-10-25,Mysuru,73,1.9,16.3,5.7,Clear,0,65.6
2024-10-26,Mysuru,35,1.6,23.6,6.2,Clear,0,20.2
2024-10-27,Mysuru,68,59.0,38.7,9.2,Thunderstorm,0,15.9
2024-10-28,Mysuru,60,1.0,21.8,4.5,Sunny,0,10.9
2024-10-29,Mysuru,82,0.4,14.8,9.5,Clear,0,13.8
2024-10-30,Mysuru,82,19.5,27.7,6.1,Thunderstorm,0,17.8
2024-10-31,Mysuru,67,113.6,19.6,6.3,Rain,0,14.9
2024-01-11,Mysuru,35,95.0,23.5,8.5,Thunderstorm,0,14.4
2024-11-02,Mysuru,82,1.8,10.0,8.4,Clear,0,22.7
2024-03-11,Mysuru,42,39.4,41.5,10.7,Heavy Rain,0,17.0
2024-04-11,Mysuru,57,1.7,2.5,9.2,Clear,0,19.2
2024-11-05,Mysuru,58,1.5,39.8,5.3,Clear,0,17.3
2024-06-11,Mysuru,50,0.2,15.3,4.3,Clear,0,23.055555555555557
2024-07-11,Mysuru,79,0.3,36.6,8.8,Clear,0,17.9
2024-11-08,Mysuru,47,76.1,13.3,4.8,Rain,1,19.1
2024-09-11,Mysuru,81,0.5,40.5,2.4,Fog,0,19.9
2024-10-11,Mysuru,63,1.7,32.7,1.2,Fog,0,12.0
2024-11-11,Mysuru,48,0.4,3.2,11.4,Clear,0,
2024-12-11,Mysuru,92,1.7,29.8,2.6,Fog,0,19.7
2024-11-13,Mysuru,74,1.2,5.9,5.3,Cloudy,0,18.2
2024-11-14,Mysuru,57,69.8,24.8,8.1,Thunderstorm,1,20.2
2024-11-15,Mysuru,35,1.8,15.7,6.2,Clear,0,20.1
2024-11-16,Mysuru,94,8.2,21.8,9.8,Heavy Rain,0,18.0
2024-11-18,Mysuru,70,0.1,6.4,7.8,Cloudy,0,18.8
2024-11-19,Mysuru,34,1.1,38.6,2.3,Fog,0,22.1
2024-11-20,Mysuru,71,1.2,15.1,2.4,Fog,0,20.6
2024-11-21,Mysuru,88,72.3,12.9,11.6,Rain,0,20.2
2024-11-22,Mysuru,49,1.0,39.1,6.6,Cloudy,0,14.5
2024-11-23,Mysuru,93,0.6,44.8,4.3,Cloudy,0,14.1
2024-11-24,Mysuru,96,23.9,8.2,10.3,Rain,1,18.1
2024-11-25,Mysuru,96,0.0,22.2,7.3,Cloudy,0,20.7
2024-11-26,Mysuru,56,56.3,37.0,9.7,Rain,1,21.6
2024-11-27,Mysuru,53,0.2,6.5,10.0,Cloudy,0,21.5
2024-11-28,Mysuru,81,15.1,23.3,8.0,Thunderstorm,0,20.3
2024-11-29,Mysuru,48,0.9,44.1,10.3,Cloudy,0,17.9
2024-11-30,Mysuru,85,8.6,9.1,7.4,Rain,0,19.0
2024-02-12,Mysuru,64,95.4,2.2,10.3,Thunderstorm,0,16.4
2024-03-12,Mysuru,53,0.3,23.4,5.4,Clear,0,19.1
2024-12-04,Mysuru,30,80.0,35.7,8.9,Rain,0,22.0
2024-05-12,Mysuru,40,0.7,34.8,4.8,Sunny,0,24.1
2024-12-06,Mysuru,30,1.6,  ,10.2,Sunny,0,18.5
2024-12-07,Mysuru,63,0.4,33.1,11.1,Cloudy,0,19.4
2024-08-12,Mysuru,28,20.8,44.0,5.7,Rain,1,22.3
2024-12-09,Mysuru,43,1.8,22.1,6.4,Clear,0,24.5
2024-10-12,Mysuru,88,50.0,34.7,6.4,Rain,0,24.3
2024-11-12,Mysuru,69,86.1,35.9,8.0,Thunderstorm,0,19.4
2024-12-12,Mysuru,82,106.6,5.2,4.1,Heavy Rain,0,23.2
2024-12-13,Mysuru,85,89.4,43.7,9.5,Rain,1,76.4
2024-12-14,Mysuru,71,119.4,36.5,10.7,Rain,0,64.8
2024-12-15,Mysuru,73,2.0,21.0,10.6,Clear,0,22.5
2024-12-16,Mysuru,93,0.4,19.2,4.7,Sunny,0,18.5
2024-12-17,Mysuru,53,1.2,11.6,1.4,Fog,0,22.1
2024-12-18,Mysuru,66,1.8,43.3,5.8,Cloudy,0,23.9
2024-12-19,Mysuru,50,89.6,39.3,10.8,Thunderstorm,0,22.2
2024-12-20,Mysuru,72,1.4,27.1,5.9,Clear,0,25.8
2024-12-21,Mysuru,28,0.1,24.5,10.7,Clear,0,22.6
2024-12-22,Mysuru,69,0.2,16.0,9.4,Clear,0,25.1
2024-12-23,Mysuru,72,0.4,26.9,6.2,Cloudy,0,25.1
2024-12-24,Mysuru,76,1.2,21.0,5.0,Sunny,0,22.8
2024-12-25,Mysuru,80,0.5,17.4,8.7,Clear,0,21.8
2024-12-26,Mysuru,46,1.3,17.7,4.8,Clear,0,22.6
2024-12-27,Mysuru,96,1.9,13.8,9.1,Clear,0,24.7
2024-12-28,Mysuru,46,1.4,23.4,6.0,Cloudy,0,29.0
2024-12-29,Mysuru,67,1.6,20.2,9.9,Sunny,0,21.5
2024-12-30,Mysuru,71,57.9,40.1,7.9,Rain,1,24.0
2024-12-31,Mysuru,74,1.5,43.8,9.1,Sunny,0,21.2
2025-01-01,Mysuru,60,0.7,5.7,5.3,Cloudy,0,20.7
2025-01-02,Mysuru,56,0.9,33.4,2.1,Fog,0,20.3
2025-03-01,Mysuru,58,22.2,13.1,8.2,Rain,0,25.3
2025-01-04,Mysuru,80,0.2,,9.1,Clear,0,25.27777777777778
2025-05-01,Mysuru,42,46.3,5.3,10.8,Rain,0,22.22222222222222
2025-01-06,Mysuru,70,79.7,24.0,5.2,Heavy Rain,0,26.4
2025-07-01,Mysuru,50,83.5,24.5,11.3,Rain,0,27.8
2025-01-08,Mysuru,,98.7,22.4,10.3,Rain,0,32.4
2025-09-01,Mysuru,82,0.5,43.9,0.7,Fog,0,28.6
2025-10-01,Mysuru,46,0.3,5.1,1.7,Fog,0,25.0
2025-01-11,Mysuru,47,1.2,3.9,4.3,Sunny,0,21.5
2025-12-01,Mysuru,49,0.8,16.3,1.5,Fog,0,28.9
2025-01-13,Mysuru,98,1.5,2.3,4.9,Cloudy,0,24.5
2025-01-14,Mysuru,73,0.9,25.7,9.1,Cloudy,0,24.555555555555557
2025-01-15,Mysuru,53,0.2,12.8,6.8,Sunny,0,30.1
