route_id,vehicle_id,vehicle_type,route_date,order_ids,planned_distance_km,actual_distance_km,planned_duration_min,actual_duration_min,stops_planned,stops_completed,fuel_or_energy_used,driver_id,waypoint_count,fuel_or_energy_value
RTE-01045,VEH-0405,Van,2024-01-30,"ORD-008439,ORD-011753,ORD-002127",388.2,393.13,403.0,98.4,3,3,1740.0 Wh,DRV-0699,3,1740.0
RTE-01046,VEH-0007,Drone,2025-06-15,"ORD-012603,ORD-004341,ORD-005383,ORD-001251,ORD-007369,ORD-007854",137.03,192.47,581.6,471.6,6,6,26.27 L,,8,26.27
RTE-01047,VEH-0699,Truck,2024-07-15,"ORD-010406,ORD-008138,ORD-010488,ORD-001277,ORD-005154,ORD-014923,ORD-002066",318.24,39.61,520.6,476.8,7,7,650.0 Wh,DRV-0310,4,650.0
RTE-01048,VEH-0466,Van,2025-02-20,"ORD-007477,ORD-013931,ORD-008457,ORD-014933,ORD-005976,ORD-010281,ORD-012206,ORD-001147,ORD-010487",83.71,32.61,690.1,393.2,9,9,44.75,DRV-0048,13,44.75
RTE-01049,VEH-0604,Truck,2024-11-05,"ORD-011285,ORD-014368,ORD-011648",373.1,446.68,466.8,21.1,3,3,40.94 L,DRV-0705,10,40.94
RTE-01050,VEH-0625,Truck,2024-08-27,"ORD-010046,ORD-013581,ORD-008331,ORD-002400,ORD-005173",168.45,103.45,129.8,285.1,5,5,46.76 L,DRV-0264,5,46.76
RTE-01051,VEH-0197,Bike,2024-01-12,"ORD-005040,ORD-009829,ORD-013109,ORD-011769,ORD-003611,ORD-013625,ORD-002909,ORD-004704",127.33,398.72,102.3,394.6,8,8,7.09,DRV-0329,12,7.09
RTE-01052,VEH-0502,Van,2024-05-12,"ORD-009713,ORD-008490,ORD-002927,ORD-006839,ORD-007677,ORD-013913",307.36,24.66,471.4,265.3,6,6,19.22 L,DRV-0432,10,19.22
RTE-01053,VEH-0404,Van,2025-03-24,"ORD-003533,ORD-013442,ORD-006215,ORD-001192,ORD-008284,ORD-000603,ORD-014181",118.89,457.43,690.0,343.0,7,7,30.21 L,DRV-0212,5,30.21
RTE-01054,VEH-0592,Truck,2024-09-23,"ORD-006586,ORD-001022,ORD-003687,ORD-010207,ORD-010069,ORD-010853",95.59,178.08,683.6,657.8,6,6,38.94,DRV-0116,14,38.94
RTE-01055,VEH-0107,Drone,2024-03-04,"ORD-005340,ORD-003648,ORD-007048,ORD-009006",197.85,274.05,117.6,424.9,4,4,6.77 L,,11,6.77
RTE-01056,VEH-0287,Bike,2024-06-15,"ORD-009428,ORD-003620,ORD-002223,ORD-009270",171.2,,435.8,610.8,4,4,19.46 L,DRV-0227,11,19.46
RTE-01057,VEH-0677,Truck,2025-01-20,"ORD-008060,ORD-014700,ORD-013598,ORD-007952,ORD-003666,ORD-004001,ORD-009138",231.74,261.36,201.8,125.3,7,7,38.62,DRV-0392,5,38.62
RTE-01058,VEH-0407,Van,2024-11-11,"ORD-006254,ORD-008922",379.92,144.93,334.4,65.7,2,2,3.91,DRV-0534,9,3.91
RTE-01059,VEH-0581,Truck,2025-04-06,"ORD-004205,ORD-013088,ORD-005249,ORD-012541,ORD-009030,ORD-004650,ORD-004574,ORD-009938,ORD-006317",413.44,7.22,277.3,92.0,9,9,0.83 L,DRV-0438,14,0.83
RTE-01060,VEH-0274,Bike,2024-10-18,"ORD-014578,ORD-013865,ORD-011523,ORD-001413,ORD-014398,ORD-009418,ORD-007164",139.4,285.84,593.1,383.5,7,7,47.45,DRV-0200,13,47.45
RTE-01061,VEH-0504,Van,2024-05-16,"ORD-013360,ORD-010274,ORD-011890,ORD-009415",103.14,277.64,401.2,655.0,4,4,1209.0 Wh,DRV-0536,9,1209.0
RTE-01062,VEH-0174,Bike,2025-04-24,ORD-000027,36.08,242.49,468.7,87.7,1,1,14.73 L,DRV-0239,6,14.73
RTE-01063,VEH-0047,Drone,2025-05-28,"ORD-014086,ORD-004766,ORD-014148,ORD-001375,ORD-014144,ORD-010957",235.77,104.72,473.7,189.8,6,5,410.0 Wh,,0,410.0
RTE-01064,VEH-0515,Van,2024-08-01,ORD-005549,109.68,371.24,558.5,571.2,1,1,25.99 L,DRV-0113,6,25.99
RTE-01065,VEH-0460,Van,2024-09-14,"ORD-014739,ORD-014654",267.46,83.51,165.2,398.3,2,2,1046.0 Wh,DRV-0498,5,1046.0
RTE-01066,VEH-0563,Van,2024-02-17,"ORD-006880,ORD-004530,ORD-010362,ORD-005087,ORD-012475,ORD-003862,ORD-001555,ORD-010906",139.04,327.46,674.7,462.9,8,8,55.1,DRV-0422,4,55.1
RTE-01067,VEH-0663,Truck,2025-02-23,"ORD-009507,ORD-001738,ORD-012656",126.53,80.98,466.7,97.7,3,2,39.32 L,DRV-0792,8,39.32
RTE-01068,VEH-0026,Drone,2025-02-10,"ORD-004931,ORD-014177,ORD-003418,ORD-014782,ORD-006394,ORD-012619,ORD-006394,ORD-011940,ORD-012430",265.86,33.88,171.9,787.9,9,9,624.0 Wh,,14,624.0
RTE-01069,VEH-0649,Truck,2024-04-30,"ORD-011209,ORD-009457,ORD-000217,ORD-000300",243.2,398.1,590.8,288.9,4,4,29.66,DRV-0810,7,29.66
RTE-01070,VEH-0118,Drone,2024-11-12,"ORD-010858,ORD-013075,ORD-009121,ORD-008512,ORD-001803,ORD-007308",341.17,52.83,83.6,539.3,6,6,35.99 L,,5,35.99
RTE-01071,VEH-0024,Drone,2025-05-15,"ORD-008423,ORD-010682",34.86,305.81,471.9,166.4,2,2,538.0 Wh,,9,538.0
RTE-01072,VEH-0107,Drone,2024-09-17,"ORD-001401,ORD-008859",85.86,213.93,690.4,325.7,2,2,21.07,,14,21.07
RTE-01073,VEH-0196,Bike,2024-02-19,"ORD-010806,ORD-004611,ORD-011537,ORD-002522,ORD-000413,ORD-010883",204.38,24.8,583.2,263.1,6,6,343.0 Wh,DRV-0284,12,343.0
RTE-01074,VEH-0108,Drone,2025-04-12,"ORD-012837,ORD-010141,ORD-009192,ORD-013268,ORD-011551,ORD-012289,ORD-012480,ORD-004594",37.83,334.87,112.2,502.6,8,8,53.65 L,,8,53.65
RTE-01075,VEH-0149,Bike,2025-03-22,"ORD-002204,ORD-003543,ORD-006421,ORD-000253,ORD-012238,ORD-000963,ORD-009749,ORD-009174,ORD-006727",230.82,7.97,194.6,756.7,9,9,49.57,DRV-0044,13,49.57
RTE-01076,VEH-0600,Truck,2024-04-23,ORD-000336,167.43,412.8,251.9,49.1,1,1,30.48,DRV-0193,12,30.48
RTE-01077,VEH-0352,Bike,2024-06-17,"ORD-010170,ORD-002826",233.24,388.65,298.7,696.7,2,0,1231.0 Wh,DRV-0593,14,1231.0
RTE-01078,VEH-0248,Bike,2024-04-16,"ORD-001455,ORD-001300,ORD-001523,ORD-002737,ORD-013701",300.21,218.69,232.9,158.9,5,4,1341.0 Wh,DRV-0510,3,1341.0
RTE-01079,VEH-0378,Bike,2025-04-17,"ORD-013068,ORD-003838,ORD-013244,ORD-012884,ORD-009655,ORD-013209,ORD-009029,ORD-012855",272.8,105.71,596.8,793.8,8,8,2166.0 Wh,DRV-0487,6,2166.0
RTE-01080,VEH-0483,Van,2024-05-01,ORD-001891,282.32,427.43,97.8,295.4,1,1,1348.0 Wh,DRV-0313,6,1348.0
RTE-01081,VEH-0589,Truck,2024-05-19,"ORD-006906,ORD-002281",81.48,442.94,37.0,771.2,2,2,29.28,DRV-0055,9,29.28
RTE-01082,VEH-0552,Van,2025-02-15,"ORD-010167,ORD-007683,ORD-008028,ORD-012407,ORD-000201,ORD-012109,ORD-009757,ORD-003501",197.55,425.9,614.9,531.7,8,8,7.99 L,DRV-0128,14,7.99
RTE-01083,VEH-0082,Drone,2024-04-10,"ORD-008810,ORD-010227,ORD-014134,ORD-007207,ORD-011491,ORD-011503,ORD-010470",20.76,357.39,21.2,555.4,7,7,23.37,,12,23.37
RTE-01084,VEH-0072,Drone,2024-02-29,"ORD-004200,ORD-001913,ORD-000458,ORD-007771,ORD-007361,ORD-000918,ORD-013037",353.43,110.83,407.0,455.3,7,7,12.94 L,,9,12.94
RTE-01085,VEH-0003,Drone,2024-06-20,"ORD-010032,ORD-002670,ORD-014238,ORD-014185,ORD-011911,ORD-003146,ORD-001604",149.82,11.02,294.0,487.7,7,6,27.33 L,,14,27.33
RTE-01086,VEH-0671,Truck,2024-02-18,"ORD-009601,ORD-006486,ORD-012671,ORD-001716",409.63,106.06,345.9,662.3,4,4,28.78,DRV-0312,6,28.78
RTE-01087,VEH-0683,Truck,2025-06-12,"ORD-004938,ORD-006465,ORD-001086,ORD-003491,ORD-007084",231.0,,117.2,608.8,5,4,33.4,DRV-0415,3,33.4
RTE-01088,VEH-0680,Truck,2024-05-20,"ORD-002047,ORD-000686",259.62,132.17,213.4,577.9,2,2,10.1,DRV-0352,9,10.1
RTE-01089,VEH-0674,Truck,2024-02-10,ORD-009024,419.71,96.08,497.1,711.6,1,0,41.71 L,DRV-0276,5,41.71
RTE-01090,VEH-0151,Bike,2025-01-12,"ORD-014114,ORD-009076,ORD-000078,ORD-001222,ORD-009239",143.43,292.62,681.2,360.9,5,4,32.67,DRV-0731,7,32.67
RTE-01091,VEH-0023,Drone,2024-08-22,"ORD-009121,ORD-011160,ORD-000117",171.02,,271.1,629.9,3,3,1743.0 Wh,,3,1743.0
RTE-01092,VEH-0394,Bike,2024-10-23,"ORD-009695,ORD-003942,ORD-013167,ORD-004672,ORD-010318",301.49,132.23,222.8,661.1,5,5,1063.0 Wh,DRV-0638,7,1063.0
RTE-01093,VEH-0650,Truck,2024-01-27,"ORD-010405,ORD-003085,ORD-012782,ORD-005652,ORD-006114,ORD-004287",403.62,,528.1,127.4,6,4,48.04,DRV-0836,8,48.04
RTE-01094,VEH-0381,Bike,2025-03-16,"ORD-012373,ORD-003861,ORD-005479,ORD-007656,ORD-005330,ORD-000445",212.5,211.87,619.4,640.7,6,6,42.51,DRV-0143,7,42.51
RTE-01095,VEH-0314,Bike,2025-06-07,"ORD-002935,ORD-002121,ORD-001396,ORD-013558",84.67,319.94,39.2,21.5,4,3,342.0 Wh,DRV-0175,14,342.0
RTE-01096,VEH-0630,Truck,2024-01-19,"ORD-014051,ORD-001777,ORD-008643,ORD-000687,ORD-001819",68.79,15.84,306.6,125.8,5,3,51.47 L,DRV-0494,10,51.47
RTE-01097,VEH-0132,Drone,2024-01-10,"ORD-003529,ORD-014263,ORD-004948,ORD-013425,ORD-003028,ORD-011359,ORD-006173,ORD-012811",49.31,364.0,437.6,246.2,8,7,1024.0 Wh,,3,1024.0
RTE-01098,VEH-0065,Drone,2024-05-27,"ORD-010246,ORD-013480,ORD-009293,ORD-009944,ORD-002425,ORD-012892,ORD-007659,ORD-010215",72.19,,478.8,56.7,8,7,15.58 L,,8,15.58
RTE-01099,VEH-0601,Truck,2025-04-13,ORD-001036,218.74,29.18,107.6,407.7,1,1,1613.0 Wh,DRV-0424,13,1613.0
RTE-01100,VEH-0685,Truck,2024-07-14,"ORD-012657,ORD-002171,ORD-000819",308.27,87.88,395.8,495.7,3,2,1.17,DRV-0511,5,1.17
RTE-01101,VEH-0005,Drone,2024-06-12,"ORD-005241,ORD-012747,ORD-000088,ORD-007833,ORD-004541,ORD-009944,ORD-011815",216.57,158.94,676.7,782.4,7,7,39.18,,11,39.18
RTE-01102,VEH-0275,Bike,2024-08-17,"ORD-011769,ORD-005957",254.87,172.52,43.9,16.2,2,2,24.12 L,DRV-0047,11,24.12
RTE-01103,VEH-0140,Drone,2024-08-19,"ORD-010023,ORD-005288,ORD-008855,ORD-006710,ORD-012100,ORD-003061,ORD-014484,ORD-006960,ORD-005852",347.74,458.75,454.5,387.7,9,9,48.86 L,,4,48.86
RTE-01104,VEH-0101,Drone,2024-05-31,ORD-001326,93.98,160.05,405.2,516.8,1,1,280.0 Wh,,12,280.0
RTE-01105,VEH-0060,Drone,2025-06-24,"ORD-013840,ORD-001477,ORD-008146,ORD-014016",160.84,341.63,622.4,509.4,4,3,32.78 L,,12,32.78
RTE-01106,VEH-0456,Van,2024-10-31,"ORD-009873,ORD-000841",148.08,213.34,35.5,382.9,2,2,732.0 Wh,DRV-0440,8,732.0
RTE-01107,VEH-0079,Drone,2025-05-28,"ORD-005272,ORD-013918,ORD-002397",317.26,355.2,363.0,618.2,3,3,11.5,,10,11.5
RTE-01108,VEH-0104,Drone,2024-06-21,"ORD-004749,ORD-002946,ORD-011348,ORD-013821,ORD-012410,ORD-010687,ORD-009211",392.02,80.16,81.7,19.1,7,7,53.69 L,,5,53.69
RTE-01109,VEH-0542,Van,2024-05-06,ORD-004748,107.54,115.47,485.4,731.9,1,1,44.7,DRV-0263,8,44.7
RTE-01110,VEH-0015,Drone,2024-02-11,"ORD-006581,ORD-010925,ORD-009154,ORD-001792",48.84,75.12,501.9,623.6,4,4,17.71,,6,17.71
RTE-01111,VEH-0091,Drone,2024-11-23,"ORD-001401,ORD-008727,ORD-006177,ORD-004483,ORD-012458",145.54,128.44,266.9,626.9,5,5,24.65 L,,12,24.65
RTE-01112,VEH-0666,Truck,2025-06-12,"ORD-006392,ORD-013344,ORD-003808,ORD-005479,ORD-005607,ORD-000668,ORD-010032,ORD-000680",383.47,142.18,334.0,93.8,8,8,46.48 L,DRV-0220,14,46.48
RTE-01113,VEH-0682,Truck,2024-07-07,"ORD-009035,ORD-013295,ORD-000741,ORD-012135,ORD-009430",200.87,16.95,660.9,666.1,5,5,35.45,DRV-0472,11,35.45
RTE-01114,VEH-0611,Truck,2025-01-23,"ORD-002170,ORD-013998",22.14,230.4,25.4,112.1,2,2,16.69 L,DRV-0098,0,16.69
RTE-01115,VEH-0037,Drone,2024-01-27,"ORD-006678,ORD-008788,ORD-001206,ORD-013383,ORD-004015,ORD-005525,ORD-010752,ORD-004529",293.81,200.4,334.6,594.1,8,8,270.0 Wh,,3,270.0
RTE-01116,VEH-0636,Truck,2025-02-21,"ORD-012115,ORD-005587,ORD-008716,ORD-000079,ORD-013200,ORD-013033,ORD-005490,ORD-011404",3.74,96.05,589.7,530.1,8,8,1889.0 Wh,DRV-0787,4,1889.0
RTE-01117,VEH-0024,Drone,2025-01-06,"ORD-005096,ORD-012768,ORD-005102,ORD-006997",86.6,324.68,313.2,755.1,4,4,14.88 L,,6,14.88
RTE-01118,VEH-0033,Drone,2024-11-18,"ORD-013937,ORD-012045",365.35,278.86,229.8,370.1,2,2,31.87 L,,0,31.87
RTE-01119,VEH-0100,Drone,2024-05-05,"ORD-013577,ORD-002709",347.48,239.47,397.9,370.3,2,2,57.41 L,,0,57.41
RTE-01120,VEH-0281,Bike,2025-03-07,"ORD-000370,ORD-011626,ORD-003008",66.79,438.69,185.9,270.5,3,2,6.65,DRV-0068,12,6.65
RTE-01121,VEH-0100,Drone,2024-08-14,"ORD-004732,ORD-011901,ORD-002929",107.43,336.72,503.9,788.0,3,3,23.43,,6,23.43
RTE-01122,VEH-0128,Drone,2025-04-20,"ORD-008062,ORD-013690,ORD-000631,ORD-003608,ORD-013546,ORD-009226,ORD-002371,ORD-008524,ORD-003895",127.65,259.13,485.1,658.7,9,8,669.0 Wh,,13,669.0
RTE-01123,VEH-0399,Bike,2024-12-27,"ORD-012443,ORD-003188,ORD-010653,ORD-011110,ORD-008443,ORD-003480,ORD-008722",299.95,249.55,422.9,175.4,7,7,5.67 L,DRV-0826,9,5.67
RTE-01124,VEH-0283,Bike,2025-04-05,"ORD-000681,ORD-002218,ORD-010526,ORD-000797",155.91,204.07,403.6,504.7,4,4,1564.0 Wh,DRV-0008,6,1564.0
RTE-01125,VEH-0239,Bike,2024-11-12,"ORD-011920,ORD-005832,ORD-014881,ORD-014938,ORD-007997",287.14,104.23,171.2,756.3,5,5,57.95,DRV-0796,7,57.95
RTE-01126,VEH-0249,Bike,2025-01-11,"ORD-008085,ORD-002778,ORD-011836,ORD-003784,ORD-014532,ORD-013957,ORD-002643,ORD-014410,ORD-006391",416.2,304.48,83.6,123.6,9,7,492.0 Wh,DRV-0008,13,492.0
RTE-01127,VEH-0667,Truck,2024-05-21,"ORD-002017,ORD-004779,ORD-001070,ORD-003044,ORD-008702,ORD-010482,ORD-000621,ORD-002423,ORD-007173",18.34,234.18,126.1,620.9,9,9,35.89 L,DRV-0164,5,35.89
RTE-01128,VEH-0416,Van,2024-06-27,"ORD-012531,ORD-013281",345.37,95.75,546.6,593.0,2,2,0.54,DRV-0234,11,0.54
RTE-01129,VEH-0223,Bike,2024-12-14,"ORD-001078,ORD-005492",3.06,92.69,390.7,291.5,2,2,24.98 L,DRV-0474,5,24.98
RTE-01130,VEH-0301,Bike,2024-10-23,"ORD-006087,ORD-005745,ORD-014800",140.64,450.7,462.5,135.5,3,3,35.16,DRV-0655,5,35.16
RTE-01131,VEH-0699,Truck,2024-01-08,"ORD-005767,ORD-003536,ORD-011395,ORD-005742,ORD-009687,ORD-006185,ORD-002475",181.31,346.98,545.6,567.5,7,7,53.72,DRV-0759,5,53.72
RTE-01132,VEH-0020,Drone,2025-02-28,ORD-007372,86.92,420.75,298.4,106.1,1,1,25.88,,3,25.88
RTE-01133,VEH-0200,Bike,2025-03-24,"ORD-013494,ORD-008216,ORD-004134,ORD-001625,ORD-006442,ORD-013312,ORD-007749,ORD-013585",315.44,24.07,357.8,85.2,8,8,59.75 L,DRV-0863,7,59.75
RTE-01134,VEH-0104,Drone,2024-04-16,"ORD-008417,ORD-014229,ORD-001994,ORD-008786,ORD-002709",108.28,181.33,380.3,52.5,5,4,28.52,,7,28.52
RTE-01135,VEH-0649,Truck,2024-07-22,"ORD-000587,ORD-010562",416.71,411.78,655.5,641.8,2,2,1306.0 Wh,DRV-0451,6,1306.0
RTE-01136,VEH-0223,Bike,2024-04-01,ORD-009411,202.6,214.78,180.1,121.0,1,1,2.17 L,DRV-0410,13,2.17
RTE-01137,VEH-0256,Bike,2024-06-28,"ORD-006570,ORD-002123,ORD-012795,ORD-008220,ORD-001490,ORD-011468,ORD-008251,ORD-008362,ORD-005333",58.68,223.19,162.1,21.9,9,9,413.0 Wh,DRV-0598,6,413.0
RTE-01138,VEH-0442,Van,2025-06-18,"ORD-006293,ORD-002846,ORD-011948",17.13,268.99,32.8,138.1,3,3,45.21,DRV-0110,7,45.21
RTE-01139,VEH-0411,Van,2024-07-26,"ORD-008064,ORD-008799,ORD-009130,ORD-008370,ORD-007764",228.57,253.43,15.4,29.1,5,5,21.68 L,DRV-0560,7,21.68
RTE-01140,VEH-0634,Truck,2025-04-12,"ORD-003809,ORD-013064,ORD-001299,ORD-006872,ORD-014747,ORD-003301,ORD-008618,ORD-012457,ORD-014533",312.99,407.55,298.1,501.1,9,9,1702.0 Wh,DRV-0137,4,1702.0
RTE-01141,VEH-0308,Bike,2025-05-28,"ORD-011990,ORD-011448,ORD-007595,ORD-009890",115.2,9.11,692.3,33.9,4,3,47.98,DRV-0420,12,47.98
RTE-01142,VEH-0083,Drone,2025-05-05,"ORD-012887,ORD-007152,ORD-000961",406.3,269.4,648.4,152.3,3,3,610.0 Wh,,4,610.0
RTE-01143,VEH-0443,Van,2025-03-25,ORD-013953,114.9,146.48,291.8,52.1,1,1,11.78,DRV-0802,6,11.78
RTE-01144,VEH-0602,Truck,2025-05-13,"ORD-004442,ORD-005296,ORD-010086,ORD-002317,ORD-002039,ORD-008789,ORD-003702,ORD-001656,ORD-014392",185.31,195.17,362.4,458.1,9,9,29.84,DRV-0430,6,29.84
RTE-01145,VEH-0101,Drone,2024-05-15,"ORD-008959,ORD-003801",208.59,227.93,541.2,679.2,2,2,34.86,,11,34.86
RTE-01146,VEH-0141,Bike,2025-04-20,"ORD-007325,ORD-002675,ORD-006022,ORD-004815,ORD-002807,ORD-013645",52.94,381.35,210.3,407.8,6,4,9.73,DRV-0412,14,9.73
RTE-01147,VEH-0252,Bike,2025-01-02,"ORD-012417,ORD-000611,ORD-008588",404.05,,334.1,668.4,3,3,56.8,DRV-0554,4,56.8
RTE-01148,VEH-0050,Drone,2024-09-20,"ORD-006363,ORD-002121,ORD-008696,ORD-002449,ORD-001995,ORD-001124,ORD-001736,ORD-005593,ORD-002462",203.43,170.89,611.4,136.1,9,9,1627.0 Wh,,12,1627.0
RTE-01149,VEH-0238,Bike,2024-02-19,"ORD-003902,ORD-000103,ORD-012096,ORD-010632,ORD-006665,ORD-007299",57.15,274.14,40.7,768.8,6,6,965.0 Wh,DRV-0223,10,965.0
RTE-01150,VEH-0650,Truck,2024-02-18,"ORD-002498,ORD-002778,ORD-007165,ORD-003838",37.44,,62.1,315.9,4,3,50.01,DRV-0510,10,50.01
RTE-01151,VEH-0071,Drone,2024-04-15,ORD-007405,308.87,133.94,621.9,267.7,1,1,5.17 L,,13,5.17
RTE-01152,VEH-0629,Truck,2025-01-04,"ORD-000371,ORD-000396,ORD-012715,ORD-007005,ORD-007140,ORD-009104,ORD-002968,ORD-007754,ORD-005515",61.27,323.14,261.2,141.5,9,9,1824.0 Wh,DRV-0003,7,1824.0
RTE-01153,VEH-0411,Van,2025-04-16,ORD-013867,195.2,351.11,556.2,137.9,1,1,1090.0 Wh,DRV-0538,12,1090.0
RTE-01154,VEH-0262,Bike,2024-04-13,"ORD-007184,ORD-008292,ORD-010679,ORD-006366,ORD-002739,ORD-009800,ORD-012274",139.64,366.32,104.6,616.8,7,7,42.82,DRV-0211,14,42.82
RTE-01155,VEH-0364,Bike,2025-02-26,"ORD-013167,ORD-003319",99.96,61.61,233.1,38.2,2,2,1678.0 Wh,DRV-0829,3,1678.0
RTE-01156,VEH-0684,Truck,2025-05-15,"ORD-000873,ORD-010329,ORD-008077",354.45,16.64,688.8,114.6,3,3,12.85 L,DRV-0802,12,12.85
RTE-01157,VEH-0515,Van,2024-08-17,"ORD-006293,ORD-014268,ORD-004116,ORD-009385,ORD-004375,ORD-008267,ORD-012602",16.03,459.93,347.3,660.8,7,7,51.67,DRV-0393,9,51.67
RTE-01158,VEH-0046,Drone,2024-12-13,"ORD-010455,ORD-011356,ORD-007459,ORD-000291,ORD-008505,ORD-003906,ORD-005019,ORD-005863",287.38,336.58,448.1,42.5,8,8,1464.0 Wh,,0,1464.0
RTE-01159,VEH-0469,Van,2024-04-06,"ORD-000772,ORD-002246,ORD-009079",143.91,321.44,143.5,304.4,3,3,2131.0 Wh,DRV-0407,12,2131.0
RTE-01160,VEH-0684,Truck,2024-02-16,"ORD-004748,ORD-012478,ORD-008081,ORD-009625,ORD-007151,ORD-001964",357.9,194.85,667.3,17.6,6,6,13.71 L,DRV-0608,13,13.71
RTE-01161,VEH-0089,Drone,2024-09-12,"ORD-013775,ORD-000200,ORD-004604,ORD-010910,ORD-005004",212.99,130.68,132.3,232.0,5,5,51.14 L,,10,51.14
RTE-01162,VEH-0586,Truck,2024-06-11,"ORD-013893,ORD-012275,ORD-012049",230.27,87.39,672.8,416.3,3,3,2.91,DRV-0729,3,2.91
RTE-01163,VEH-0449,Van,2024-11-01,"ORD-007810,ORD-008957,ORD-010717,ORD-005322,ORD-010065,ORD-008358",310.21,283.47,204.0,564.1,6,6,54.87,DRV-0034,11,54.87
RTE-01164,VEH-0516,Van,2025-01-15,"ORD-007966,ORD-002984,ORD-007732,ORD-003160,ORD-005798,ORD-008476,ORD-001755",408.15,367.61,678.5,221.3,7,7,13.06 L,DRV-0512,12,13.06
RTE-01165,VEH-0093,Drone,2025-03-11,"ORD-012909,ORD-001627,ORD-000908,ORD-004845,ORD-011552,ORD-013525,ORD-014843",368.44,32.23,96.1,157.5,7,7,1164.0 Wh,,8,1164.0
RTE-01166,VEH-0072,Drone,2025-01-27,"ORD-010728,ORD-014593,ORD-006836,ORD-006847",71.04,329.73,231.9,53.3,4,4,27.7,,9,27.7
RTE-01167,VEH-0071,Drone,2024-05-19,"ORD-005535,ORD-001138,ORD-009950,ORD-002072,ORD-014165",219.74,,422.5,126.5,5,5,2080.0 Wh,,10,2080.0
RTE-01168,VEH-0585,Truck,2024-08-21,"ORD-008247,ORD-004448,ORD-012778",215.46,359.26,436.3,418.3,3,3,47.15,DRV-0770,14,47.15
RTE-01169,VEH-0605,Truck,2024-07-24,"ORD-009892,ORD-002474",6.96,251.86,231.3,309.0,2,2,925.0 Wh,DRV-0381,6,925.0
RTE-01170,VEH-0418,Van,2024-11-08,"ORD-007043,ORD-002659,ORD-012248",59.6,452.02,273.9,165.2,3,3,1640.0 Wh,DRV-0507,9,1640.0
RTE-01171,VEH-0660,Truck,2025-02-13,"ORD-014458,ORD-006967,ORD-007067,ORD-011708,ORD-011026,ORD-012030,ORD-009902,ORD-008764,ORD-013911",413.05,326.47,359.9,659.5,9,9,26.54,DRV-0307,12,26.54
RTE-01172,VEH-0418,Van,2025-02-02,ORD-003412,266.75,276.87,543.2,732.1,1,1,1420.0 Wh,DRV-0287,13,1420.0
RTE-01173,VEH-0652,Truck,2024-01-21,"ORD-011844,ORD-007902,ORD-010660,ORD-000624,ORD-012810,ORD-011754",68.11,325.9,698.1,583.3,6,6,2.63,DRV-0823,14,2.63
RTE-01174,VEH-0443,Van,2024-07-11,"ORD-009471,ORD-006914",54.57,43.11,521.2,750.8,2,2,2033.0 Wh,DRV-0170,12,2033.0
RTE-01175,VEH-0373,Bike,2024-10-04,"ORD-014793,ORD-004354,ORD-003050,ORD-009671,ORD-000662,ORD-004940,ORD-013950,ORD-006987,ORD-000708",134.6,270.82,260.8,621.5,9,8,54.48,DRV-0805,12,54.48
RTE-01176,VEH-0638,Truck,2024-06-27,"ORD-005464,ORD-004383,ORD-014411,ORD-011179",336.18,77.38,67.4,747.5,4,4,58.75 L,DRV-0207,6,58.75
RTE-01177,VEH-0694,Truck,2024-10-12,"ORD-012856,ORD-006515,ORD-010500,ORD-010644,ORD-003482,ORD-005812,ORD-006074,ORD-008759,ORD-009450",84.58,284.03,504.3,224.7,9,9,934.0 Wh,DRV-0415,9,934.0
RTE-01178,VEH-0057,Drone,2024-07-28,ORD-009383,217.07,134.54,72.3,757.1,1,1,55.09 L,,7,55.09
RTE-01179,VEH-0255,Bike,2024-03-23,"ORD-013436,ORD-014519,ORD-001565",268.29,335.01,522.6,119.2,3,3,1121.0 Wh,DRV-0408,13,1121.0
RTE-01180,VEH-0497,Van,2025-04-24,"ORD-011888,ORD-012469,ORD-008635,ORD-000193,ORD-006445,ORD-003598",396.96,249.2,621.9,121.0,6,6,49.66,DRV-0324,10,49.66
RTE-01181,VEH-0160,Bike,2025-04-17,"ORD-014161,ORD-000139,ORD-009617",170.52,105.48,403.6,351.2,3,2,47.98 L,DRV-0376,7,47.98
RTE-01182,VEH-0401,Van,2024-08-22,"ORD-014961,ORD-013663,ORD-000120,ORD-005438,ORD-003212,ORD-014092,ORD-007099,ORD-010156",127.78,302.64,616.1,397.8,8,8,50.28 L,DRV-0064,12,50.28
RTE-01183,VEH-0647,Truck,2024-02-12,"ORD-005006,ORD-013987",3.22,,581.3,308.0,2,2,42.91,DRV-0676,3,42.91
RTE-01184,VEH-0527,Van,2025-06-14,"ORD-008399,ORD-003575,ORD-011540,ORD-003863,ORD-001966,ORD-000555,ORD-002713,ORD-007858,ORD-014288",53.67,13.72,193.9,474.3,9,9,51.38 L,DRV-0855,12,51.38
RTE-01185,VEH-0379,Bike,2024-05-29,"ORD-004542,ORD-006010,ORD-014097,ORD-000177,ORD-006755,ORD-014479,ORD-011988,ORD-007756",308.34,428.79,628.1,193.6,8,8,5.51 L,DRV-0320,10,5.51
RTE-01186,VEH-0036,Drone,2024-01-14,"ORD-002745,ORD-006834,ORD-003146,ORD-005238",329.77,223.1,524.9,568.1,4,4,1366.0 Wh,,5,1366.0
