Date,City Name,temp,Temp Unit,humidity_%,Precipitation (mm),wind_speed_kmph,Visibility_KM,condition,storm_alert
2025-01-20,Coimbatore,26.0,C,35,110.4,9.2,9.4,Thunderstorm,N
21-01-2025,Coimbatore,26.0,C,71,57.2,30.3,6.3,Heavy Rain,N
22-01-2025,Coimbatore,24.8,C,35,1.5,4.9,4.6,Cloudy,N
23-01-2025,Coimbatore,25.6,,75,0.6,5.7,5.6,Sunny,N
24-01-2025,Coimbatore,30.4,C,59,1.5,16.7,7.7,CLEAR,N
2025-01-25,Coimbatore,26.8,C,28,1.4,8.7,8.7,Sunny,N
26-01-2025,Coimbatore,32.6,C,29,16.2,25.4,9.9,rain,N
2025-01-27,Coimbatore,29.2,,51,0.8,3.5,4.9,Cloudy,N
28-01-2025,Coimbatore,88.2,,68,0.8,11.6,2.9,Fog,N
2025-01-29,Coimbatore,30.4,C,,27.3,9.6,11.3,Thunderstorm,N
2025-01-30,Coimbatore,29.4,C,68,27.6,15.5,11.0,Heavy Rain,no
2025-01-31,Coimbatore,80.7,F,94,0.4,2.3,8.8,Clear,N
01-02-2025,Coimbatore,32.3,C,47,1.9,39.8,9.5,CLEAR,N
2025-02-02,Coimbatore,28.6,C,78,48.6,33.3,4.5,Heavy Rain,Y
2025-02-03,Coimbatore,30.3,C,74,0.8,9.5,10.7,Cloudy,N
04-02-2025,Coimbatore,25.8,C,85,1.7,18.6,8.4,Clear,N
2025-02-05,Coimbatore,28.2,,60,43.0,44.4,8.6,Heavy Rain,no
06-02-2025,Coimbatore,,C,41,1.4,26.4,4.8,Cloudy,N
2025-02-07,Coimbatore,31.8,C,63,117.2,11.9,11.0,Rain,N
2025-02-08,Coimbatore,91.2,F,86,0.0,5.6,9.8,Cloudy,N
09-02-2025,Coimbatore,29.6,C,93,1.4,20.2,5.2,Clear,N
10-02-2025,Coimbatore,32.8,C,72,9.4,30.7,9.3,Rain,N
2025-02-11,Coimbatore,31.5,C,44,1.6,34.6,5.7,Clear,N
2025-02-12,Coimbatore,30.6,C,30,77.1,40.4,9.3,Rain,no
2025-02-13,Coimbatore,28.4,C,46,79.3,20.6,11.6,rain,no
14-02-2025,Coimbatore,32.2,,57,1.0,11.6,6.3,Clear,N
2025-02-15,Coimbatore,28.4,,54,109.5,23.1,4.3,rain,N
2025-02-16,Coimbatore,32.8,,91,23.8,2.8,8.3,Rain,N
2025-02-17,Coimbatore,27.3,C,50,11.6,40.3,6.3,Rain,no
18-02-2025,Coimbatore,28.1,C,41,0.9,24.0,8.4,Cloudy,N
2025-02-19,Coimbatore,31.9,C,30,0.7,34.5,1.1,Fog,N
2025-02-20,Coimbatore,29.6,,44,0.2,9.6,4.4,Cloudy,N
2025-02-21,Coimbatore,32.8,,89,64.7,N/A,10.2,Rain,
2025-02-22,Coimbatore,86.3,,71,2.0,3.3,6.7,Clear,N
23-02-2025,Coimbatore,33.0,,60,82.6,5.7,7.6,Rain,
24-02-2025,Coimbatore,27.1,C,79,0.6,19.3,7.6,Cloudy,N
25-02-2025,Coimbatore,34.8,C,28,96.4,33.5,4.2,Heavy Rain,N
26-02-2025,Coimbatore,29.5,,75,1.6,30.8,4.8,clear,N
27-02-2025,Coimbatore,29.6,,28,24.5,34.0,7.1,Rain,Y
2025-02-28,Coimbatore,35.3,C,76,101.0,33.2,5.4,Rain,no
01-03-2025,Coimbatore,null,C,65,2.0,37.9,11.1,Clear,N
02-03-2025,Coimbatore,  ,C,31,1.9,29.6,10.2,Sunny,N
03-03-2025,Coimbatore,32.4,C,98,1.9,31.1,5.7,Clear,N
2025-03-04,Coimbatore,34.0,,49,0.9,22.6,7.5,clear,N
2025-03-05,Coimbatore,32.5,C,63,1.1,24.1,7.1,Cloudy,N
2025-03-07,Coimbatore,31.3,,57,34.2,27.4,7.2,Rain,no
2025-03-08,Coimbatore,101.1,,35,119.2,5.8,8.8,Rain,N
2025-03-09,Coimbatore,83.0,F,67,0.2,2.8,6.5,clear,N
2025-03-10,Coimbatore,29.7,C,64,117.9,13.6,5.0,Thunderstorm,N
2025-03-11,Coimbatore,77.1,,72,1.4,11.6,9.5,Cloudy,N
2025-03-12,Coimbatore,29.4,C,55,1.1,44.5,7.2,Clear,N
14-03-2025,Coimbatore,32.8,C,54,0.2,23.2,4.5,Clear,N
15-03-2025,Coimbatore,98.2,,82,0.2,40.0,4.9,Clear,N
2025-03-16,Coimbatore,93.9,F,40,0.9,21.3,8.1,Clear,N
2025-03-17,Coimbatore,30.6,C,29,1.0,42.0,5.9,Clear,N
2025-03-18,Coimbatore,33.0,,NA,0.4,43.8,6.7,Clear,N
2025-03-19,Coimbatore,32.6,C,56,1.0,5.1,10.3,Cloudy,N
20-03-2025,Coimbatore,31.3,,44,57.0,42.2,4.6,Rain,N
2025-03-22,Coimbatore,31.9,,81,0.3,37.1,11.4,Clear,N
2025-03-23,Coimbatore,32.5,,54,0.1,38.7,2.2,Fog,N
24-03-2025,Coimbatore,40.0,,76,52.8,34.7,7.2,Rain,N
2025-03-25,Coimbatore,26.3,,79,70.4,38.3,11.2,Rain,N
2025-03-26,Coimbatore,33.7,C,51,37.1,31.2,6.4,Rain,
2025-03-27,Coimbatore,27.7,C,64,1.5,44.8,7.9,Clear,N
2025-03-28,Coimbatore,34.2,C,69,0.1,9.9,10.2,Clear,N
2025-03-29,Coimbatore,31.4,C,33,0.6,unknown,9.5,Cloudy,N
2025-03-30,Coimbatore,33.4,,45,23.1,36.4,9.4,Heavy Rain,yes
2025-03-31,Coimbatore,31.6,C,34,2.0,8.2,0.6,Fog,N
2025-04-01,Coimbatore,29.5,C,94,1.7,32.4,4.2,CLEAR,N
02-04-2025,Coimbatore,31.2,,48,0.8,18.5,7.3,Cloudy,N
03-04-2025,Coimbatore,32.4,C,28,110.1,32.6,7.6,Thunderstorm,N
04-04-2025,Coimbatore,33.8,C,30,24.1,37.9,10.9,Rain,N
05-04-2025,Coimbatore,29.9,C,68,1.3,22.1,11.0,Sunny,N
06-04-2025,Coimbatore,33.5,C,59,1.3,13.3,10.0,Cloudy,N
2025-04-07,Coimbatore,34.0,,96,0.2,11.2,6.2,CLEAR,N
2025-04-08,Coimbatore,86.2,F,58,57.2,33.9,5.0,Thunderstorm,no
2025-04-09,Coimbatore,-,,77,2.0,6.7,5.7,Cloudy,N
10-04-2025,Coimbatore,87.3,F,31,26.1,8.9,10.3,rain,
11-04-2025,Coimbatore,84.9,F,81,0.4,4.6,9.0,Cloudy,N
2025-04-12,Coimbatore,28.2,C,79,1.4,43.2,11.6,CLEAR,N
13-04-2025,Coimbatore,36.5,C,NA,0.4,31.2,8.0,CLEAR,N
2025-04-14,Coimbatore,30.5,C,79,0.5,36.4,7.8,Cloudy,N
15-04-2025,Coimbatore,90.9,,96,1.8,15.5,1.4,Fog,N
16-04-2025,Coimbatore,30.9,C,54,1.8,25.7,8.4,Sunny,N
17-04-2025,Coimbatore,30.2,C,77,1.0,37.1,9.5,Cloudy,N
2025-04-19,Coimbatore,33.3,C,49,14.4,23.5,9.3,Rain,
2025-04-20,Coimbatore,31.2,C,62,1.1,43.4,11.5,Cloudy,N
2025-04-21,Coimbatore,28.7,C,31,114.7,18.5,11.9,rain,N
22-04-2025,Coimbatore,29.3,C,75,19.5,12.1,11.8,Heavy Rain,
23-04-2025,Coimbatore,24.5,,54,1.5,36.4,7.4,Clear,N
2025-04-24,Coimbatore,92.9,,69,1.2,2.1,9.1,Clear,N
25-04-2025,Coimbatore,32.6,C,78,6.4,15.4,8.6,Rain,yes
2025-04-26,Coimbatore,33.3,C,68,0.5,21.8,9.0,clear,N
27-04-2025,Coimbatore,32.5,C,68,0.4,30.1,5.8,Clear,N
28-04-2025,Coimbatore,30.8,C,52,0.9,31.8,5.6,Sunny,N
2025-04-29,Coimbatore,33.4,C,32,0.9,27.4,11.9,Clear,N
2025-04-30,Coimbatore,30.4,C,79,0.7,34.2,10.3,Clear,N
2025-05-01,Coimbatore,27.6,,93,0.3,9.4,8.4,clear,N
02-05-2025,Coimbatore,88.3,F,88,0.9,28.6,10.2,Cloudy,N
03-05-2025,Coimbatore,28.2,C,61,0.1,39.1,6.6,Clear,N
04-05-2025,Coimbatore,34.9,C,36,67.5,35.7,7.8,Thunderstorm,no
2025-05-05,Coimbatore,31.8,C,94,1.7,29.6,1.5,Fog,N
2025-05-06,Coimbatore,26.0,C,52,19.1,12.0,8.4,Heavy Rain,
2025-05-07,Coimbatore,34.1,C,32,0.4,17.2,10.0,Clear,N
2025-05-08,Coimbatore,33.2,C,86,0.6,29.2,10.1,Clear,N
2025-05-09,Coimbatore,24.5,C,64,0.8,38.3,9.8,Clear,N
2025-05-10,Coimbatore,33.9,C,39,1.5,29.8,11.7,Sunny,N
11-05-2025,Coimbatore,31.5,C,64,1.8,39.3,3.0,Fog,N
2025-05-12,Coimbatore,28.4,C,89,1.6,29.3,8.9,Cloudy,N
13-05-2025,Coimbatore,31.7,C,98,14.5,5.3,11.6,Rain,yes
2025-05-14,Coimbatore,26.3,C,98,0.6,8.1,6.6,Cloudy,N
2025-05-15,Coimbatore,25.5,C,73,1.3,21.5,9.7,CLEAR,N
16-05-2025,Coimbatore,29.0,C,83,0.6,44.7,8.2,Cloudy,N
17-05-2025,Coimbatore,29.5,,75,81.7,5.3,11.3,Rain,yes
18-05-2025,Coimbatore,25.1,C,40,42.6,3.0,5.1,Heavy Rain,N
19-05-2025,Coimbatore,24.9,,65,0.2,12.2,9.2,Cloudy,N
2025-05-20,Coimbatore,28.7,C,76,0.3,41.5,10.6,Sunny,N
2025-05-21,Coimbatore,30.5,,28,1.2,13.2,7.1,clear,N
22-05-2025,Coimbatore,28.4,C,  ,79.2,19.2,7.7,Rain,yes
2025-05-23,Coimbatore,33.9,C,35,0.7,23.0,11.4,Cloudy,N
2025-05-24,Coimbatore,29.2,C,40,0.6,9.0,5.1,Clear,N
25-05-2025,Coimbatore,29.3,C,85,1.1,44.0,11.4,Cloudy,N
26-05-2025,Coimbatore,34.4,C,65,1.1,38.1,7.1,Clear,N
27-05-2025,Coimbatore,28.4,,69,92.3,42.4,11.3,rain,Y
2025-05-28,Coimbatore,29.5,C,31,1.3,40.1,9.1,Clear,N
2025-05-29,Coimbatore,25.3,C,88,106.0,41.0,11.4,Rain,yes
30-05-2025,Coimbatore,26.9,C,84,0.4,27.9,5.2,Cloudy,N
31-05-2025,Coimbatore,30.9,,44,69.5,33.2,4.2,Rain,Y
2025-06-01,Coimbatore,null,,42,1.6,null,10.4,Clear,N
2025-06-02,Coimbatore,86.2,F,68,1.8,42.6,5.3,Clear,N
2025-06-03,Coimbatore,32.4,C,55,0.7,17.2,7.6,Clear,N
2025-06-04,Coimbatore,33.8,,69,1.9,3.0,10.6,Clear,N
05-06-2025,Coimbatore,84.5,F,64,0.7,32.0,4.1,Clear,N
06-06-2025,Coimbatore,83.7,F,58,90.9,24.2,11.5,Rain,no
07-06-2025,Coimbatore,28.7,C,71,0.2,4.4,8.6,Clear,N
08-06-2025,Coimbatore,26.2,,60,0.2,5.1,0.5,Fog,N
09-06-2025,Coimbatore,26.3,C,75,8.3,11.9,5.1,Rain,no
10-06-2025,Coimbatore,30.6,C,61,20.0,12.5,6.8,Heavy Rain,Y
2025-06-11,Coimbatore,24.4,C,70,1.6,26.9,11.1,Clear,N
2025-06-12,Coimbatore,79.6,F,53,0.7,13.5,8.3,Cloudy,N
2025-06-13,Coimbatore,24.8,,67,1.2,6.6,2.6,Fog,N
14-06-2025,Coimbatore,23.1,C,42,51.8,5.0,10.7,Thunderstorm,N
2025-06-15,Coimbatore,81.5,F,89,1.3,11.4,10.0,Clear,N
16-06-2025,Coimbatore,22.4,,65,0.7,19.2,7.8,Clear,N
2025-06-17,Coimbatore,23.9,C,74,1.3,40.6,6.7,Clear,N
18-06-2025,Coimbatore,20.4,C,54,0.1,39.8,10.7,Clear,N
2025-06-19,Coimbatore,28.2,C,77,1.5,30.6,2.6,Fog,N
20-06-2025,Coimbatore,31.0,C,93,84.1,11.8,11.3,Thunderstorm,
2025-06-21,Coimbatore,25.5,C,63,103.7,33.0,7.4,rain,Y
2025-06-22,Coimbatore,20.0,C,97,1.9,14.3,11.7,Cloudy,N
2025-06-23,Coimbatore,30.8,C,95,83.7,39.0,10.4,Rain,N
24-06-2025,Coimbatore,24.8,,32,1.8,12.5,9.2,Clear,N
2025-06-25,Coimbatore,25.3,C,93,0.0,3.9,5.9,Sunny,N
26-06-2025,Coimbatore,27.7,C,78,41.0,44.7,8.9,rain,yes
27-06-2025,Coimbatore,83.0,F,35,1.3,26.7,1.8,Fog,N
2025-06-28,Coimbatore,82.5,F,49,1.1,42.4,11.6,Clear,N
29-06-2025,Coimbatore,80.4,F,58,0.3,22.3,11.2,clear,N
30-06-2025,Coimbatore,23.0,C,98,1.7,42.9,10.0,Cloudy,N
2025-07-01,Coimbatore,18.8,C,88,0.5,3.0,6.1,Sunny,N
2024-01-01,Madurai,23.3,,53,0.6,37.6,11.1,Sunny,N
2024-01-02,Madurai,24.9,C,94,0.0,34.8,7.7,clear,N
03-01-2024,Madurai,22.2,C,43,0.6,11.8,4.2,CLEAR,N
04-01-2024,Madurai,24.9,,null,0.5,9.4,8.8,clear,N
2024-01-05,Madurai,78.0,F,76,1.2,43.6,0.8,Fog,N
2024-01-06,Madurai,23.5,C,41,1.1,4.1,10.5,Cloudy,N
2024-01-07,Madurai,25.3,C,71,1.2,8.1,4.8,Cloudy,N
08-01-2024,Madurai,,C,92,0.7,15.1,9.4,CLEAR,N
09-01-2024,Madurai,23.0,C,59,59.5,12.2,8.1,Thunderstorm,yes
2024-01-10,Madurai,80.1,,52,1.9,21.0,8.7,Sunny,N
11-01-2024,Madurai,26.3,C,81,1.4,3.9,9.4,Sunny,N
2024-01-12,Madurai,82.5,F,65,60.4,22.4,10.8,Heavy Rain,N
13-01-2024,Madurai,82.1,,81,71.5,12.0,4.8,Rain,Y
14-01-2024,Madurai,26.3,C,30,0.1,  ,4.3,Clear,N
2024-01-15,Madurai,25.4,C,30,1.8,31.7,9.4,Cloudy,N
2024-01-16,Madurai,27.2,C,81,0.8,8.4,7.3,Clear,N
17-01-2024,Madurai,26.5,,29,1.2,39.7,4.5,Cloudy,N
2024-01-18,Madurai,29.0,,88,1.3,9.2,2.8,Fog,N
2024-01-19,Madurai,22.7,C,37,0.7,44.4,0.7,Fog,N
20-01-2024,Madurai,92.9,F,72,1.7,6.4,6.4,Clear,N
2024-01-21,Madurai,25.4,C,75,0.6,22.8,7.8,Sunny,N
22-01-2024,Madurai,75.2,F,82,0.5,35.7,4.3,Sunny,N
23-01-2024,Madurai,21.8,,93,1.4,43.9,11.7,Sunny,N
2024-01-24,Madurai,26.2,,81,37.8,29.7,9.0,Rain,N
25-01-2024,Madurai,29.4,C,73,0.4,2.7,1.4,Fog,N
26-01-2024,Madurai,79.9,F,89,5.3,24.0,11.0,Thunderstorm,N
27-01-2024,Madurai,24.8,C,52,1.8,7.4,4.5,Clear,N
2024-01-28,Madurai,88.6,F,96,1.6,23.1,6.7,Cloudy,N
2024-01-29,Madurai,26.5,C,45,0.2,22.9,8.2,Sunny,N
2024-01-30,Madurai,30.7,C,71,0.9,5.2,2.2,Fog,N
31-01-2024,Madurai,90.0,F,78,89.8,43.4,5.9,Heavy Rain,N
01-02-2024,Madurai,26.8,C,90,0.9,18.2,6.6,Cloudy,N
2024-02-02,Madurai,25.3,C,60,108.7,23.5,5.9,Heavy Rain,yes
03-02-2024,Madurai,29.6,C,44,66.1,41.6,5.9,Rain,no
2024-02-04,Madurai,25.9,C,72,1.3,7.3,7.0,Cloudy,N
05-02-2024,Madurai,22.9,C,29,1.4,29.2,9.1,Cloudy,N
2024-02-06,Madurai,33.0,C,75,0.1,21.9,11.3,CLEAR,N
07-02-2024,Madurai,82.7,F,67,1.9,35.8,11.4,Sunny,N
08-02-2024,Madurai,27.0,C,57,0.5,7.3,10.1,Sunny,N
2024-02-09,Madurai,NA,F,79,0.4,32.1,11.2,Sunny,N
2024-02-10,Madurai,24.7,,45,114.3,33.9,4.7,Rain,no
11-02-2024,Madurai,31.9,C,87,108.1,18.8,6.5,Rain,no
12-02-2024,Madurai,86.4,F,77,1.9,38.3,8.7,Sunny,N
13-02-2024,Madurai,24.7,C,55,11.8,27.8,11.6,Rain,N
2024-02-14,Madurai,27.8,,38,36.5,11.9,11.7,Thunderstorm,N
15-02-2024,Madurai,29.5,C,62,7.7,2.2,9.5,Heavy Rain,N
2024-02-16,Madurai,35.0,C,36,61.3,27.2,5.0,Heavy Rain,N
2024-02-17,Madurai,34.2,C,53,36.6,41.6,4.2,Thunderstorm,no
18-02-2024,Madurai,33.1,C,30,0.0,22.6,4.3,CLEAR,N
19-02-2024,Madurai,30.0,C,71,89.5,39.5,9.2,rain,no
2024-02-20,Madurai,null,,38,1.0,22.8,8.2,Clear,N
21-02-2024,Madurai,30.1,C,74,0.4,29.4,7.3,Clear,N
22-02-2024,Madurai,27.6,C,76,0.4,37.8,10.7,Clear,N
2024-02-23,Madurai,84.4,F,57,62.7,14.4,7.5,rain,N
24-02-2024,Madurai,37.2,,47,0.4,29.9,7.2,Clear,N
25-02-2024,Madurai,30.5,C,69,104.7,44.2,5.5,Thunderstorm,no
2024-02-26,Madurai,31.3,C,80,0.8,13.5,1.6,Fog,N
27-02-2024,Madurai,25.8,C,44,1.0,30.0,8.8,Clear,N
2024-02-28,Madurai,81.6,F,-,54.9,36.5,6.4,Rain,N
29-02-2024,Madurai,30.5,,39,47.0,41.6,4.7,Heavy Rain,no
01-03-2024,Madurai,29.9,C,28,72.2,19.6,6.3,Rain,Y
2024-03-02,Madurai,31.4,C,65,1.7,17.5,5.9,Clear,N
03-03-2024,Madurai,80.8,,49,98.9,35.9,9.4,Rain,no
04-03-2024,Madurai,34.6,C,97,0.9,43.4,5.3,Sunny,N
05-03-2024,Madurai,31.7,C,82,1.4,19.1,1.2,Fog,N
06-03-2024,Madurai,24.2,C,95,0.8,4.2,2.3,Fog,N
2024-03-07,Madurai,90.5,F,38,0.8,2.3,9.1,Cloudy,N
2024-03-08,Madurai,94.1,F,72,73.3,18.8,5.3,Heavy Rain,no
09-03-2024,Madurai,31.1,C,76,76.5,14.9,8.5,Heavy Rain,N
10-03-2024,Madurai,25.3,,35,0.3,2.6,8.4,Clear,N
11-03-2024,Madurai,96.9,,72,0.1,37.7,11.6,Cloudy,N
12-03-2024,Madurai,29.2,,29,0.1,16.8,11.5,clear,N
2024-03-13,Madurai,29.1,C,42,0.3,33.0,11.5,clear,N
14-03-2024,Madurai,31.1,C,38,1.4,38.9,5.6,Clear,N
2024-03-15,Madurai,88.1,F,93,1.3,41.4,4.5,clear,N
16-03-2024,Madurai,31.9,C,89,23.5,43.8,9.8,rain,yes
2024-03-17,Madurai,35.3,,44,1.7,34.7,11.2,Cloudy,N
2024-03-18,Madurai,31.6,C,53,5.1,5.5,9.4,Rain,
2024-03-19,Madurai,88.5,F,48,0.4,25.1,10.6,Clear,N
20-03-2024,Madurai,89.0,,91,1.0,3.8,5.5,Sunny,N
2024-03-21,Madurai,31.2,C,66,1.1,24.6,5.1,Clear,N
22-03-2024,Madurai,34.1,,28,92.4,15.6,5.5,Thunderstorm,N
23-03-2024,Madurai,32.5,C,50,1.3,14.0,8.2,Sunny,N
24-03-2024,Madurai,30.9,C,39,1.1,10.8,4.2,Sunny,N
2024-03-25,Madurai,30.8,C,51,0.3,30.3,5.1,Cloudy,N
26-03-2024,Madurai,36.0,,94,0.2,16.7,5.9,Cloudy,N
2024-03-27,Madurai,95.0,F,95,0.4,31.2,5.9,Clear,N
28-03-2024,Madurai,36.5,C,92,41.5,14.1,7.0,Rain,Y
29-03-2024,Madurai,35.5,C,36,1.0,38.3,9.6,Sunny,N
30-03-2024,Madurai,34.4,,57,33.8,44.1,9.0,rain,no
31-03-2024,Madurai,33.3,,70,73.9,9.2,11.2,rain,N
01-04-2024,Madurai,29.7,C,72,1.3,43.2,11.2,clear,N
2024-04-02,Madurai,30.6,,83,1.5,8.2,11.6,Clear,N
2024-04-03,Madurai,31.7,C,40,0.6,8.2,10.2,Clear,N
2024-04-04,Madurai,33.8,C,92,79.3,16.3,6.1,Heavy Rain,N
05-04-2024,Madurai,29.3,,95,51.5,27.6,11.6,Rain,yes
06-04-2024,Madurai,30.4,C,83,1.8,20.1,10.4,Sunny,N
07-04-2024,Madurai,29.1,,86,15.5,3.2,9.9,Heavy Rain,N
08-04-2024,Madurai,30.5,C,80,1.4,10.1,6.5,Clear,N
09-04-2024,Madurai,30.5,C,55,1.0,16.8,9.9,Clear,N
10-04-2024,Madurai,32.2,C,67,12.4,21.6,11.6,Heavy Rain,no
2024-04-11,Madurai,30.2,C,59,1.5,28.4,11.0,Cloudy,N
2024-04-14,Madurai,30.8,C,28,55.4,22.5,9.4,Rain,
2024-04-15,Madurai,35.4,,42,62.9,30.2,8.4,Rain,yes
16-04-2024,Madurai,33.0,C,46,1.8,23.6,7.3,Cloudy,N
17-04-2024,Madurai,unknown,C,73,0.5,34.9,7.7,clear,N
2024-04-18,Madurai,36.4,,N/A,1.3,27.1,11.2,clear,N
19-04-2024,Madurai,32.3,C,62,112.2,18.6,10.2,Thunderstorm,N
2024-04-20,Madurai,32.2,C,88,50.2,35.9,10.6,Rain,
2024-04-21,Madurai,36.3,C,73,1.9,11.8,5.4,Cloudy,N
22-04-2024,Madurai,28.6,C,34,1.6,,11.7,Cloudy,N
23-04-2024,Madurai,32.7,C,58,0.2,34.1,4.1,CLEAR,N
2024-04-24,Madurai,34.0,,32,1.5,29.2,8.8,clear,N
25-04-2024,Madurai,30.4,C,43,27.8,13.0,9.1,Heavy Rain,N
2024-04-26,Madurai,33.7,C,44,1.1,18.0,11.3,Clear,N
27-04-2024,Madurai,33.4,C,70,0.4,5.9,9.1,Clear,N
28-04-2024,Madurai,30.8,,36,1.6,44.7,10.4,Clear,N
2024-04-29,Madurai,28.2,C,38,0.9,2.5,1.4,Fog,N
2024-04-30,Madurai,35.2,C,29,1.5,28.1,6.3,Clear,N
01-05-2024,Madurai,34.8,C,72,1.6,40.7,4.2,Cloudy,N
02-05-2024,Madurai,32.5,C,55,38.3,27.3,6.1,Heavy Rain,N
2024-05-03,Madurai,27.2,C,81,70.5,40.0,11.2,Rain,N
04-05-2024,Madurai,30.1,C,63,115.1,37.6,8.1,Heavy Rain,Y
06-05-2024,Madurai,85.1,F,90,90.9,42.7,9.0,Thunderstorm,N
07-05-2024,Madurai,37.4,C,62,1.3,34.5,5.6,Clear,N
2024-05-08,Madurai,28.9,C,31,47.7,4.4,11.4,Thunderstorm,no
09-05-2024,Madurai,31.2,,88,76.5,18.3,8.9,Thunderstorm,N
10-05-2024,Madurai,31.0,C,29,23.3,9.7,9.6,Rain,
2024-05-11,Madurai,30.4,,81,1.7,41.9,5.5,clear,N
2024-05-12,Madurai,28.2,,30,0.3,35.9,6.9,Cloudy,N
13-05-2024,Madurai,29.2,C,62,0.2,25.3,6.7,CLEAR,N
14-05-2024,Madurai,31.4,C,97,1.3,41.5,7.7,Clear,N
2024-05-15,Madurai,27.8,C,39,28.4,17.7,11.9,Heavy Rain,N
16-05-2024,Madurai,27.6,C,79,0.8,39.1,8.5,Cloudy,N
2024-05-17,Madurai,25.9,C,86,0.8,2.4,10.1,CLEAR,N
18-05-2024,Madurai,28.8,C,57,0.8,31.2,5.1,Clear,N
2024-05-19,Madurai,30.4,,74,15.0,21.2,8.0,Thunderstorm,
20-05-2024,Madurai,28.5,C,42,0.3,6.1,10.6,Sunny,N
2024-05-21,Madurai,30.2,C,31,0.4,24.6,6.1,Cloudy,N
22-05-2024,Madurai,24.7,,73,115.2,31.9,6.9,Thunderstorm,yes
2024-05-23,Madurai,26.5,C,40,1.6,24.2,4.0,clear,N
24-05-2024,Madurai,78.8,F,40,0.3,27.8,5.4,Cloudy,N
2024-05-25,Madurai,25.7,C,58,0.2,15.9,10.0,clear,N
26-05-2024,Madurai,27.7,C,36,58.6,14.3,6.7,Rain,yes
27-05-2024,Madurai,26.5,,69,0.4,24.2,2.3,Fog,N
28-05-2024,Madurai,29.1,C,98,1.8,28.4,4.9,Cloudy,N
29-05-2024,Madurai,26.8,,65,83.6,3.5,9.3,Rain,
2024-05-30,Madurai,28.3,C,76,1.7,37.2,5.3,Clear,N
2024-05-31,Madurai,30.6,,46,0.5,40.2,4.5,Clear,N
2024-06-01,Madurai,29.9,C,35,0.0,22.1,11.2,Clear,N
02-06-2024,Madurai,24.3,,59,1.3,37.5,4.8,clear,N
2024-06-03,Madurai,31.9,C,45,23.5,6.4,11.1,Heavy Rain,
04-06-2024,Madurai,25.0,C,31,1.6,unknown,4.6,clear,N
05-06-2024,Madurai,26.8,C,48,38.8,3.6,11.9,Thunderstorm,yes
06-06-2024,Madurai,23.4,,60,72.9,41.6,4.5,rain,yes
07-06-2024,Madurai,23.5,C,37,0.3,16.0,10.1,Sunny,N
2024-06-08,Madurai,25.3,,33,1.0,40.5,7.8,Sunny,N
2024-06-09,Madurai,26.7,C,92,101.4,44.0,4.9,Thunderstorm,
2024-06-10,Madurai,24.7,C,75,52.4,44.4,9.8,Heavy Rain,N
2024-06-11,Madurai,24.7,C,88,95.2,27.3,7.9,Thunderstorm,N
2024-06-12,Madurai,28.6,,33,0.7,20.9,9.6,Clear,N
13-06-2024,Madurai,29.0,C,87,112.1,2.8,10.4,Rain,N
14-06-2024,Madurai,25.3,C,87,49.2,12.9,9.9,rain,Y
2024-06-15,Madurai,71.5,F,45,1.1,9.5,6.5,Cloudy,N
16-06-2024,Madurai,32.9,C,70,0.4,21.0,10.8,clear,N
17-06-2024,Madurai,23.8,C,45,93.7,17.1,6.8,Heavy Rain,N
18-06-2024,Madurai,23.9,,41,0.0,4.2,9.9,Cloudy,N
19-06-2024,Madurai,27.6,C,44,0.6,10.6,5.3,Clear,N
20-06-2024,Madurai,27.2,C,71,52.3,25.5,6.0,Rain,yes
21-06-2024,Madurai,31.8,,49,0.8,20.5,11.7,Cloudy,N
22-06-2024,Madurai,78.6,F,81,1.7,35.9,8.2,Sunny,N
23-06-2024,Madurai,25.4,C,41,22.0,12.8,8.9,Rain,yes
24-06-2024,Madurai,27.6,C,33,0.4,27.5,6.7,Cloudy,N
2024-06-25,Madurai,28.4,C,79,22.5,29.6,8.6,Rain,yes
26-06-2024,Madurai,24.7,C,44,0.7,44.0,7.8,Clear,N
2024-06-27,Madurai,20.7,C,66,0.2,41.0,10.2,Clear,N
28-06-2024,Madurai,21.6,C,59,1.2,19.9,10.2,Clear,N
29-06-2024,Madurai,26.6,C,98,32.6,28.7,4.8,rain,N
30-06-2024,Madurai,28.5,C,72,30.8,24.7,4.9,Rain,yes
2024-07-01,Madurai,21.0,C,32,1.1,7.6,7.3,Cloudy,N
02-07-2024,Madurai,27.1,C,NA,1.1,8.3,9.0,clear,N
03-07-2024,Madurai,21.3,C,56,62.4,7.9,8.0,Rain,
04-07-2024,Madurai,26.9,,81,1.6,13.6,2.0,Fog,N
2024-07-05,Madurai,23.0,C,54,1.5,11.2,8.6,CLEAR,N
06-07-2024,Madurai,20.6,C,38,0.8,41.3,4.5,Clear,N
2024-07-07,Madurai,26.6,C,93,1.7,40.5,11.7,Cloudy,N
08-07-2024,Madurai,70.4,,55,0.0,27.1,6.6,Cloudy,N
09-07-2024,Madurai,21.7,C,69,0.4,16.9,11.5,Clear,N
2024-07-10,Madurai,24.0,,38,106.1,44.4,11.9,Rain,N
2024-07-11,Madurai,N/A,C,52,1.7,36.8,7.8,Sunny,N
2024-07-12,Madurai,,C,63,1.0,37.7,7.9,Sunny,N
13-07-2024,Madurai,N/A,C,61,0.9,34.9,9.7,Cloudy,N
