vehicle_id,vehicle_type,model_name,capacity_kg,max_range_km,avg_speed_kmph,hub_code,purchase_date,odometer_km,fleet_status,driver_id,battery_capacity_wh,last_service_date,insurance_expiry,ownership
VEH-0163,Bike,Tamira-627,24.0 kg,103.5,31,HUB-GUW,18/10/2021 00:00,251402.9,Retired,DRV-0566,,2024-02-26 00:00:00,18-01-2024,3PL Partner
VEH-0164,Bike,Vayu-125,17.6,111.5,30,HUB-KOC,2021-12-19 00:00:00,19441.2,under maintenance,DRV-0134,,12-04-2025,28-10-2024,Leased
VEH-0165,Bike,Nexon-131,10.6 kg,55.1,38,HUB-BEN,13-10-2021,84256.5,Maintenance,DRV-0366,,13-01-2024,22-06-2025,3PL Partner
VEH-0166,Bike,Tamira-510,21.0KG,47.7,32,HUB-VIS,05-06-2022,188376.3,Active,DRV-0714,,2024-08-08 00:00:00,17-08-2024,Owned
VEH-0167,Bike,Zenith-660,10.1,60.0,32,HUB-PUN,28/08/2021 00:00,208003.4,Maintenance,DRV-0278,,20-06-2024,04-10-2025,Owned
VEH-0168,Bike,Zenith-216,32.6,41.3,36,HUB-PUN,27/07/2018 00:00,124359.9,Maintenance,DRV-0015,,2025-03-18 00:00:00,23-02-2024,Owned
VEH-0169,Bike,Zenith-747,19.4,67.5,31,HUB-DEL,16/08/2022 00:00,136978.7,active,DRV-0889,,2025-06-29 00:00:00,28-05-2025,Owned
VEH-0170,Bike,Tamira-895,33.0,117.1,32,HUB-AHM,2019-06-29 00:00:00,258203.7,active,DRV-0660,,08-03-2024,13-08-2025,Owned
VEH-0171,bike,Zenith-294,20.3,90.0,34,HUB-JAI,04-11-2020,247075.9,Retired,DRV-0384,,2025-02-18 00:00:00,25-01-2024,Owned
VEH-0172,Bike,Aravind-518,32.1,69.7,26,HUB-HYD,2023-06-12 00:00:00,198158.1,under maintenance,DRV-0069,,2024-02-10 00:00:00,20-11-2023,Owned
VEH-0173,Bike,Vayu-635,21.6KG,45.0,27,HUB-AHM,2018-08-28 00:00:00,62148.4,Idle,DRV-0395,,13-06-2025,12-10-2025,Owned
VEH-0174,Bike,Vayu-319,12.7,100.5,27,HUB-COI,30-10-2023,217485.7,under maintenance,DRV-0454,,19-12-2024,18-02-2025,3PL Partner
VEH-0175,Bike,Vayu-346,24.6,119.9,35,HUB-KOC,2017-12-26 00:00:00,194356.3,Retired,DRV-0160,,22-06-2024,24-11-2023,3PL Partner
VEH-0176,Bike,Meridian-102,29.6 kg,55.7,26,HUB-KOC,15/04/2020 00:00,26083.5,Idle,DRV-0730,,07-08-2024,25-04-2024,Owned
VEH-0177,Bike,Zenith-899,31.3 kg,105.5,32,HUB-PUN,25-09-2017,183968.2,Retired,DRV-0170,,2025-01-09 00:00:00,30-06-2024,3PL Partner
VEH-0178,Bike,Meridian-781,13.8,110.9,36,HUB-VIS,2023-10-02 00:00:00,41284.7,In Service,DRV-0817,,2024-04-01 00:00:00,23-02-2025,3PL Partner
VEH-0179,Bike,Zenith-378,30.1,59.6,37,HUB-VIS,2019-07-21 00:00:00,107681.9,In Service,DRV-0423,,13-07-2024,02-10-2024,Owned
VEH-0180,Bike,Kaveri-228,14.6,114.8,29,HUB-LUC,28/10/2022 00:00,74432.6,Retired,DRV-0403,,27-05-2024,23-04-2024,3PL Partner
VEH-0181,Bike,Nexon-849,25.0,64.4,30,HUB-BHU,2022-10-23 00:00:00,229092.5,Active,DRV-0503,,2024-06-05 00:00:00,10-12-2023,Leased
VEH-0182,Bike,Zenith-338,29.5,76.7,36,HUB-COI,2018-06-22 00:00:00,157932.3,under maintenance,DRV-0505,,2024-02-27 00:00:00,26-02-2024,3PL Partner
VEH-0183,Bike,Aravind-212,33.5,75.1,26,HUB-JAI,2019-01-03 00:00:00,82386.2,active,DRV-0543,,27-12-2024,12-09-2025,Leased
VEH-0184,Bike,Tamira-948,16.6,102.4,30,HUB-MAD,2019-07-03 00:00:00,78450.3,Idle,DRV-0549,,23-03-2024,13-11-2025,Owned
VEH-0185,Bike,UrbanCraft-770,34.4 kg,-76.7,32,HUB-CHA,31/01/2020 00:00,152956.6,Idle,DRV-0618,,2024-01-04 00:00:00,06-06-2025,Owned
VEH-0186,Bike,Vayu-112,13.4 kg,49.1,38,HUB-HYD,11/10/2022 00:00,35225.7,ACTIVE,DRV-0061,,30-04-2024,08-05-2025,Leased
VEH-0187,Bike,Nexon-953,31.3 kg,84.2,34,HUB-VIS,21/04/2021 00:00,143219.5,In Service,DRV-0800,,31-05-2025,28-11-2023,Owned
VEH-0188,Bike,Tamira-292,21.2,65.7,35,HUB-GUW,30-10-2022,30764.4,Retired,DRV-0319,,2025-04-21 00:00:00,05-01-2025,Owned
VEH-0189,BIKE,Zenith-210,14.7,93.6,35,HUB-KOL,10/08/2020 00:00,257230.5,under maintenance,DRV-0303,,2024-04-10 00:00:00,15-04-2024,Leased
VEH-0190,Bike,Zenith-491,32.8,105.3,35,HUB-AHM,24/05/2022 00:00,231951.9,ACTIVE,DRV-0313,,2025-03-10 00:00:00,09-11-2023,3PL Partner
VEH-0191,Bike,Vayu-885,13.2,102.6,27,HUB-DEL,01/05/2018 00:00,61323.0,active,DRV-0390,,2024-07-26 00:00:00,22-08-2024,Owned
VEH-0192,bike,Nexon-483,23.1,58.8,33,HUB-PUN,26/01/2019 00:00,111115.1,under maintenance,DRV-0516,,2025-03-29 00:00:00,08-02-2025,Leased
VEH-0193,Bike,Tamira-812,33.0,108.7,27,HUB-MYS,03/09/2017 00:00,150134.2,Idle,DRV-0213,,23-06-2024,18-08-2024,3PL Partner
VEH-0194,Bike,Meridian-158,17.8,105.1,29,HUB-GUR,04-05-2020,134406.2,active,DRV-0817,,08-05-2025,24-10-2023,Owned
VEH-0195,Bike,Aravind-534,26.7 kg,47.3,33,HUB-MAD,2021-09-12 00:00:00,23777.0,Maintenance,DRV-0709,,22-04-2024,07-08-2025,Leased
VEH-0196,Bike,Zenith-762,24.6,47.4,29,HUB-CHE,21-09-2020,94646.0,Retired,DRV-0522,,29-06-2024,08-04-2024,3PL Partner
VEH-0197,Bike,Meridian-189,18.0,58.4,31,HUB-KOC,2017-11-01 00:00:00,25750.8,Retired,DRV-0343,,20-05-2025,20-05-2025,3PL Partner
VEH-0198,BIKE,Tamira-431,34.9,62.0,28,HUB-COI,07/07/2019 00:00,174969.1,under maintenance,DRV-0876,,2025-05-20 00:00:00,28-06-2025,3PL Partner
VEH-0199,Bike,Zenith-917,14.6KG,74.9,34,HUB-COI,2019-03-05 00:00:00,110680.2,Idle,DRV-0293,,14-06-2025,19-09-2025,Owned
VEH-0200,Bike,Nexon-757,23.6,49.5,29,HUB-KOC,2020-01-15 00:00:00,221123.9,Maintenance,DRV-0876,,2025-06-05 00:00:00,09-06-2024,3PL Partner
VEH-0201,Bike,Zenith-281,29.1 kg,43.4,26,HUB-GUW,2020-11-10 00:00:00,157977.0,Idle,DRV-0591,,04-01-2025,01-12-2024,3PL Partner
VEH-0202,Bike,Zenith-522,29.6 kg,100.4,38,HUB-NAG,03/12/2021 00:00,9131.0,Idle,DRV-0126,,2024-11-02 00:00:00,06-02-2025,Leased
VEH-0203,Bike,Zenith-293,19.5,74.2,29,HUB-KOC,11-09-2021,158306.1,In Service,DRV-0778,,2024-06-29 00:00:00,17-07-2024,Owned
VEH-0204,Bike,Zenith-863,27.6,97.4,33,HUB-LUC,05-12-2018,245855.0,Retired,DRV-0379,,05-12-2024,13-03-2025,Owned
VEH-0205,Bike,Zenith-762,28.1,50.2,30,HUB-VIS,2018-01-23 00:00:00,39766.2,In Service,DRV-0561,,29-05-2024,25-08-2025,Owned
VEH-0206,Bike,Vayu-976,13.3,49.2,37,HUB-HYD,25/02/2019 00:00,11390.9,Maintenance,DRV-0398,,06-05-2025,21-11-2023,3PL Partner
VEH-0207,Bike,Aravind-934,17.2,59.5,30,HUB-LUC,03/09/2020 00:00,206634.1,active,DRV-0222,,2024-04-05 00:00:00,06-02-2024,Owned
VEH-0208,Bike,Tamira-382,10.6,99.6,30,HUB-COI,17-02-2018,246053.7,ACTIVE,DRV-0128,,29-03-2025,18-10-2024,Owned
VEH-0209,Bike,Vayu-193,21.6,75.3,33,HUB-PUN,06-08-2020,42880.6,Maintenance,DRV-0147,,2025-07-02 00:00:00,08-06-2024,Leased
VEH-0210,Bike,Nexon-467,29.6,104.6,37,HUB-JAI,20-06-2021,31982.1,In Service,DRV-0199,,02-08-2024,26-10-2024,3PL Partner
VEH-0211,Bike,Kaveri-684,10.4,86.8,32,HUB-AHM,03-07-2021,117938.3,active,DRV-0004,,01-05-2025,02-06-2025,3PL Partner
VEH-0212,Bike,Aravind-594,18.7 kg,99.5,32,HUB-GUW,14/06/2017 00:00,75343.7,ACTIVE,DRV-0444,,2024-09-24 00:00:00,07-11-2023,Leased
VEH-0213,Bike,Nexon-798,18.8 kg,44.1,32,HUB-KOL,2021-12-16 00:00:00,181104.7,Retired,DRV-0145,,06-08-2024,04-09-2025,3PL Partner
VEH-0214,Bike,Vayu-950,22.3KG,93.7,37,HUB-CHE,2019-04-12 00:00:00,71681.4,In Service,DRV-0488,,2024-11-18 00:00:00,14-11-2024,3PL Partner
VEH-0215,Bike,Kaveri-473,21.8 kg,51.9,34,HUB-COI,20/10/2023 00:00,259612.5,Active,DRV-0328,,2025-04-13 00:00:00,25-07-2025,Leased
VEH-0216,Bike,UrbanCraft-526,11.8 kg,99.3,27,HUB-CHA,09-11-2018,129648.6,Idle,DRV-0827,,04-08-2024,24-01-2024,3PL Partner
VEH-0217,Bike,Nexon-989,15.7,43.1,28,HUB-NAG,2018-06-11 00:00:00,,under maintenance,DRV-0274,,11-04-2025,19-07-2024,Owned
VEH-0218,Bike,Kaveri-464,11.4,79.4,31,HUB-KOL,28/07/2018 00:00,129445.1,Maintenance,DRV-0898,,21-02-2025,20-03-2025,3PL Partner
VEH-0219,Bike,Aravind-330,31.9,47.8,38,HUB-KOL,05/05/2018 00:00,237294.9,ACTIVE,DRV-0723,,2024-04-17 00:00:00,09-03-2024,3PL Partner
VEH-0220,Bike,Aravind-314,18.1,108.6,29,HUB-CHA,04-02-2020,159685.2,Idle,DRV-0303,,2025-06-18 00:00:00,28-04-2024,Owned
VEH-0221,Bike,Vayu-522,21.7 kg,46.0,32,HUB-PUN,12-05-2018,29592.9,Idle,DRV-0773,,22-12-2024,06-07-2024,3PL Partner
VEH-0222,Bike,Nexon-393,33.1,72.1,31,HUB-BHU,2023-06-15 00:00:00,84364.2,Maintenance,DRV-0775,,2025-02-08 00:00:00,21-09-2025,Owned
VEH-0223,bike,Aravind-507,13.4,110.8,34,HUB-PUN,02/10/2022 00:00,115456.4,Active,DRV-0497,,2024-10-11 00:00:00,17-05-2024,Owned
VEH-0224,Bike,Meridian-967,15.3,80.3,38,HUB-BEN,13-06-2023,243745.7,active,DRV-0183,,17-05-2025,18-03-2025,Leased
VEH-0225,Bike,Tamira-119,32.2,53.2,26,HUB-BHU,14-12-2019,7314.7,Active,DRV-0118,,2025-01-09 00:00:00,24-03-2025,Owned
VEH-0226,Bike,Nexon-693,12.4 kg,113.7,38,HUB-GUW,19/01/2019 00:00,82468.3,Active,DRV-0658,,2024-02-14 00:00:00,17-10-2023,Leased
VEH-0227,Bike,Zenith-241,20.7,67.4,26,HUB-CHE,14/06/2020 00:00,113376.1,Retired,DRV-0366,,08-01-2024,31-05-2025,Owned
VEH-0228,Bike,UrbanCraft-319,23.1,76.1,31,HUB-JAI,20/06/2019 00:00,null,Active,DRV-0076,,2025-03-16 00:00:00,06-11-2025,Owned
VEH-0229,Bike,Tamira-312,15.5,45.3,35,HUB-CHE,05/10/2021 00:00,251987.3,Active,DRV-0548,,15-07-2024,05-07-2025,Leased
VEH-0230,Bike,Meridian-970,13.2,93.5,36,HUB-COI,12/09/2020 00:00,43934.0,under maintenance,DRV-0509,,2025-03-05 00:00:00,26-11-2025,Owned
VEH-0231,Bike,Kaveri-528,19.5,91.6,27,HUB-KOC,31-12-2019,184403.8,Active,DRV-0034,,14-08-2024,08-08-2024,Leased
VEH-0232,Bike,Aravind-459,31.3,58.8,38,HUB-NAG,14-10-2022,83071.8,Active,DRV-0175,,02-01-2025,17-12-2024,Leased
VEH-0233,Bike,Zenith-333,34.7,91.8,36,HUB-KOL,2023-09-01 00:00:00,129672.8,Retired,DRV-0778,,2025-02-21 00:00:00,09-10-2024,Owned
VEH-0234,Bike,Kaveri-615,13.5,42.2,30,HUB-KOL,06/03/2020 00:00,143541.8,ACTIVE,DRV-0605,,18-03-2024,09-11-2024,Owned
VEH-0235,Bike,Vayu-585,16.4,95.2,30,HUB-GUR,2023-02-03 00:00:00,196577.4,ACTIVE,DRV-0596,,07-03-2025,13-02-2024,3PL Partner
VEH-0236,Bike,Meridian-277,29.8,88.7,26,HUB-DEL,13-12-2020,878.2,In Service,DRV-0350,,16-09-2024,20-09-2025,Leased
VEH-0237,BIKE,Zenith-148,12.0,43.2,26,HUB-VIS,26-07-2022,162259.1,Active,DRV-0183,,2024-01-07 00:00:00,04-02-2025,3PL Partner
VEH-0238,Bike,Zenith-313,17.4,71.9,33,HUB-KOC,11-12-2019,27961.7,Active,DRV-0713,,2024-08-09 00:00:00,03-12-2024,Leased
VEH-0239,Bike,Tamira-606,33.1,85.8,35,HUB-BEN,08-12-2017,46160.9,under maintenance,DRV-0674,,04-07-2024,11-06-2024,Leased
VEH-0240,Bike,Meridian-892,21.4,43.1,34,HUB-GUR,30-07-2021,84411.1,Idle,DRV-0196,,2024-05-31 00:00:00,03-11-2025,Leased
VEH-0241,Bike,Zenith-648,30.2,113.3,34,HUB-GUW,2019-07-14 00:00:00,161008.1,Maintenance,DRV-0643,,07-05-2025,07-07-2024,3PL Partner
VEH-0242,Bike,Meridian-978,14.8,104.5,29,HUB-KOC,2020-03-28 00:00:00,31167.3,Idle,DRV-0169,,2024-11-27 00:00:00,11-11-2025,Leased
VEH-0243,Bike,Meridian-774,12.4,91.2,29,HUB-MYS,12-07-2021,23216.5,Active,DRV-0789,,2024-05-02 00:00:00,28-11-2025,Leased
VEH-0244,Bike,Zenith-965,14.5,87.0,35,HUB-CHE,2018-05-07 00:00:00,123569.1,ACTIVE,DRV-0763,,17-06-2025,06-06-2025,3PL Partner
VEH-0245,bike,UrbanCraft-164,29.0,71.8,35,HUB-DEL,2023-09-15 00:00:00,110115.1,Active,DRV-0650,,2024-12-27 00:00:00,09-10-2024,3PL Partner
VEH-0246,Bike,UrbanCraft-519,16.3,96.5,34,HUB-KOC,2020-07-15 00:00:00,186965.6,Active,DRV-0648,,28-09-2024,22-12-2024,3PL Partner
VEH-0247,Bike,Nexon-303,16.9,83.8,38,HUB-DEL,2021-01-15 00:00:00,211674.2,active,DRV-0247,,24-02-2024,04-02-2025,Leased
VEH-0248,Bike,UrbanCraft-296,13.6,60.9,33,HUB-CHE,2017-11-08 00:00:00,257022.1,under maintenance,DRV-0874,,2024-02-04 00:00:00,11-05-2024,Leased
VEH-0249,Bike,UrbanCraft-730,27.7,85.3,26,HUB-CHE,2019-08-26 00:00:00,247455.5,Active,DRV-0175,,18-05-2024,10-02-2025,Leased
VEH-0250,bike,Tamira-991,11.4,87.1,30,HUB-DEL,26-12-2018,241966.5,Maintenance,DRV-0252,,2025-04-06 00:00:00,26-10-2023,3PL Partner
VEH-0251,Bike,Zenith-424,29.1,96.6,37,HUB-GUW,12/11/2021 00:00,205402.4,under maintenance,DRV-0639,,08-10-2024,27-02-2024,3PL Partner
VEH-0252,bike,Zenith-692,30.1 kg,97.9,32,HUB-BEN,2022-12-31 00:00:00,-,ACTIVE,DRV-0186,,10-01-2025,24-09-2024,Owned
VEH-0253,BIKE,Aravind-442,31.0,95.2,27,HUB-BEN,2018-01-29 00:00:00,250810.5,active,DRV-0869,,04-04-2025,21-03-2025,Leased
VEH-0254,bike,Vayu-648,20.3,83.3,31,HUB-BHU,27-09-2018,164177.4,ACTIVE,DRV-0452,,28-04-2024,19-06-2024,Leased
VEH-0255,Bike,Aravind-915,12.8,73.0,34,HUB-DEL,2022-01-27 00:00:00,215396.4,Retired,DRV-0098,,2025-05-18 00:00:00,23-04-2025,Leased
VEH-0256,Bike,Vayu-517,14.4,49.2,35,HUB-LUC,30-07-2019,213596.0,ACTIVE,DRV-0618,,2024-04-21 00:00:00,22-05-2024,Leased
VEH-0257,Bike,Kaveri-436,16.9,83.3,27,HUB-COI,31-10-2023,113031.9,active,DRV-0467,,2024-03-01 00:00:00,18-12-2024,Owned
VEH-0258,Bike,Tamira-569,14.1,101.7,30,HUB-KOL,2022-07-06 00:00:00,134969.0,In Service,DRV-0431,,2025-06-10 00:00:00,28-08-2024,Owned
VEH-0259,Bike,Zenith-879,22.5 kg,83.2,34,HUB-VIS,29-01-2021,49625.7,Idle,DRV-0137,,2024-12-23 00:00:00,06-10-2023,Owned
VEH-0260,Bike,Meridian-279,16.8,97.9,34,HUB-CHA,2018-06-11 00:00:00,142555.3,Idle,DRV-0222,,2024-02-11 00:00:00,10-02-2024,3PL Partner
VEH-0261,Bike,Zenith-849,13.4,91.2,35,HUB-KOL,2020-12-27 00:00:00,230846.7,under maintenance,DRV-0196,,2024-01-23 00:00:00,20-02-2024,Owned
VEH-0262,Bike,Tamira-260,24.8,51.2,36,HUB-AHM,2018-10-19 00:00:00,74012.7,Idle,DRV-0088,,2024-02-06 00:00:00,29-11-2024,Owned
VEH-0263,Bike,Aravind-212,31.9,43.0,37,HUB-BHU,30/09/2017 00:00,103287.9,Idle,DRV-0074,,2024-12-20 00:00:00,17-12-2024,3PL Partner
VEH-0264,Bike,Nexon-569,34.2KG,66.4,27,HUB-CHE,24/07/2020 00:00,37282.3,Maintenance,DRV-0714,,27-03-2024,09-12-2024,Owned
VEH-0265,Bike,Nexon-142,29.1,91.0,34,HUB-KOL,11-04-2021,NA,Maintenance,DRV-0897,,22-04-2025,22-08-2024,Owned
VEH-0266,Bike,UrbanCraft-627,24.6 kg,95.3,37,HUB-KOL,24/09/2019 00:00,128667.5,Maintenance,DRV-0743,,2024-05-19 00:00:00,22-07-2024,Owned
VEH-0267,Bike,UrbanCraft-359,14.6,56.9,33,HUB-KOL,2019-09-20 00:00:00,132395.9,ACTIVE,DRV-0722,,2025-03-20 00:00:00,12-05-2024,Owned
VEH-0268,Bike,UrbanCraft-279,19.7,104.9,27,HUB-VIS,2019-06-01 00:00:00,173196.5,active,DRV-0375,,2024-12-10 00:00:00,24-03-2025,Owned
VEH-0269,Bike,Kaveri-105,19.1,90.6,34,HUB-COI,28-06-2018,226809.4,under maintenance,DRV-0146,,12-03-2024,25-03-2024,Leased
VEH-0270,BIKE,UrbanCraft-144,14.1 kg,113.9,30,HUB-KOC,17-10-2019,20880.3,Idle,DRV-0703,,22-08-2024,03-04-2024,Leased
VEH-0271,Bike,Meridian-696,11.0,82.8,35,HUB-PUN,2019-12-11 00:00:00,47063.3,Retired,DRV-0248,,2024-04-03 00:00:00,29-10-2023,Owned
VEH-0272,Bike,UrbanCraft-505,25.4,101.0,38,HUB-AHM,2023-03-06 00:00:00,106320.7,Retired,DRV-0395,,2024-09-03 00:00:00,31-10-2023,Leased
VEH-0273,Bike,Kaveri-536,13.4,49.0,26,HUB-CHA,03/03/2018 00:00,227297.3,Retired,DRV-0343,,15-03-2025,11-01-2024,Owned
VEH-0274,Bike,Kaveri-968,13.1,52.8,30,HUB-MAD,20-12-2021,135301.0,Retired,DRV-0665,,14-12-2024,01-12-2023,3PL Partner
VEH-0275,Bike,Zenith-205,25.1KG,41.9,32,HUB-MYS,29-11-2018,53237.1,ACTIVE,DRV-0183,,2025-02-06 00:00:00,17-09-2024,Owned
VEH-0276,Bike,UrbanCraft-697,34.1,102.9,37,HUB-GUW,14-01-2019,200474.6,In Service,DRV-0714,,2024-11-18 00:00:00,08-08-2024,3PL Partner
VEH-0277,Bike,Zenith-231,17.5KG,45.5,33,HUB-JAI,2023-08-25 00:00:00,51105.5,Active,DRV-0521,,2025-05-23 00:00:00,20-02-2025,Leased
VEH-0278,Bike,Tamira-772,34.3,88.8,37,HUB-CHA,20-10-2019,113535.5,Maintenance,DRV-0144,,2024-02-07 00:00:00,19-07-2024,Leased
VEH-0279,Bike,Vayu-646,26.7,119.1,38,HUB-HYD,27/12/2018 00:00,90206.6,In Service,DRV-0117,,2024-09-08 00:00:00,02-03-2025,3PL Partner
VEH-0280,Bike,Zenith-319,32.8,95.2,33,HUB-CHE,21-09-2018,109687.8,active,DRV-0350,,2024-11-10 00:00:00,14-02-2024,Owned
VEH-0281,Bike,Vayu-409,15.4,41.0,37,HUB-MAD,2017-10-22 00:00:00,140797.9,Retired,DRV-0525,,05-05-2025,10-09-2024,3PL Partner
VEH-0282,bike,UrbanCraft-314,14.2,106.3,33,HUB-LUC,2022-07-09 00:00:00,225835.2,active,DRV-0791,,2024-03-07 00:00:00,23-09-2024,3PL Partner
VEH-0283,Bike,Aravind-796,21.3 kg,94.8,37,HUB-KOC,03/07/2018 00:00,199864.2,Maintenance,DRV-0182,,18-04-2025,26-01-2025,3PL Partner
VEH-0284,Bike,Tamira-674,31.2 kg,95.2,34,HUB-LUC,05-02-2022,6973.6,ACTIVE,DRV-0853,,31-03-2025,04-10-2024,3PL Partner
VEH-0285,Bike,Meridian-746,20.1,113.4,33,HUB-COI,25/05/2018 00:00,146320.1,Active,DRV-0805,,21-05-2025,08-01-2025,3PL Partner
VEH-0286,Bike,Vayu-385,10.1,62.3,34,HUB-CHA,2018-07-17 00:00:00,99874.9,Idle,DRV-0100,,14-04-2024,24-07-2024,Owned
VEH-0287,Bike,Zenith-740,29.5,109.9,31,HUB-MUM,2021-01-10 00:00:00,236766.4,Retired,DRV-0076,,2025-01-25 00:00:00,04-10-2024,Owned
VEH-0288,Bike,Aravind-202,13.2,111.4,38,HUB-KOC,22/01/2023 00:00,19334.8,Retired,DRV-0054,,16-08-2024,21-09-2024,Owned
VEH-0289,Bike,UrbanCraft-966,17.4KG,-88.7,31,HUB-AHM,2022-03-21 00:00:00,88834.7,active,DRV-0888,,2025-06-03 00:00:00,09-03-2025,Owned
VEH-0290,Bike,Kaveri-622,14.8,102.1,31,HUB-MAD,19/07/2019 00:00,63344.8,under maintenance,DRV-0375,,2024-03-02 00:00:00,03-02-2025,Leased
VEH-0291,Bike,Tamira-279,21.2KG,73.6,27,HUB-PUN,2018-12-08 00:00:00,167544.5,active,DRV-0287,,2024-03-07 00:00:00,26-03-2025,3PL Partner
VEH-0292,Bike,Tamira-176,19.4,59.9,34,HUB-PUN,10/01/2022 00:00,179594.6,ACTIVE,DRV-0464,,2024-10-03 00:00:00,23-05-2024,3PL Partner
VEH-0293,Bike,Nexon-946,28.3,54.8,26,HUB-DEL,23/10/2023 00:00,122321.8,active,DRV-0447,,2024-09-07 00:00:00,14-10-2023,Owned
VEH-0294,Bike,Meridian-929,19.0,62.6,27,HUB-DEL,17/08/2021 00:00,1320.6,under maintenance,DRV-0249,,16-04-2024,09-03-2025,Owned
VEH-0295,Bike,Meridian-742,15.2,89.6,33,HUB-NAG,2017-07-29 00:00:00,84932.4,Retired,DRV-0589,,17-06-2024,31-01-2025,3PL Partner
VEH-0296,Bike,Aravind-447,21.7,88.0,29,HUB-VIS,2020-05-31 00:00:00,240630.2,ACTIVE,DRV-0021,,2025-01-22 00:00:00,14-01-2024,Owned
VEH-0297,Bike,Vayu-417,25.7,90.2,29,HUB-KOC,2017-07-12 00:00:00,165267.7,Retired,DRV-0611,,2024-02-26 00:00:00,09-08-2025,Leased
VEH-0298,bike,Nexon-353,26.6 kg,88.0,34,HUB-KOC,23-02-2019,185790.0,Idle,DRV-0307,,25-10-2024,18-11-2025,3PL Partner
VEH-0299,Bike,Tamira-577,34.9,41.8,26,HUB-CHA,2023-08-05 00:00:00,61034.0,under maintenance,DRV-0792,,2024-10-04 00:00:00,05-01-2025,Owned
VEH-0300,Bike,Tamira-100,19.8,118.6,27,HUB-BEN,27-03-2020,207541.1,Idle,DRV-0821,,11-02-2024,16-07-2024,Leased
VEH-0301,Bike,Meridian-300,30.7,72.9,29,HUB-HYD,28-02-2018,99879.4,Idle,DRV-0505,,2024-03-19 00:00:00,21-09-2025,Owned
VEH-0302,Bike,Vayu-506,20.1 kg,75.2,36,HUB-GUW,2017-07-15 00:00:00,161782.6,Retired,DRV-0029,,21-12-2024,13-11-2024,Leased
VEH-0303,Bike,Meridian-368,24.7,69.5,36,HUB-BEN,05/02/2023 00:00,255845.3,Retired,DRV-0482,,31-03-2025,11-10-2023,Leased
VEH-0304,Bike,Vayu-597,17.6 kg,96.4,33,HUB-MYS,15-08-2021,215865.2,Retired,DRV-0058,,2025-05-11 00:00:00,23-06-2024,Leased
VEH-0305,Bike,Aravind-143,31.8,75.6,29,HUB-BEN,02/08/2021 00:00,18481.9,Active,DRV-0399,,2025-03-12 00:00:00,17-06-2025,Owned
VEH-0306,Bike,Aravind-396,24.3,100.2,35,HUB-MYS,10-03-2023,55627.3,Retired,DRV-0428,,2024-08-16 00:00:00,15-05-2024,3PL Partner
VEH-0307,Bike,Nexon-352,19.9,49.8,26,HUB-MYS,15/02/2023 00:00,248328.4,Maintenance,DRV-0354,,2024-07-27 00:00:00,15-11-2025,Owned
VEH-0308,BIKE,Meridian-470,21.0,61.3,31,HUB-COI,09/09/2021 00:00,8213.5,under maintenance,DRV-0527,,29-06-2024,17-07-2024,Leased
VEH-0309,Bike,Kaveri-203,12.7 kg,93.7,26,HUB-GUW,09/10/2022 00:00,217562.9,Retired,DRV-0152,,2024-03-02 00:00:00,23-02-2024,3PL Partner
VEH-0310,Bike,Meridian-489,27.5,85.0,30,HUB-JAI,2021-05-11 00:00:00,163998.5,active,DRV-0741,,05-06-2025,22-05-2025,Leased
VEH-0311,Bike,Zenith-848,23.9,52.7,35,HUB-CHE,2020-08-26 00:00:00,59877.3,Maintenance,DRV-0383,,25-09-2024,09-01-2024,Owned
VEH-0312,Bike,Nexon-525,16.0,66.6,35,HUB-PUN,2023-04-24 00:00:00,158595.3,Idle,DRV-0195,,26-10-2024,12-03-2024,3PL Partner
VEH-0313,Bike,Zenith-797,28.7 kg,65.4,29,HUB-MYS,11-02-2022,178462.0,under maintenance,DRV-0383,,2024-11-26 00:00:00,14-04-2025,3PL Partner
VEH-0314,Bike,Zenith-955,23.2,44.7,37,HUB-MAD,2018-05-21 00:00:00,54437.4,Maintenance,DRV-0307,,2025-04-14 00:00:00,06-11-2024,Leased
VEH-0315,Bike,Tamira-439,18.6,119.5,32,HUB-KOL,15-02-2019,34892.6,Idle,DRV-0764,,17-08-2024,19-10-2025,3PL Partner
VEH-0316,Bike,Aravind-133,25.5,104.0,34,HUB-JAI,02-12-2018,249706.8,active,DRV-0791,,26-06-2024,24-12-2024,Owned
VEH-0317,bike,Tamira-326,22.9,104.2,27,HUB-DEL,08-01-2019,27755.0,Idle,DRV-0868,,2024-10-22 00:00:00,25-02-2024,Owned
VEH-0318,Bike,Kaveri-943,24.2,79.5,37,HUB-DEL,16/12/2017 00:00,234654.8,ACTIVE,DRV-0075,,24-06-2025,25-08-2025,3PL Partner
VEH-0319,Bike,Aravind-248,27.7,103.5,28,HUB-CHA,2022-04-08 00:00:00,30729.5,In Service,DRV-0851,,2025-06-28 00:00:00,09-09-2024,Owned
VEH-0320,Bike,Aravind-778,30.3,47.4,30,HUB-BHU,08-05-2020,125274.8,Retired,DRV-0887,,03-06-2025,19-12-2023,Owned
VEH-0321,Bike,UrbanCraft-118,11.7 kg,45.7,35,HUB-BHU,29/01/2018 00:00,122158.3,Active,DRV-0028,,04-03-2025,03-03-2024,Owned
VEH-0322,Bike,Nexon-475,12.0,70.7,27,HUB-JAI,11-01-2021,109605.7,Retired,DRV-0053,,10-01-2025,16-01-2024,Leased
