order_id,customer_id,product_id,quantity,order_date,origin_hub,origin_city,destination_city,destination_state,destination_pincode,destination_lat,destination_lon,distance_km,package_weight,package_dimensions_cm,is_fragile,is_hazmat,cold_chain_required,delivery_priority,payment_mode,order_value_inr,weather_condition_at_dest,assigned_vehicle_id,promised_eta_hours,actual_delivery_hours,delivery_cost_inr,transport_mode,order_status
ORD-009909,CUST-04023,PRD-00747,1,2024-04-15 18:44:00,HUB-DEL,Delhi,Hyderabad,TS,500001,17.337108,78.520506,1261.05,-,34 x 46 x 13,False,0,False,Same-Day,cod,133652.42,Cloudy,VEH-0718,12.2,8.58,12482.55,Air Cargo,Delivered
ORD-011163,CUST-01568,PRD-00201,1,2025-03-11 07:23:00,HUB-JAI,Jaipur,Hyderabad,TS,500001,17.364596,78.514127,1098.06 km,24.23KG,51*25*41,1,0,False,Express,Prepaid,"₹130,878.49",Cloudy,VEH-0701,11.5,8.39,10777.25,Air Cargo,Delivered
ORD-009668,CUST-01715,PRD-00084,3,2024-12-23 18:12:00,HUB-COI,Coimbatore,Coimbatore,TN,641001,10.911428,77.06923,17.05,2.13,65*35*48,True,0,False,same-day,UPI,521838.09,rain,VEH-0176,2.7,1.86,301.89,bike,Delivered
ORD-008052,CUST-02948,PRD-00573,3,2025-05-30 21:00:00,HUB-MUM,Mumbai,Mumbai,MH,400001,19.001564,72.970746,12.81 km,1.17,37x36x30,False,1,True,exp,prepaid,49570.80,Clear,VEH-0155,1.0,0.89,29.79,Bike,Delivered
ORD-004020,CUST-02352,PRD-00490,4,2024-07-28 10:00:00,HUB-CHA,Chandigarh,Coimbatore,TN,641001,11.031908,76.99608,99999.0,1.88 kg,,False,0,False,Express,prepaid,154574.00,Rain,VEH-0720,14.1,11.62,21112.69,Air_Cargo,Delivered
ORD-011281,CUST-02691,PRD-00602,3,2025-03-10T15:05:00Z,HUB-BHU,Bhubaneswar,Jaipur,RJ,302001,26.907928,75.756713,1261.19,3.66,76*26*21,True,1,True,standard,Card,164633.73,Rain,VEH-0713,15.9,10.9,12242.07,AIR CARGO,Delivered
ORD-013134,CUST-02113,PRD-00682,3,NA,HUB-MYS,Mysuru,Mysuru,KA,570001,,76.552899,11.8,,83x29x20,False,1,False,economy,Card,179297.70,Clear,VEH-0638,3.8,NA,3812.33,Truck,Delivered
ORD-005118,CUST-04838,PRD-00409,3,2024-06-04T17:17:00Z,HUB-JAI,Jaipur,Gurugram,HR,122001,28.43648,76.998836,207.25,23.34,,0,0,False,SameDay,prepaid,449161.8,Heavy Rain,VEH-0610,12.8,10.49,946.04,Truck,Cancelled
ORD-014950,CUST-03158,PRD-00505,4,25-08-2024,HUB-PUN,Pune,Delhi,DL,110001,28.573862,unknown,1169.66,6.2 kg,24*22*41,No,0,False,STANDARD,COD,736724.60,rain,VEH-0659,47.3,32.9,3200.96,Truck,Delivered
ORD-012966,CUST-00033,PRD-00448,4,2024-08-09 17:17:00,HUB-BEN,Bengaluru,Bengaluru,KA,560001,12.936624,77.535205,7.52,5.52,,No,0,False,STANDARD,UPI,"₹533,585.24",Cloudy,VEH-0258,0.8,0.5,38.73,BIKE,Delivered
ORD-013884,CUST-04061,PRD-00648,3,2024-11-27 17:58:00,HUB-GUW,Guwahati,Pune,MH,411001,18.522356,unknown,2021.92,3160.44 kg,63*53*28,False,1,False,Standard,COD,10306.44,Fog,VEH-0644,70.1,53.0,11070.16,Truck,DELIVERED
ord-004843,CUST-04243,PRD-00768,2,2024-10-06T06:17:00Z,HUB-LUC,Lucknow,Bhubaneswar,OD,751001,20.263805,85.865466,887.0,2.6,57x21x9,1,0,False,std,UPI,366680.50,Clear,VEH-0676,26.7,23.82,2450.59,TRUCK,In Transit
ORD-013100,CUST-00822,PRD-00341,2,2025-04-10 14:31:00,HUB-LUC,Lucknow,Kolkata,WB,700001,22.538032,88.407192,892.82,41.52,89x59x33,0,0,False,express,cod,65648.98,Sunny,VEH-0585,25.7,21.61,2509.75,truck,In Transit
ORD-009774,CUST-03287,PRD-00492,4,2025-03-10 13:00:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.590216,83.321698,15.33,1.76,,True,0,False,standard,UPI,"₹300,615.08",Clear,VEH-0182,0.9,0.81,24.26,BIKE,Returned
ORD-007335,CUST-01531,PRD-00535,4,2024-04-22 21:05:00,HUB-BHU,Bhubaneswar,Kochi,KL,682001,9.922991,76.232956,1544.96,3.24,41x11x26,1,0,False,std,COD,115990.92,Cloudy,VEH-0582,57.3,39.46,4149.2,Truck,Pending
ORD-000894,CUST-00817,PRD-00429,3,2024-11-18 15:05:00,HUB-CHE,Chennai,Mumbai,MH,400001,19.088934,72.880645,1033.77,4.26,40 x 11 x 41,No,0,False,Standard,Prepaid,"₹428,684.13",Rain,VEH-0655,36.2,27.81,2821.84,Truck,Delivered
ORD-009777,CUST-03101,PRD-00741,3,2025-04-03 09:00:00,HUB-AHM,Ahmedabad,Ahmedabad,GJ,380001,22.92454,72.525824,11.85,11704050 g,39x17x11,False,1,False,SameDay,Card,224186.1,Clear,VEH-0665,4.5,3.14,21460.3,Truck,Delivered
ORD-009925,CUST-01152,PRD-00823,2,2024-05-14 15:31:00,HUB-MAD,Madurai,Madurai,TN,625001,10.035819,78.123205,12.31,3.74,86*21*42,0,0,False,std,prepaid,246741.46,Clear,VEH-0249,0.5,0.51,23.09,Bike,In Transit
ORD-011283,CUST-00731,PRD-00313,2,2025-03-18 12:23:00,HUB-JAI,Jaipur,JAIPUR,RJ,302001,26.808401,75.735433,12.66,33.16,,1,0,False,eco,COD,300393.42,N/A,VEH-0436,6.1,3.93,null,Van,Delivered
ORD-003984,CUST-03282,PRD-00264,3,18/09/2024 13:23,HUB-DEL,Delhi,Chennai,TN,600001,13.131632,80.272949,1750.48,71.91,44x11x12,False,0,False,eco,UPI,488541.84,Clear,VEH-0689,53.5,43.91,4809.67,Truck,Delivered
ORD-007067,CUST-04979,PRD-00768,3,2025-01-14 15:58:00,HUB-CHE,Chennai,LUCKNOW,UP,226001,26.855135,80.92273,99999.0,3.90KG,61*55*49,True,0,False,STANDARD,cod,550020.75,rain,VEH-0622,52.3,39.57,4102.17,TRUCK,In Transit
ORD-012409,CUST-01532,PRD-00503,1,2024-02-28 18:05:00,HUB-LUC,Lucknow,Lucknow,UP,226001,26.925457,80.873135,11.37,1.86,47*34*45,0,0,False,SAME-DAY,Card,"₹61,398.75",Fog,VEH-0247,4.0,3.48,257.3,Bike,In Transit
ORD-006325,CUST-03404,PRD-00081,4,2024-04-22 19:44:00,HUB-HYD,Hyderabad,Delhi,DL,110001,28.605028,77.171921,"1,254.81",4.6 kg,31*49*40,True,0,False,express,cod,147285.88,rain,VEH-0722,15.6,10.56,12136.16,AIR CARGO,Pending
ORD-001622,CUST-03683,PRD-00187,4,2025-04-23 06:44:00,HUB-BHU,Bhubaneswar,Bhubaneswar,OD,751001,null,85.853096,3.43,131.72 kg,77*44*12,True,0,False,economy,COD,153172.36,null,VEH-0131,0.3,0.3,258.99,Drone,Cancelled
ORD-010224,CUST-03290,PRD-00782,2,2024-10-22T20:17:00Z,HUB-JAI,Jaipur,Pune,MH,411001,18.54609,73.898099,950.2,1.32 kg,70*13*6,False,0,False,STANDARD,COD,214254.28,Cloudy,VEH-0699,39.4,27.77,2559.38,N/A,Cancelled
ORD-006314,CUST-00477,PRD-00821,4,1737711840,HUB-GUW,Guwahati,Kolkata,WB,700001,22.576743,88.40091,521.02,N/A,27x22x24,No,0,False,EXPRESS,cod,363907.08,clear,VEH-0623,16.6,13.86,1483.54,TRUCK,Delivered
ORD-012880,CUST-04011,PRD-00701,3,2024-11-11T07:12:00Z,HUB-NAG,Nagpur,Bengaluru,KA,560001,12.945055,77.610142,925.29,2179.08,34 x 47 x 34,1,1,False,Standard,Prepaid,"₹41,545.32",rain,VEH-0630,34.3,28.07,6417.28,truck,delivered
ORD-011548,CUST-02259,PRD-00202,2,2024-01-03 21:12:00,HUB-GUW,Guwahati,COIMBATORE,TN,641001,10.980882,76.984194,2289.26,53.86,68*34*47,False,0,False,STANDARD,Prepaid,354705.06,Thunderstorm,VEH-0630,97.9,68.74,6170.9,Truck,Delivered
ORD-004586,CUST-01878,PRD-00731,3,Feb 06 2024 08:23 AM,HUB-BEN,Bengaluru,Bengaluru,KA,560001,13.02581,77.675702,10.66,5566.62,45x33x26,No,1,False,express,prepaid,431425.56,Fog,VEH-0667,5.3,4.08,10165.9,Truck,Delivered
ORD-006731,CUST-00639,PRD-00540,2,2025-01-27 10:44:00,HUB-DEL,Delhi,Jaipur,RJ,302001,26.905925,75.826689,233.59,4.08,74 x 21 x 46,True,1,True,economy,Prepaid,250251.84,Cloudy,VEH-0635,12.5,8.27,704.05,truck,In Transit
ORD-000185,CUST-04483,PRD-00285,2,13/07/2024 17:58,HUB-CHE,Chennai,Chennai,TN,600001,12.964174,80.328119,14.57,169.28,37 x 52 x 9,True,0,False,std,prepaid,360135.32,Cloudy,VEH-0522,2.6,1.91,390.72,Van,In Transit
ORD-006260,CUST-03623,PRD-00682,4,2024-11-13 07:44:00,HUB-AHM,Ahmedabad,Kolkata,WB,700001,22.533782,88.344994,"1,617.29",2691.92,22 x 28 x 7,0,1,False,std,cod,239063.6,Clear,VEH-0724,108.5,76.32,6900.41,SHIP,Delivered
ORD-007862,CUST-01993,PRD-00378,1,2024-09-28 07:23:00,HUB-COI,Coimbatore,Coimbatore,TN,641001,10.971437,76.954019,5.05,-,38x42x43,False,0,False,STANDARD,Card,57790.04,Heavy Rain,VEH-0675,6.4,4.14,163.23,truck,Delivered
ORD-008672,CUST-03306,PRD-00601,4,2024-07-19T14:23:00Z,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.644509,83.180646,6.18,5.2,35 x 55 x 36,True,1,False,same-day,COD,"₹20,913.32",Heavy Rain,,3.7,3.02,301.68,Bike,In Transit
ORD-000259,CUST-01351,PRD-00704,1,2024-03-16 15:23:00,HUB-HYD,Hyderabad,Guwahati,AS,781001,26.095449,91.689224,1670.68,3109.44 kg,,No,1,False,express,UPI,44461.05,Cloudy,VEH-0625,41.2,38.77,10005.8,TRUCK,Delivered
ord-002596,CUST-00808,PRD-00742,1,N/A,HUB-MUM,Mumbai,Gurugram,HR,122001,28.488023,77.004915,1127.4,1891040 g,35 x 57 x 36,1,1,False,std,UPI,"₹137,984.71",rain,VEH-0698,48.1,36.12,6622.7558,,delivered
ORD-002242,CUST-03749,PRD-00268,4,2025-02-16T13:23:00Z,HUB-KOC,Kochi,Kochi,KL,682001,999.0,76.28482,11.27,55840 g,50*48*44,1,0,False,standard,prepaid,587659.76,Clear,VEH-0402,2.0,1.68,190.01,van,Returned
ORD-010132,CUST-02062,PRD-00263,3,2024-08-21 16:12:00,HUB-NAG,Nagpur,Gurugram,HR,122001,28.455805,77.000904,99999.0,282.72,47 x 13 x 32,0,0,False,Standard,Card,386370.33,Cloudy,VEH-0652,24.8,21.45,2918.3505,Truck,Delivered
ORD-012845,CUST-01561,PRD-00263,3,2025-01-12T08:00:00Z,HUB-GUR,Gurugram,Madurai,TN,625001,9.924903,78.104773,"2,064.02",282.72,78x60x11,False,0,False,Standard,UPI,386370.33,rain,VEH-0682,84.2,58.35,6078.54,Truck,Delivered
ORD-007741,CUST-02506,PRD-00313,4,2024-02-24 06:17:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.593385,83.224178,10.4,66.32 kg,,Yes,0,False,ECONOMY,Card,"₹600,786.84",rain,VEH-0532,7.5,4.85,201.4,Van,Delivered
ORD-007735,CUST-00109,PRD-00400,3,2024-09-15T12:23:00Z,HUB-KOC,Kochi,Coimbatore,TN,641001,10.984327,76.981648,140.76 km,29.88,33*37*17,No,0,False,standard,Prepaid,420190.32,rain,VEH-0462,9.0,6.47,369.2138,Van,In Transit
ORD-001939,CUST-03852,PRD-00511,2,2024-04-12 13:44:00,HUB-KOC,Kochi,Kolkata,WB,700001,22.563943,88.341114,1904.09 km,1260 g,14 x 57 x 21,0,0,False,std,Prepaid,172349.44,N/A,VEH-0652,75.9,52.63,5115.62,TRUCK,In Transit
ORD-006141,CUST-02035,PRD-00233,2,Jan 30 2024 09:17 PM,HUB-PUN,Pune,Pune,MH,411001,18.590833,73.807696,9.38,155.16,58 x 58 x 8,False,0,False,Economy,Card,302747.78,Fog,VEH-0442,4.4,3.04,377.76,-,Delivered
ORD-013242,CUST-03125,PRD-00770,2,Jul 27 2024 07:12 AM,HUB-AHM,Ahmedabad,Ahmedabad,GJ,380001,23.111868,72.478538,13.75 km,6.96,10x22x39,No,0,False,Standard,UPI,"₹189,532.68",Clear,VEH-0371,2.1,1.66,29.25,bike,DELIVERED
ORD-007633,CUST-01017,PRD-00536,2,2025-04-16 12:31:00,HUB-HYD,Hyderabad,Hyderabad,TS,500001,17.30935,78.537037,9.97,1.32,83*51*36,Yes,0,False,std,Prepaid,30620.36,Heavy Rain,VEH-0246,2.2,1.77,49.84,Bike,Cancelled
ORD-014674,CUST-01671,PRD-00157,1,21/02/2025 10:05,HUB-MAD,Madurai,Lucknow,UP,226001,26.821085,80.987453,  ,40.13,30 x 58 x 47,True,0,False,Standard,cod,"₹147,136.27",Clear,VEH-0668,68.4,48.57,5139.72,Truck,In Transit
ORD-004664,CUST-01095,PRD-00331,3,2024-01-23T19:31:00Z,HUB-CHA,Chandigarh,Gurugram,HR,122001,28.434519,77.057361,257.02,64.71,,False,0,False,std,COD,161664.33,Clear,VEH-0581,10.2,8.28,911.45,Truck,Pending
ORD-009233,CUST-00279,PRD-00408,3,2025-06-29 08:23:00,HUB-PUN,Pune,Pune,MH,411001,73.85603,18.494858,2.84,32.7,45*13*49,False,0,False,STANDARD,UPI,500909.19,Cloudy,VEH-0474,1.2,0.76,78.05,VAN,In Transit
ORD-005867,CUST-00525,PRD-00164,2,2024-01-18T17:12:00Z,HUB-JAI,Jaipur,Mysuru,KA,570001,12.261453,76.639968,1631.54 km,79.36,,1,0,False,standard,Prepaid,"₹112,378.00",CLEAR,VEH-0679,46.2,42.84,NA,Truck,DELIVERED
ORD-002344,CUST-01775,PRD-90614,4,18-04-2024,HUB-LUC,Lucknow,Lucknow,UP,226001,26.887472,80.844349,11.07,53.16 kg,,No,0,False,SAME-DAY,prepaid,"₹532,255.00",clear,,1.9,1.55,414.96,Van,Delivered
ORD-005564,CUST-01668,PRD-00143,4,2024/03/11 16:05,HUB-KOC,Kochi,Kochi,KL,682001,9.836808,76.245055,10.78,74.68,56*49*8,False,0,False,Standard,prepaid,197458.60,Clear,,1.0,0.82,155.87,Van,delivered
ORD-006217,CUST-00675,PRD-00474,3,2025-01-11 06:00:00,HUB-JAI,Jaipur,Bengaluru,KA,560001,12.976693,77.586694,1560.87,1500 g,53 x 30 x 6,False,0,False,express,Card,269786.01,Cloudy,VEH-0719,13.8,8.97,15106.52,AIR CARGO,Delivered
ORD-010766,CUST-01880,PRD-00577,2,Aug 31 2024 10:44 AM,HUB-BHU,Bhubaneswar,Bhubaneswar,OD,751001,20.405079,85.846618,12.34 km,0.7,68x10x19,False,1,False,STANDARD,Card,136381.60,rain,VEH-0220,5.2,3.91,5.65,bike,Cancelled
ORD-001594,  ,PRD-00162,2,08/05/2024 08:23,HUB-HYD,Hyderabad,Nagpur,MH,440001,21.131387,79.058977,420.89,84.34,86x49x36,No,0,False,express,Prepaid,"₹354,533.96",Rain,VEH-0617,21.9,16.01,1330.79,Truck,In Transit
ORD-011929,CUST-01140,PRD-00289,1,2024-02-08 09:58:00,HUB-AHM,Ahmedabad,Visakhapatnam,AP,530001,17.644546,83.187025,1257.39,31.09,33 x 57 x 26,True,0,False,SAME-DAY,Prepaid,68405.29,Cloudy,VEH-0701,11.5,8.16,12506.15,AIR CARGO,Delivered
ORD-004382,CUST-01050,PRD-00447,4,2024-02-17T14:31:00Z,HUB-HYD,Hyderabad,Hyderabad,TS,500001,17.309294,78.594477,14.2,5.32,35x28x46,True,0,False,express,prepaid,668800.36,Fog,VEH-0357,3.9,2.84,31.77,bike,Delivered
ORD-003143,CUST-02908,PRD-00459,2,2024-03-10 09:17:00,HUB-NAG,Nagpur,Kolkata,WB,700001,22.601445,88.346349,968.78,2.46,11x41x8,False,0,False,express,Card,"₹328,797.16",Cloudy,VEH-0702,11.2,7.95,9448.59,Air_Cargo,Delivered
ORD-011144,CUST-00667,PRD-00032,4,Mar 12 2025 07:17 PM,HUB-HYD,Hyderabad,Hyderabad,TS,500001,17.29988,78.392609,13.76 km,10.84,,No,0,False,STANDARD,UPI,470465.04,Clear,VEH-0191,1.7,1.3,36.16,BIKE,Delivered
ORD-000626,CUST-03460,PRD-00813,1,1728061500,HUB-KOL,Kolkata,Ahmedabad,GJ,380001,22.985133,null,1618.99 km,740 g,44 x 37 x 25,0,0,False,Express,Prepaid,38791.58,Cloudy,VEH-0717,9.9,9.1,15588.52,AIR CARGO,delivered
ORD-014124,CUST-01693,PRD-00278,1,2025-02-14 20:23:00,HUB-CHA,Chandigarh,Nagpur,MH,440001,21.103786,79.066285,"1,094.81",69.82,43*20*25,0,0,False,SameDay,UPI,"₹99,542.91",Clear,VEH-0722,8.4,7.3,11014.42,Air Cargo,DELIVERED
ORD-007462,CUST-03648,PRD-00603,1,2024-04-25T08:23:00Z,HUB-COI,Coimbatore,Coimbatore,TN,641001,10.97009,76.930864,5.86,3.73,34 x 25 x 43,True,1,True,Standard,COD,132799.16,Clear,VEH-0353,1.2,0.79,2.62,Bike,In Transit
ORD-001434,CUST-02641,PRD-00338,2,1748701380,HUB-MYS,Mysuru,Mysuru,KA,570001,12.406384,76.548131,15.8 km,28.94,42*33*39,No,0,False,Same-Day,cod,"₹202,143.56",Fog,VEH-0448,2.7,2.24,394.84,VAN,delivered
ORD-013438,CUST-03830,PRD-00301,3,2024-05-23 17:44:00,HUB-MAD,Madurai,Madurai,TN,625001,9.809582,78.121032,12.86,161.37 kg,71x50x44,No,0,False,SameDay,cod,252894.72,Clear,VEH-0458,0.5,0.41,621.26,Van,Delivered
ORD-013345,CUST-04362,PRD-00577,4,16/03/2024 12:58,HUB-HYD,Hyderabad,Kolkata,WB,700001,null,88.376894,1185.49,1.4,,0,1,False,Standard,UPI,"₹272,763.20",Cloudy,VEH-0596,42.2,30.15,3210.62,Truck,Returned
ORD-003659,CUST-00626,PRD-00491,2,2024-10-20 16:31:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.635599,83.143396,9.78,2.94,59 x 59 x 15,False,0,False,express,Prepaid,293375.6,Rain,VEH-0396,3.4,2.9,-1.4,Bike,Cancelled
ORD-001127,CUST-00600,PRD-00231,1,,HUB-GUW,Guwahati,Guwahati,AS,781001,26.234686,91.62635,14.86,65.95,,1,0,False,standard,UPI,"₹154,100.05",Cloudy,VEH-0572,2.5,1.75,163.65,van,Delivered
ORD-013815,CUST-02772,PRD-00114,2,2025-06-07 18:00:00,HUB-PUN,Pune,Kolkata,WB,700001,22.583082,88.396335,1578.89,8.62,19*22*46,0,0,False,std,Card,199275.60,Cloudy,VEH-0667,46.7,39.45,4237.13,Truck,In Transit
ORD-013186,CUST-04934,PRD-00465,4,2024-04-02T12:17:00Z,HUB-DEL,Delhi,Kolkata,WB,700001,22.54529,88.324194,1302.1,7040 g,55*36*36,No,0,False,std,cod,574191.24,Clear,VEH-0678,44.7,32.49,3489.63,Truck,Delivered
ORD-003770,CUST-04700,PRD-00587,4,2024-02-14 12:17:00,HUB-VIS,Visakhapatnam,Visakhapatnam,AP,530001,17.590771,83.195518,10.95,14.32KG,60x54x43,Yes,1,False,exp,COD,445773.24,Sunny,VEH-0326,1.0,0.64,53.4,Bike,Pending
ORD-014450,CUST-00217,PRD-00539,4,2024-05-14 11:12:00,HUB-KOC,Kochi,Guwahati,AS,781001,26.119152,91.773167,2429.6,19.2,90*58*28,True,1,True,SAME-DAY,UPI,655620.56,Clear,VEH-0704,12.2,10.1,23625.42,AIR CARGO,Delivered
ORD-008036,CUST-00557,PRD-00643,2,2025-02-28 07:00:00,HUB-JAI,Jaipur,Chennai,TN,600001,unknown,80.291356,1610.17,8294.24,28*26*30,True,1,False,standard,UPI,94815.10,Cloudy,VEH-0732,103.5,77.12,16947.01,Ship,Cancelled
ORD-008867,CUST-04705,PRD-00482,1,2025-06-14 11:05:00,HUB-GUR,Gurugram,Guwahati,AS,781001,26.192367,91.74715,1474.88,1.81,80*28*27,Yes,0,False,std,cod,64289.07,Cloudy,VEH-0686,51.4,44.01,3990.79,Truck,Delivered
ord-014230,CUST-00346,PRD-00088,1,Apr 08 2024 12:00 PM,HUB-JAI,Jaipur,Jaipur,RJ,302001,26.92622,75.730917,5.8 km,0.88,49x26x25,Yes,0,False,SAME-DAY,Card,30862.96,Clear,VEH-0052,0.6,0.55,278.23,Drone,DELIVERED
ORD-008562,CUST-02819,PRD-00428,4,2025-06-27 07:44:00,HUB-MUM,Mumbai,Mumbai,MH,400001,19.176726,72.84724,11.65 km,4.08,86*33*46,Yes,0,False,std,UPI,722756.44,Cloudy,VEH-0250,1.5,1.12,54.5,Bike,Delivered
ORD-001691,CUST-04492,PRD-00356,3,07/12/2024 15:05,HUB-HYD,Hyderabad,Kochi,KL,682001,9.906073,76.237545,866.35,16.89,37 x 32 x 19,False,0,False,SAME-DAY,prepaid,"₹79,382.91",Sunny,VEH-0121,17.7,15.61,1499.86,DRONE,delivered
ORD-002046,CUST-03561,PRD-00227,3,2024-05-27 20:12:00,HUB-MYS,Mysuru,Chandigarh,CH,160017,30.720921,76.747669,2048.81,308.10KG,29 x 41 x 44,No,0,False,exp,Card,200397.12,Cloudy,VEH-0713,14.9,9.94,20277.35,,Delivered
ORD-001197,CUST-04217,PRD-00492,2,2025-05-08 10:58:00,HUB-MYS,Mysuru,Mysuru,KA,570001,12.381969,76.524291,15.75 km,0.88,62*40*8,Yes,0,False,ECONOMY,cod,150307.54,Fog,VEH-0155,2.7,1.94,45.57,Bike,Returned
ORD-008801,CUST-03555,PRD-00616,4,2024-12-15 19:31:00,HUB-MUM,Mumbai,Jaipur,RJ,302001,26.888057,75.837155,919.85,2680 g,,0,1,True,std,UPI,"₹613,858.68",Rain,VEH-0716,14.0,9.33,9005.01,Air Cargo,Delivered
ORD-012826,CUST-04883,PRD-00397,3,2024-09-21 10:23:00,HUB-LUC,Lucknow,Bengaluru,KA,560001,12.997307,77.582649,1579.35 km,NA,56*52*39,True,0,False,STANDARD,Prepaid,"₹564,636.90",Heavy Rain,VEH-0583,50.2,46.84,4338.48,NA,Delivered
ORD-006931,CUST-02461,PRD-00438,4,2025/03/31 11:05,HUB-MAD,Madurai,Madurai,TN,625001,9.847461,78.122365,8.65,4.0,,False,0,False,standard,Prepaid,"₹196,337.52",Clear,VEH-0729,35.8,26.39,1088.26,SHIP,DELIVERED
ORD-007288,CUST-03855,PRD-00173,2,2024-05-13 19:31:00,HUB-KOC,Kochi,Madurai,TN,625001,9.946119,78.093926,unknown,40620 g,41*34*31,Yes,0,False,STANDARD,Card,175464.08,Cloudy,VEH-0662,9.3,7.19,713.49,truck,In Transit
ORD-000802,CUST-00573,PRD-00658,2,2024-02-18T10:58:00Z,HUB-GUR,Gurugram,Mumbai,MH,400001,19.034968,72.840915,1130.95 km,2246.92,76x43x26,False,1,False,eco,COD,145312.56,CLEAR,VEH-0631,36.9,28.97,7059.72,TRUCK,DELIVERED
ORD-012542,CUST-02111,PRD-00709,4,Jul 23 2024 11:17 AM,HUB-GUW,Guwahati,Pune,MH,411001,18.531133,73.817788,N/A,5649.56,38 x 44 x 11,0,1,False,exp,COD,500775.56,Clear,VEH-0659,78.9,54.05,15528.58,Truck,Delivered
ORD-005447,CUST-00640,PRD-00574,3,18-06-2025,HUB-CHE,Chennai,Ahmedabad,GJ,380001,22.99294,72.53382,1371.57,13.65 kg,86*35*13,True,1,False,std,COD,540158.91,Cloudy,VEH-0646,46.3,34.17,3698.68,Truck,Pending
ORD-011629,CUST-00135,PRD-00438,1,2024-05-19 16:00:00,HUB-JAI,Jaipur,JAIPUR,RJ,302001,27.014883,75.895254,15.63 km,1.0,27 x 35 x 25,No,0,False,express,UPI,49084.38,Heavy Rain,VEH-0150,4.7,4.36,8.55,Bike,Delivered
ORD-000966,CUST-04547,PRD-00772,4,13-01-2025,HUB-KOL,Kolkata,Jaipur,RJ,302001,26.900155,75.825743,1353.73,4080 g,,No,0,False,express,prepaid,"₹627,890.88",Clear,VEH-0321,80.4,60.78,1121.34,Bike,Cancelled
ORD-013899,CUST-02180,PRD-00799,4,1718395200,HUB-HYD,Hyderabad,Pune,MH,411001,18.473738,73.853737,504.85,8.0,,False,0,False,STANDARD,Prepaid,192293.2,Rain,,21.8,16.02,1443.96,Truck,Delivered
ORD-013570,CUST-01250,PRD-00345,4,2024-02-29 16:00:00,HUB-MAD,Madurai,Madurai,TN,625001,9.940761,78.147903,3.53,93.16,27*10*43,No,0,False,Same-Day,cod,680414.24,Rain,VEH-0562,5.2,3.82,505.46,Van,Delivered
ORD-010778,CUST-03800,PRD-00073,1,2025-06-23T21:58:00Z,HUB-GUR,Gurugram,Gurugram,HR,122001,28.571238,77.072837,13.22,0.48,71*25*34,True,0,False,SameDay,prepaid,156160.25,Rain,VEH-0298,5.0,3.82,286.25,BIKE,In Transit
ord-005375,CUST-04250,PRD-00357,4,2025-05-12 13:23:00,HUB-MAD,Madurai,Nagpur,MH,440001,21.117504,79.081344,1248.77,55.48,,True,0,False,Same-Day,cod,152203.48,clear,VEH-0702,10.3,9.26,12449.19,Air_Cargo,Delivered
ORD-004647,CUST-01155,PRD-00011,3,2025-06-20 10:17:00,HUB-GUR,Gurugram,Gurugram,HR,122001,28.442283,77.082786,5.82,7.17KG,,Yes,0,False,standard,Prepaid,294973.65,unknown,VEH-0196,2.0,1.79,19.06,BIKE,Pending
ORD-012551,CUST-02458,PRD-00705,3,Mar 23 2025 03:58 PM,HUB-MUM,Mumbai,Lucknow,UP,226001,26.866711,80.97033,1197.94 km,1565.91,66*45*39,True,1,False,EXPRESS,prepaid,392082.93,Cloudy,VEH-0589,34.2,28.73,6052.25,Truck,DELIVERED
ORD-000089,CUST-03160,PRD-00301,2,2025-02-16 18:23:00,HUB-COI,Coimbatore,COIMBATORE,TN,641001,11.020647,76.966178,1.21,107.58,,False,0,False,same-day,COD,168596.48,Cloudy,VEH-0489,1.4,1.22,516.12,Van,Delivered
ORD-013226,CUST-00631,PRD-93507,2,2024/07/12 12:05,HUB-DEL,Delhi,Jaipur,RJ,302001,26.895378,75.802637,235.93,41.54,15*56*43,True,0,False,exp,cod,240895.32,Heavy Rain,VEH-0643,13.8,10.4,783.98,Truck,Delivered
ORD-003425,CUST-02296,PRD-00452,3,2024-12-11 12:23:00,HUB-DEL,Delhi,Coimbatore,TN,641001,11.058194,76.991424,1952.24 km,2580 g,34*24*37,False,0,False,express,COD,476058.21,Clear,VEH-0704,14.1,9.73,18816.66,AIR CARGO,In Transit
ORD-002807,CUST-02599,PRD-00099,1,2024-04-07 08:23:00,HUB-BEN,Bengaluru,Kochi,KL,682001,9.974475,76.28794,362.4,1.92KG,77 x 46 x 7,1,0,False,Standard,Card,"₹102,218.10",Heavy Rain,VEH-0695,18.6,13.27,1025.2,TRUCK,Delivered
ORD-011958,CUST-00011,PRD-00047,4,2025-03-21 17:12:00,HUB-GUR,Gurugram,Gurugram,HR,122001,28.417435,77.011567,4.9,2.52,76x23x44,No,0,False,Express,prepaid,"₹719,238.96",Clear,VEH-0136,0.5,0.3,12.64,Drone,Delivered
